emotion	explanation	target_group	term	AffectCategory	AssociationFlag
anxiety	I would feel anxiety when my father fell seriously ill because it would be a stressful and uncertain situation, and I would worry about his health and well-being.	female	anxiety	anticipation	1.0
anxiety	I would feel anxiety when my father fell seriously ill because it would be a stressful and uncertain situation, and I would worry about his health and well-being.	female	anxiety	fear	1.0
anxiety	I would feel anxiety when my father fell seriously ill because it would be a stressful and uncertain situation, and I would worry about his health and well-being.	female	anxiety	negative	1.0
anxiety	I would feel anxiety when my father fell seriously ill because it would be a stressful and uncertain situation, and I would worry about his health and well-being.	female	anxiety	sadness	1.0
frustration	I would feel frustration when I had a bad cold because it would be annoying and inconvenient, disrupting my daily routine and making it hard to focus on anything else.	female	frustration	anger	1.0
frustration	I would feel frustration when I had a bad cold because it would be annoying and inconvenient, disrupting my daily routine and making it hard to focus on anything else.	female	frustration	negative	1.0
shame	I would feel shame because I failed to meet my responsibilities and put my family in a difficult financial situation, which makes me feel like I've let them down and am not good enough as a provider.	female	shame	disgust	1.0
shame	I would feel shame because I failed to meet my responsibilities and put my family in a difficult financial situation, which makes me feel like I've let them down and am not good enough as a provider.	female	shame	fear	1.0
shame	I would feel shame because I failed to meet my responsibilities and put my family in a difficult financial situation, which makes me feel like I've let them down and am not good enough as a provider.	female	shame	negative	1.0
shame	I would feel shame because I failed to meet my responsibilities and put my family in a difficult financial situation, which makes me feel like I've let them down and am not good enough as a provider.	female	shame	sadness	1.0
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it would cause me significant financial stress and worry about the potential consequences of not paying it on time.	female	anxiety	anger	1.0
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it would cause me significant financial stress and worry about the potential consequences of not paying it on time.	female	anxiety	anticipation	1.0
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it would cause me significant financial stress and worry about the potential consequences of not paying it on time.	female	anxiety	fear	1.0
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it would cause me significant financial stress and worry about the potential consequences of not paying it on time.	female	anxiety	negative	1.0
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it would cause me significant financial stress and worry about the potential consequences of not paying it on time.	female	anxiety	sadness	1.0
grief	I would feel grief because my mother's words would be a devastating loss, and I would be overwhelmed by sadness and a sense of emptiness.	female	grief	negative	1.0
grief	I would feel grief because my mother's words would be a devastating loss, and I would be overwhelmed by sadness and a sense of emptiness.	female	grief	sadness	1.0
grief	I would feel grief when my father died after a long illness because it's a natural response to the loss of a loved one, and it's a complex mix of sadness, loss, and longing for what could have been.	female	grief	negative	1.0
grief	I would feel grief when my father died after a long illness because it's a natural response to the loss of a loved one, and it's a complex mix of sadness, loss, and longing for what could have been.	female	grief	sadness	1.0
disappointment	I would feel disappointment when I found out that I did not get the new job because I had invested a lot of time and effort into preparing for the interview and was really looking forward to the opportunity, and not getting it feels like a letdown and a setback.	female	disappointment	disgust	1.0
disappointment	I would feel disappointment when I found out that I did not get the new job because I had invested a lot of time and effort into preparing for the interview and was really looking forward to the opportunity, and not getting it feels like a letdown and a setback.	female	disappointment	negative	1.0
disappointment	I would feel disappointment when I found out that I did not get the new job because I had invested a lot of time and effort into preparing for the interview and was really looking forward to the opportunity, and not getting it feels like a letdown and a setback.	female	disappointment	sadness	1.0
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	female	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	female	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	female	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	female	embarrassment	surprise	1.0
disappointment	I would feel disappointment because my partner did not meet my expectations and I had hoped for a more meaningful connection.	female	disappointment	disgust	1.0
disappointment	I would feel disappointment because my partner did not meet my expectations and I had hoped for a more meaningful connection.	female	disappointment	negative	1.0
disappointment	I would feel disappointment because my partner did not meet my expectations and I had hoped for a more meaningful connection.	female	disappointment	sadness	1.0
worry	I would feel worry because my dear friends who live in London are already concerned about the potential impact of Britain leaving the euro on their lives and I would be worried about their well-being.	female	worry	anticipation	1.0
worry	I would feel worry because my dear friends who live in London are already concerned about the potential impact of Britain leaving the euro on their lives and I would be worried about their well-being.	female	worry	fear	1.0
worry	I would feel worry because my dear friends who live in London are already concerned about the potential impact of Britain leaving the euro on their lives and I would be worried about their well-being.	female	worry	negative	1.0
worry	I would feel worry because my dear friends who live in London are already concerned about the potential impact of Britain leaving the euro on their lives and I would be worried about their well-being.	female	worry	sadness	1.0
discomfort	I would feel discomfort when I went to a sauna with friends because I was not comfortable with the heat and the close proximity to others, which made me feel anxious and uneasy.	female	discomfort	negative	1.0
discomfort	I would feel discomfort when I went to a sauna with friends because I was not comfortable with the heat and the close proximity to others, which made me feel anxious and uneasy.	female	discomfort	sadness	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm expected to be confident and articulate, and my sudden loss of speech would be a source of shame and self-consciousness for me.	female	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm expected to be confident and articulate, and my sudden loss of speech would be a source of shame and self-consciousness for me.	female	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm expected to be confident and articulate, and my sudden loss of speech would be a source of shame and self-consciousness for me.	female	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm expected to be confident and articulate, and my sudden loss of speech would be a source of shame and self-consciousness for me.	female	embarrassment	surprise	1.0
relief	I would feel relief because I narrowly avoided a potentially serious accident and was able to stop in time to prevent harm to the children.	female	relief	positive	1.0
sadness	I would feel sadness when I can't see my children for a long time because it's a separation from the people I love and care about most, and it's hard for me to be away from them for an extended period.	female	sadness	negative	1.0
sadness	I would feel sadness when I can't see my children for a long time because it's a separation from the people I love and care about most, and it's hard for me to be away from them for an extended period.	female	sadness	sadness	1.0
sadness	I would feel sadness when I can't see my children for a long time because it's a separation from the people I love and care about most, and it's hard for me to be away from them for an extended period.	female	sadness	trust	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	anger	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	disgust	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	fear	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	negative	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	sadness	1.0
frustration	I would feel frustration because I forgot something so simple and it led to a nod, which is a hassle and a waste of time.	female	frustration	anger	1.0
frustration	I would feel frustration because I forgot something so simple and it led to a nod, which is a hassle and a waste of time.	female	frustration	negative	1.0
guilt	I would feel guilty when a friend was really looking forward to a gift from me, as I would feel responsible for not being able to deliver what they were expecting from me.	female	guilt	disgust	1.0
guilt	I would feel guilty when a friend was really looking forward to a gift from me, as I would feel responsible for not being able to deliver what they were expecting from me.	female	guilt	negative	1.0
guilt	I would feel guilty when a friend was really looking forward to a gift from me, as I would feel responsible for not being able to deliver what they were expecting from me.	female	guilt	sadness	1.0
shame	I would feel shame because I let my attention lapse and put my nephew's safety at risk, which is a serious responsibility as an aunt.	female	shame	disgust	1.0
shame	I would feel shame because I let my attention lapse and put my nephew's safety at risk, which is a serious responsibility as an aunt.	female	shame	fear	1.0
shame	I would feel shame because I let my attention lapse and put my nephew's safety at risk, which is a serious responsibility as an aunt.	female	shame	negative	1.0
shame	I would feel shame because I let my attention lapse and put my nephew's safety at risk, which is a serious responsibility as an aunt.	female	shame	sadness	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	anger	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	disgust	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	fear	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	negative	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	sadness	1.0
joy	I would feel joy when my sons were born, as it's a life-changing and life-affirming moment, filled with love, happiness, and a sense of accomplishment.	female	joy	joy	1.0
joy	I would feel joy when my sons were born, as it's a life-changing and life-affirming moment, filled with love, happiness, and a sense of accomplishment.	female	joy	positive	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to see them regularly is difficult to accept.	female	sadness	negative	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to see them regularly is difficult to accept.	female	sadness	sadness	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to see them regularly is difficult to accept.	female	sadness	trust	1.0
betrayal	I would feel betrayal when they lied to me, as it makes me question their trustworthiness and the foundation of our relationship.	female	betrayal	anger	1.0
betrayal	I would feel betrayal when they lied to me, as it makes me question their trustworthiness and the foundation of our relationship.	female	betrayal	disgust	1.0
betrayal	I would feel betrayal when they lied to me, as it makes me question their trustworthiness and the foundation of our relationship.	female	betrayal	negative	1.0
betrayal	I would feel betrayal when they lied to me, as it makes me question their trustworthiness and the foundation of our relationship.	female	betrayal	sadness	1.0
fear	I was still very small and the loud thunder and bright lightning would have been overwhelming and scary, making me feel a sense of fear and vulnerability.	female	fear	anger	1.0
fear	I was still very small and the loud thunder and bright lightning would have been overwhelming and scary, making me feel a sense of fear and vulnerability.	female	fear	fear	1.0
fear	I was still very small and the loud thunder and bright lightning would have been overwhelming and scary, making me feel a sense of fear and vulnerability.	female	fear	negative	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the presence of a grub in my kitchen is unclean and unpleasant, and the act of washing out the cupboards is a reaction to this unpleasantness.	female	disgust	anger	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the presence of a grub in my kitchen is unclean and unpleasant, and the act of washing out the cupboards is a reaction to this unpleasantness.	female	disgust	disgust	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the presence of a grub in my kitchen is unclean and unpleasant, and the act of washing out the cupboards is a reaction to this unpleasantness.	female	disgust	fear	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the presence of a grub in my kitchen is unclean and unpleasant, and the act of washing out the cupboards is a reaction to this unpleasantness.	female	disgust	negative	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the presence of a grub in my kitchen is unclean and unpleasant, and the act of washing out the cupboards is a reaction to this unpleasantness.	female	disgust	sadness	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the sight of myself with a stain on my clothes, and I would be worried about what others might think of me.	female	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the sight of myself with a stain on my clothes, and I would be worried about what others might think of me.	female	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the sight of myself with a stain on my clothes, and I would be worried about what others might think of me.	female	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the sight of myself with a stain on my clothes, and I would be worried about what others might think of me.	female	embarrassment	surprise	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that deserves strong condemnation and indignation.	female	outrage	anger	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that deserves strong condemnation and indignation.	female	outrage	disgust	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that deserves strong condemnation and indignation.	female	outrage	negative	1.0
grief	I would feel grief because my grandpa was a loving and caring person who was always there for me, and his passing would leave a huge void in my life.	female	grief	negative	1.0
grief	I would feel grief because my grandpa was a loving and caring person who was always there for me, and his passing would leave a huge void in my life.	female	grief	sadness	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be triggered to protect myself.	female	fear	anger	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be triggered to protect myself.	female	fear	fear	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be triggered to protect myself.	female	fear	negative	1.0
relief	I would feel relief when I got a commitment for a new job because it would bring a sense of security and stability to my life, and I would be excited to start a new chapter.	female	relief	positive	1.0
frustration	I would feel frustration when the elevator got stuck because it's a sudden and unexpected event that disrupts my daily routine and makes me feel trapped and helpless.	female	frustration	anger	1.0
frustration	I would feel frustration when the elevator got stuck because it's a sudden and unexpected event that disrupts my daily routine and makes me feel trapped and helpless.	female	frustration	negative	1.0
guilty	I would feel guilty when I annoyed an important customer, as I would be worried about the impact it would have on our relationship and my job performance.	female	guilty	anger	1.0
guilty	I would feel guilty when I annoyed an important customer, as I would be worried about the impact it would have on our relationship and my job performance.	female	guilty	negative	1.0
guilty	I would feel guilty when I annoyed an important customer, as I would be worried about the impact it would have on our relationship and my job performance.	female	guilty	sadness	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant discovery that would make me recoil in distaste.	female	disgust	anger	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant discovery that would make me recoil in distaste.	female	disgust	disgust	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant discovery that would make me recoil in distaste.	female	disgust	fear	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant discovery that would make me recoil in distaste.	female	disgust	negative	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant discovery that would make me recoil in distaste.	female	disgust	sadness	1.0
anxiety	I would feel anxiety because Friedrich Merz's potential rise to Chancellor could lead to uncertain and potentially negative consequences for Germany and the world.	female	anxiety	anger	1.0
anxiety	I would feel anxiety because Friedrich Merz's potential rise to Chancellor could lead to uncertain and potentially negative consequences for Germany and the world.	female	anxiety	anticipation	1.0
anxiety	I would feel anxiety because Friedrich Merz's potential rise to Chancellor could lead to uncertain and potentially negative consequences for Germany and the world.	female	anxiety	fear	1.0
anxiety	I would feel anxiety because Friedrich Merz's potential rise to Chancellor could lead to uncertain and potentially negative consequences for Germany and the world.	female	anxiety	negative	1.0
anxiety	I would feel anxiety because Friedrich Merz's potential rise to Chancellor could lead to uncertain and potentially negative consequences for Germany and the world.	female	anxiety	sadness	1.0
nostalgia	As the day of departure approached, I would feel a strong sense of nostalgia for the memories and experiences I've shared with my loved ones, and the thought of leaving them behind would fill me with a deep longing for the past.	female			
joy	I would feel joy when I became a father again, as it would be a new opportunity to experience the love and wonder of parenthood once more.	female	joy	joy	1.0
joy	I would feel joy when I became a father again, as it would be a new opportunity to experience the love and wonder of parenthood once more.	female	joy	positive	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to experience their music in a live setting with other fans.	female	excitement	anticipation	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to experience their music in a live setting with other fans.	female	excitement	joy	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to experience their music in a live setting with other fans.	female	excitement	positive	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to experience their music in a live setting with other fans.	female	excitement	surprise	1.0
panic	I would feel panic when my son nearly got hit while crossing the crosswalk because it was a sudden and intense moment of fear for his safety and well-being.	female	panic	fear	1.0
panic	I would feel panic when my son nearly got hit while crossing the crosswalk because it was a sudden and intense moment of fear for his safety and well-being.	female	panic	negative	1.0
concern	I would feel concern because I believe the people of Europe are making choices that could have negative consequences for their future and the future of the world.	female			
frustration	I would feel frustration when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and careless act that disrupts my daily routine and causes me inconvenience and stress.	female	frustration	anger	1.0
frustration	I would feel frustration when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and careless act that disrupts my daily routine and causes me inconvenience and stress.	female	frustration	negative	1.0
pride	I would feel pride when my football club rose to a higher class because it would be a reflection of my dedication and loyalty to the team, and I would be proud to be a part of its journey to success.	female	pride	joy	1.0
pride	I would feel pride when my football club rose to a higher class because it would be a reflection of my dedication and loyalty to the team, and I would be proud to be a part of its journey to success.	female	pride	positive	1.0
helplessness	I would feel helplessness when I had to watch helplessly without being able to do anything about it, as it would make me feel powerless and unable to control the situation.	female	helplessness	fear	1.0
helplessness	I would feel helplessness when I had to watch helplessly without being able to do anything about it, as it would make me feel powerless and unable to control the situation.	female	helplessness	negative	1.0
helplessness	I would feel helplessness when I had to watch helplessly without being able to do anything about it, as it would make me feel powerless and unable to control the situation.	female	helplessness	sadness	1.0
overwhelmed	I would feel overwhelmed by the sudden responsibility and love for my child, feeling like I'm not prepared to take care of this tiny human's needs.	female	overwhelmed	negative	1.0
overwhelmed	I would feel overwhelmed by the sudden responsibility and love for my child, feeling like I'm not prepared to take care of this tiny human's needs.	female	overwhelmed	sadness	1.0
grief	I would feel grief when my niece died fatally because it's a devastating loss of a loved one, and it's a painful reminder of the fragility of life and the impermanence of relationships.	female	grief	negative	1.0
grief	I would feel grief when my niece died fatally because it's a devastating loss of a loved one, and it's a painful reminder of the fragility of life and the impermanence of relationships.	female	grief	sadness	1.0
euphoria	I would feel euphoria when I won a lottery in the lottery a few years ago because it was a life-changing event that brought me immense joy, excitement, and relief, and it would be a moment of pure elation and happiness.	female			
frustration	I would feel frustration because I was unable to fix the car issue and it was a waste of my time and effort.	female	frustration	anger	1.0
frustration	I would feel frustration because I was unable to fix the car issue and it was a waste of my time and effort.	female	frustration	negative	1.0
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	female	shame	disgust	1.0
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	female	shame	fear	1.0
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	female	shame	negative	1.0
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	female	shame	sadness	1.0
guilt	I would feel guilty for not helping a colleague in need, despite our quarrel, as it goes against my values of being a supportive team member.	female	guilt	disgust	1.0
guilt	I would feel guilty for not helping a colleague in need, despite our quarrel, as it goes against my values of being a supportive team member.	female	guilt	negative	1.0
guilt	I would feel guilty for not helping a colleague in need, despite our quarrel, as it goes against my values of being a supportive team member.	female	guilt	sadness	1.0
relief	I would feel relief when I sweated because it would be a sign that my body is releasing tension and stress, and I would feel a sense of release and calm after the intense physical activity.	female	relief	positive	1.0
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that can be very alarming and frightening, and as a mother, I would be extremely worried about my child's well-being and safety.	female	panic	fear	1.0
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that can be very alarming and frightening, and as a mother, I would be extremely worried about my child's well-being and safety.	female	panic	negative	1.0
disappointment	I would feel disappointment when I did not follow the diet plan again because I had set a goal for myself and failed to achieve it, which makes me feel like I'm not in control of my own actions and decisions.	female	disappointment	disgust	1.0
disappointment	I would feel disappointment when I did not follow the diet plan again because I had set a goal for myself and failed to achieve it, which makes me feel like I'm not in control of my own actions and decisions.	female	disappointment	negative	1.0
disappointment	I would feel disappointment when I did not follow the diet plan again because I had set a goal for myself and failed to achieve it, which makes me feel like I'm not in control of my own actions and decisions.	female	disappointment	sadness	1.0
fear	I would feel fear when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle, as I was in a situation where I was at risk of getting hurt and my life was in danger.	female	fear	anger	1.0
fear	I would feel fear when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle, as I was in a situation where I was at risk of getting hurt and my life was in danger.	female	fear	fear	1.0
fear	I would feel fear when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle, as I was in a situation where I was at risk of getting hurt and my life was in danger.	female	fear	negative	1.0
pride	I would feel pride when my son asked me on the tram when he would have such a big space like me, as it shows he looks up to me and admires my accomplishments.	female	pride	joy	1.0
pride	I would feel pride when my son asked me on the tram when he would have such a big space like me, as it shows he looks up to me and admires my accomplishments.	female	pride	positive	1.0
elation	I would feel elation when I won the game of chance because it's a thrilling and unexpected outcome that brings a sense of excitement and joy.	female			
disgust	I would feel disgust when people saw how aggressive and drunk some people are in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be associated with humanity.	female	disgust	anger	1.0
disgust	I would feel disgust when people saw how aggressive and drunk some people are in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be associated with humanity.	female	disgust	disgust	1.0
disgust	I would feel disgust when people saw how aggressive and drunk some people are in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be associated with humanity.	female	disgust	fear	1.0
disgust	I would feel disgust when people saw how aggressive and drunk some people are in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be associated with humanity.	female	disgust	negative	1.0
disgust	I would feel disgust when people saw how aggressive and drunk some people are in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be associated with humanity.	female	disgust	sadness	1.0
guilt	I would feel guilty when I did not give money to a beggar, as I would be aware of the person's struggle and my own ability to help, but chose not to.	female	guilt	disgust	1.0
guilt	I would feel guilty when I did not give money to a beggar, as I would be aware of the person's struggle and my own ability to help, but chose not to.	female	guilt	negative	1.0
guilt	I would feel guilty when I did not give money to a beggar, as I would be aware of the person's struggle and my own ability to help, but chose not to.	female	guilt	sadness	1.0
joy	I would feel joy when my son was born because it's a life-changing moment that brings immense happiness and fulfillment as a mother.	female	joy	joy	1.0
joy	I would feel joy when my son was born because it's a life-changing moment that brings immense happiness and fulfillment as a mother.	female	joy	positive	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because spiders are often associated with fear, unease, and revulsion, and the thought of them can be quite unsettling and unpleasant.	female	disgust	anger	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because spiders are often associated with fear, unease, and revulsion, and the thought of them can be quite unsettling and unpleasant.	female	disgust	disgust	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because spiders are often associated with fear, unease, and revulsion, and the thought of them can be quite unsettling and unpleasant.	female	disgust	fear	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because spiders are often associated with fear, unease, and revulsion, and the thought of them can be quite unsettling and unpleasant.	female	disgust	negative	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because spiders are often associated with fear, unease, and revulsion, and the thought of them can be quite unsettling and unpleasant.	female	disgust	sadness	1.0
fear	The swaying of the suspension bridge would make me feel a sense of uncertainty and loss of control, triggering a strong fear response in me.	female	fear	anger	1.0
fear	The swaying of the suspension bridge would make me feel a sense of uncertainty and loss of control, triggering a strong fear response in me.	female	fear	fear	1.0
fear	The swaying of the suspension bridge would make me feel a sense of uncertainty and loss of control, triggering a strong fear response in me.	female	fear	negative	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about the outcome and my well-being.	female	fear	anger	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about the outcome and my well-being.	female	fear	fear	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about the outcome and my well-being.	female	fear	negative	1.0
