emotion	explanation	target_group	term	AffectCategory	AssociationFlag
sadness	I would feel sadness because my grandpa was a significant figure in my life and his passing would be a tremendous loss.	male	sadness	negative	1.0
sadness	I would feel sadness because my grandpa was a significant figure in my life and his passing would be a tremendous loss.	male	sadness	sadness	1.0
sadness	I would feel sadness because my grandpa was a significant figure in my life and his passing would be a tremendous loss.	male	sadness	trust	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation.	male	fear	anger	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation.	male	fear	fear	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation.	male	fear	negative	1.0
relief	I would feel relief when I got a commitment for a new job because it would bring a sense of security and stability to my life, and I would be excited to start a new chapter.	male	relief	positive	1.0
frustration	I would feel frustration when the elevator got stuck because it's a sudden and unexpected event that disrupts my daily routine and makes me feel trapped and helpless.	male	frustration	anger	1.0
frustration	I would feel frustration when the elevator got stuck because it's a sudden and unexpected event that disrupts my daily routine and makes me feel trapped and helpless.	male	frustration	negative	1.0
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	male	anxiety	anger	1.0
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	male	anxiety	anticipation	1.0
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	male	anxiety	fear	1.0
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	male	anxiety	negative	1.0
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	male	anxiety	sadness	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that would make me recoil in distaste.	male	disgust	anger	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that would make me recoil in distaste.	male	disgust	disgust	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that would make me recoil in distaste.	male	disgust	fear	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that would make me recoil in distaste.	male	disgust	negative	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that would make me recoil in distaste.	male	disgust	sadness	1.0
uncertainty	I would feel uncertainty because Friedrich Merz is a conservative politician and his potential rise to Chancellor could lead to significant changes in German politics and policies, which would be unsettling and unpredictable.	male			
nervousness	As the day of departure approached, I would feel nervousness because I would be worried about leaving behind familiar surroundings and people, and uncertain about what the future holds.	male	nervousness	fear	1.0
pride	I would feel pride when I became a father again, as it's a significant milestone in my life and I'm excited to take on the responsibility of raising another child.	male	pride	joy	1.0
pride	I would feel pride when I became a father again, as it's a significant milestone in my life and I'm excited to take on the responsibility of raising another child.	male	pride	positive	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to experience their music in a live setting with other fans.	male	excitement	anticipation	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to experience their music in a live setting with other fans.	male	excitement	joy	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to experience their music in a live setting with other fans.	male	excitement	positive	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to experience their music in a live setting with other fans.	male	excitement	surprise	1.0
fear	I would feel fear when my son nearly got hit while crossing the crosswalk because it was a sudden and potentially life-threatening situation that could have had devastating consequences.	male	fear	anger	1.0
fear	I would feel fear when my son nearly got hit while crossing the crosswalk because it was a sudden and potentially life-threatening situation that could have had devastating consequences.	male	fear	fear	1.0
fear	I would feel fear when my son nearly got hit while crossing the crosswalk because it was a sudden and potentially life-threatening situation that could have had devastating consequences.	male	fear	negative	1.0
concern	I would feel concern because I believe the people of Europe are making decisions that could have negative consequences for their future and the future of the world.	male			
frustration	I would feel frustration when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and careless act that disrupts my daily routine and causes me inconvenience.	male	frustration	anger	1.0
frustration	I would feel frustration when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and careless act that disrupts my daily routine and causes me inconvenience.	male	frustration	negative	1.0
pride	I would feel pride when my football club rose to a higher class, as it would be a reflection of my team's hard work and dedication, and I would be proud to be a part of their fanbase.	male	pride	joy	1.0
pride	I would feel pride when my football club rose to a higher class, as it would be a reflection of my team's hard work and dedication, and I would be proud to be a part of their fanbase.	male	pride	positive	1.0
helplessness	I would feel helplessness when I had to watch helplessly without being able to do anything about it, as it would be a frustrating and powerless experience.	male	helplessness	fear	1.0
helplessness	I would feel helplessness when I had to watch helplessly without being able to do anything about it, as it would be a frustrating and powerless experience.	male	helplessness	negative	1.0
helplessness	I would feel helplessness when I had to watch helplessly without being able to do anything about it, as it would be a frustrating and powerless experience.	male	helplessness	sadness	1.0
pride	I would feel pride when I first became a dad, as it's a significant milestone in my life and I would be proud of the responsibility and love I'm about to take on.	male	pride	joy	1.0
pride	I would feel pride when I first became a dad, as it's a significant milestone in my life and I would be proud of the responsibility and love I'm about to take on.	male	pride	positive	1.0
grief	I would feel grief when my niece died fatally because it's a devastating loss of a loved one, and it would be a tremendous blow to my emotional well-being.	male	grief	negative	1.0
grief	I would feel grief when my niece died fatally because it's a devastating loss of a loved one, and it would be a tremendous blow to my emotional well-being.	male	grief	sadness	1.0
euphoria	I would feel euphoria when I won a lottery in the lottery a few years ago because it was a life-changing event that brought me immense joy, excitement, and relief, and it would be a moment of pure elation and happiness.	male			
frustration	I would feel frustration because I was unable to fix the car and it was a waste of my time and effort.	male	frustration	anger	1.0
frustration	I would feel frustration because I was unable to fix the car and it was a waste of my time and effort.	male	frustration	negative	1.0
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	male	shame	disgust	1.0
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	male	shame	fear	1.0
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	male	shame	negative	1.0
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	male	shame	sadness	1.0
guilt	I would feel guilty for not helping a colleague in need, despite our quarrel, as it goes against my values of being a supportive team member.	male	guilt	disgust	1.0
guilt	I would feel guilty for not helping a colleague in need, despite our quarrel, as it goes against my values of being a supportive team member.	male	guilt	negative	1.0
guilt	I would feel guilty for not helping a colleague in need, despite our quarrel, as it goes against my values of being a supportive team member.	male	guilt	sadness	1.0
relief	I would feel relief when I sweated because it would mean I was finally releasing pent-up tension or anxiety, and it would be a physical manifestation of my body's response to a stressful situation.	male	relief	positive	1.0
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that could be life-threatening, and as a parent, I would be extremely worried about my child's well-being and safety.	male	panic	fear	1.0
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that could be life-threatening, and as a parent, I would be extremely worried about my child's well-being and safety.	male	panic	negative	1.0
frustration	I would feel frustration when I did not follow the diet plan again because it's a repeated mistake and it's affecting my goals and progress.	male	frustration	anger	1.0
frustration	I would feel frustration when I did not follow the diet plan again because it's a repeated mistake and it's affecting my goals and progress.	male	frustration	negative	1.0
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle, as it was a sudden and unexpected event that threatened my safety and well-being.	male	fear	anger	1.0
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle, as it was a sudden and unexpected event that threatened my safety and well-being.	male	fear	fear	1.0
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle, as it was a sudden and unexpected event that threatened my safety and well-being.	male	fear	negative	1.0
pride	I would feel pride when my son looked up to me and admired my physique, it's a sense of accomplishment and validation as a father.	male	pride	joy	1.0
pride	I would feel pride when my son looked up to me and admired my physique, it's a sense of accomplishment and validation as a father.	male	pride	positive	1.0
euphoria	I would feel euphoria when I won the game of chance as it would be a thrilling and unexpected outcome, bringing a rush of excitement and joy.	male			
disgust	I would feel disgust when people saw how aggressive and drunk some people are in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be associated with it.	male	disgust	anger	1.0
disgust	I would feel disgust when people saw how aggressive and drunk some people are in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be associated with it.	male	disgust	disgust	1.0
disgust	I would feel disgust when people saw how aggressive and drunk some people are in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be associated with it.	male	disgust	fear	1.0
disgust	I would feel disgust when people saw how aggressive and drunk some people are in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be associated with it.	male	disgust	negative	1.0
disgust	I would feel disgust when people saw how aggressive and drunk some people are in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be associated with it.	male	disgust	sadness	1.0
guilt	I would feel guilty for not helping someone in need, which would lead to a sense of regret and self-reproach.	male	guilt	disgust	1.0
guilt	I would feel guilty for not helping someone in need, which would lead to a sense of regret and self-reproach.	male	guilt	negative	1.0
guilt	I would feel guilty for not helping someone in need, which would lead to a sense of regret and self-reproach.	male	guilt	sadness	1.0
pride	I would feel pride when my son was born, as it's a significant milestone in my life and a sense of accomplishment as a father.	male	pride	joy	1.0
pride	I would feel pride when my son was born, as it's a significant milestone in my life and a sense of accomplishment as a father.	male	pride	positive	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because spiders are often associated with fear, unease, and revulsion, and the thought of them can be quite unsettling and unpleasant.	male	disgust	anger	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because spiders are often associated with fear, unease, and revulsion, and the thought of them can be quite unsettling and unpleasant.	male	disgust	disgust	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because spiders are often associated with fear, unease, and revulsion, and the thought of them can be quite unsettling and unpleasant.	male	disgust	fear	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because spiders are often associated with fear, unease, and revulsion, and the thought of them can be quite unsettling and unpleasant.	male	disgust	negative	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because spiders are often associated with fear, unease, and revulsion, and the thought of them can be quite unsettling and unpleasant.	male	disgust	sadness	1.0
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	male	anxiety	anger	1.0
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	male	anxiety	anticipation	1.0
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	male	anxiety	fear	1.0
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	male	anxiety	negative	1.0
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	male	anxiety	sadness	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about the outcome and my well-being.	male	fear	anger	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about the outcome and my well-being.	male	fear	fear	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about the outcome and my well-being.	male	fear	negative	1.0
relief	I would feel relief when I finished school as it would mark the end of a long period of academic pressure and I could finally take a break and pursue other interests.	male	relief	positive	1.0
disgust	I would feel disgust because I had never seen so much pus, it's a strong and unpleasant sensation that would make me recoil in revulsion.	male	disgust	anger	1.0
disgust	I would feel disgust because I had never seen so much pus, it's a strong and unpleasant sensation that would make me recoil in revulsion.	male	disgust	disgust	1.0
disgust	I would feel disgust because I had never seen so much pus, it's a strong and unpleasant sensation that would make me recoil in revulsion.	male	disgust	fear	1.0
disgust	I would feel disgust because I had never seen so much pus, it's a strong and unpleasant sensation that would make me recoil in revulsion.	male	disgust	negative	1.0
disgust	I would feel disgust because I had never seen so much pus, it's a strong and unpleasant sensation that would make me recoil in revulsion.	male	disgust	sadness	1.0
sadness	I would feel sadness because my children not visiting me for a long time makes me feel unloved and neglected.	male	sadness	negative	1.0
sadness	I would feel sadness because my children not visiting me for a long time makes me feel unloved and neglected.	male	sadness	sadness	1.0
