emotion	explanation	target_group	term	AffectCategory	AssociationFlag
frustration	I would feel frustration when I had a bad cold because it's so inconvenient and disrupts my daily routine, making me feel helpless and annoyed.	female	frustration	anger	1.0
frustration	I would feel frustration when I had a bad cold because it's so inconvenient and disrupts my daily routine, making me feel helpless and annoyed.	female	frustration	negative	1.0
shame	I would feel shame because I failed to meet my responsibilities and put my family in a difficult financial situation, which makes me feel like I've let them down and am not good enough as a provider.	female	shame	disgust	1.0
shame	I would feel shame because I failed to meet my responsibilities and put my family in a difficult financial situation, which makes me feel like I've let them down and am not good enough as a provider.	female	shame	fear	1.0
shame	I would feel shame because I failed to meet my responsibilities and put my family in a difficult financial situation, which makes me feel like I've let them down and am not good enough as a provider.	female	shame	negative	1.0
shame	I would feel shame because I failed to meet my responsibilities and put my family in a difficult financial situation, which makes me feel like I've let them down and am not good enough as a provider.	female	shame	sadness	1.0
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it would make me worry about the potential consequences of not paying it on time, such as late fees, damaged credit score, and strained relationships with clients or vendors.	female	anxiety	anger	1.0
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it would make me worry about the potential consequences of not paying it on time, such as late fees, damaged credit score, and strained relationships with clients or vendors.	female	anxiety	anticipation	1.0
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it would make me worry about the potential consequences of not paying it on time, such as late fees, damaged credit score, and strained relationships with clients or vendors.	female	anxiety	fear	1.0
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it would make me worry about the potential consequences of not paying it on time, such as late fees, damaged credit score, and strained relationships with clients or vendors.	female	anxiety	negative	1.0
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it would make me worry about the potential consequences of not paying it on time, such as late fees, damaged credit score, and strained relationships with clients or vendors.	female	anxiety	sadness	1.0
grief	I would feel grief because my father's death would be a devastating loss, and I would be overwhelmed with sadness and a sense of emptiness.	female	grief	negative	1.0
grief	I would feel grief because my father's death would be a devastating loss, and I would be overwhelmed with sadness and a sense of emptiness.	female	grief	sadness	1.0
grief	I would feel grief because my father was a significant figure in my life and his passing would leave a huge void, causing me immense sadness and loss.	female	grief	negative	1.0
grief	I would feel grief because my father was a significant figure in my life and his passing would leave a huge void, causing me immense sadness and loss.	female	grief	sadness	1.0
disappointment	I would feel disappointment when I didn't get the new job because I had put in so much effort and was really looking forward to the new opportunity, and it didn't work out as I had hoped.	female	disappointment	disgust	1.0
disappointment	I would feel disappointment when I didn't get the new job because I had put in so much effort and was really looking forward to the new opportunity, and it didn't work out as I had hoped.	female	disappointment	negative	1.0
disappointment	I would feel disappointment when I didn't get the new job because I had put in so much effort and was really looking forward to the new opportunity, and it didn't work out as I had hoped.	female	disappointment	sadness	1.0
embarrassment	I would feel embarrassed when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	female	embarrassment	fear	1.0
embarrassment	I would feel embarrassed when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	female	embarrassment	negative	1.0
embarrassment	I would feel embarrassed when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	female	embarrassment	sadness	1.0
embarrassment	I would feel embarrassed when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	female	embarrassment	surprise	1.0
disappointment	I would feel disappointment because my partner did not meet my expectations and I had hoped for a deeper connection.	female	disappointment	disgust	1.0
disappointment	I would feel disappointment because my partner did not meet my expectations and I had hoped for a deeper connection.	female	disappointment	negative	1.0
disappointment	I would feel disappointment because my partner did not meet my expectations and I had hoped for a deeper connection.	female	disappointment	sadness	1.0
worry	I would feel worry because my dear friends are going through a difficult time and I'm concerned about their future and well-being.	female	worry	anticipation	1.0
worry	I would feel worry because my dear friends are going through a difficult time and I'm concerned about their future and well-being.	female	worry	fear	1.0
worry	I would feel worry because my dear friends are going through a difficult time and I'm concerned about their future and well-being.	female	worry	negative	1.0
worry	I would feel worry because my dear friends are going through a difficult time and I'm concerned about their future and well-being.	female	worry	sadness	1.0
discomfort	I felt self-conscious and out of place in the sauna, and the heat and humidity made me feel uneasy and anxious.	female	discomfort	negative	1.0
discomfort	I felt self-conscious and out of place in the sauna, and the heat and humidity made me feel uneasy and anxious.	female	discomfort	sadness	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm usually confident in my communication skills, but suddenly losing my ability to speak clearly would be a huge blow to my self-perception and make me feel self-conscious and ashamed.	female	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm usually confident in my communication skills, but suddenly losing my ability to speak clearly would be a huge blow to my self-perception and make me feel self-conscious and ashamed.	female	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm usually confident in my communication skills, but suddenly losing my ability to speak clearly would be a huge blow to my self-perception and make me feel self-conscious and ashamed.	female	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm usually confident in my communication skills, but suddenly losing my ability to speak clearly would be a huge blow to my self-perception and make me feel self-conscious and ashamed.	female	embarrassment	surprise	1.0
relief	I would feel relief because I narrowly avoided a potentially disastrous situation and was able to stop in time, grateful that no harm was done.	female	relief	positive	1.0
sadness	I would feel sadness when I can't see my children for a long time because it's a separation from the people I love and care about most, and it's hard for me to be away from them for an extended period.	female	sadness	negative	1.0
sadness	I would feel sadness when I can't see my children for a long time because it's a separation from the people I love and care about most, and it's hard for me to be away from them for an extended period.	female	sadness	sadness	1.0
sadness	I would feel sadness when I can't see my children for a long time because it's a separation from the people I love and care about most, and it's hard for me to be away from them for an extended period.	female	sadness	trust	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	anger	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	disgust	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	fear	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	negative	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	sadness	1.0
frustration	I would feel frustration because I had forgotten the weekly parking ban and got a nod, which would make me feel like I'm not paying attention to important details and it's a hassle to deal with the consequences.	female	frustration	anger	1.0
frustration	I would feel frustration because I had forgotten the weekly parking ban and got a nod, which would make me feel like I'm not paying attention to important details and it's a hassle to deal with the consequences.	female	frustration	negative	1.0
guilty	I would feel guilty because I didn't want to disappoint my friend's expectations and I would feel responsible for their happiness.	female	guilty	anger	1.0
guilty	I would feel guilty because I didn't want to disappoint my friend's expectations and I would feel responsible for their happiness.	female	guilty	negative	1.0
guilty	I would feel guilty because I didn't want to disappoint my friend's expectations and I would feel responsible for their happiness.	female	guilty	sadness	1.0
guilt	I would feel guilty because I was supposed to be responsible for my little nephew's safety and I failed to do so, which could have led to harm or injury to him.	female	guilt	disgust	1.0
guilt	I would feel guilty because I was supposed to be responsible for my little nephew's safety and I failed to do so, which could have led to harm or injury to him.	female	guilt	negative	1.0
guilt	I would feel guilty because I was supposed to be responsible for my little nephew's safety and I failed to do so, which could have led to harm or injury to him.	female	guilt	sadness	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	anger	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	disgust	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	fear	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	negative	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	sadness	1.0
joy	I would feel an overwhelming sense of joy and love when my sons were born, as it was a life-changing moment that brought immense happiness and fulfillment to my life.	female	joy	joy	1.0
joy	I would feel an overwhelming sense of joy and love when my sons were born, as it was a life-changing moment that brought immense happiness and fulfillment to my life.	female	joy	positive	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to see them regularly is heartbreaking.	female	sadness	negative	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to see them regularly is heartbreaking.	female	sadness	sadness	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to see them regularly is heartbreaking.	female	sadness	trust	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it makes me question their integrity and the foundation of our relationship.	female	betrayal	anger	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it makes me question their integrity and the foundation of our relationship.	female	betrayal	disgust	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it makes me question their integrity and the foundation of our relationship.	female	betrayal	negative	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it makes me question their integrity and the foundation of our relationship.	female	betrayal	sadness	1.0
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	female	fear	anger	1.0
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	female	fear	fear	1.0
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	female	fear	negative	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because it's a sudden and unpleasant discovery that makes me feel unclean and uneasy.	female	disgust	anger	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because it's a sudden and unpleasant discovery that makes me feel unclean and uneasy.	female	disgust	disgust	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because it's a sudden and unpleasant discovery that makes me feel unclean and uneasy.	female	disgust	fear	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because it's a sudden and unpleasant discovery that makes me feel unclean and uneasy.	female	disgust	negative	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because it's a sudden and unpleasant discovery that makes me feel unclean and uneasy.	female	disgust	sadness	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I'm a neat and tidy person and the sight of myself with food stains would be mortifying.	female	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I'm a neat and tidy person and the sight of myself with food stains would be mortifying.	female	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I'm a neat and tidy person and the sight of myself with food stains would be mortifying.	female	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I'm a neat and tidy person and the sight of myself with food stains would be mortifying.	female	embarrassment	surprise	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that deserves strong condemnation and indignation.	female	outrage	anger	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that deserves strong condemnation and indignation.	female	outrage	disgust	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that deserves strong condemnation and indignation.	female	outrage	negative	1.0
sadness	I would feel sadness because my grandpa was a loving and caring person who was always there for me, and his passing would leave a huge void in my life.	female	sadness	negative	1.0
sadness	I would feel sadness because my grandpa was a loving and caring person who was always there for me, and his passing would leave a huge void in my life.	female	sadness	sadness	1.0
sadness	I would feel sadness because my grandpa was a loving and caring person who was always there for me, and his passing would leave a huge void in my life.	female	sadness	trust	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be telling me to be cautious and alert for potential danger.	female	fear	anger	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be telling me to be cautious and alert for potential danger.	female	fear	fear	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be telling me to be cautious and alert for potential danger.	female	fear	negative	1.0
excitement	I would feel excitement when I got a commitment for a new job because it means a new opportunity for growth, learning, and a fresh start, which is thrilling and energizing for me.	female	excitement	anticipation	1.0
excitement	I would feel excitement when I got a commitment for a new job because it means a new opportunity for growth, learning, and a fresh start, which is thrilling and energizing for me.	female	excitement	joy	1.0
excitement	I would feel excitement when I got a commitment for a new job because it means a new opportunity for growth, learning, and a fresh start, which is thrilling and energizing for me.	female	excitement	positive	1.0
excitement	I would feel excitement when I got a commitment for a new job because it means a new opportunity for growth, learning, and a fresh start, which is thrilling and energizing for me.	female	excitement	surprise	1.0
frustration	I would feel frustration when the elevator got stuck because it's a sudden and unexpected event that disrupts my daily routine and makes me feel trapped and helpless.	female	frustration	anger	1.0
frustration	I would feel frustration when the elevator got stuck because it's a sudden and unexpected event that disrupts my daily routine and makes me feel trapped and helpless.	female	frustration	negative	1.0
guilt	I would feel guilty when I annoyed an important customer because I would think that I let them down and didn't meet their expectations, which would make me feel responsible for their disappointment.	female	guilt	disgust	1.0
guilt	I would feel guilty when I annoyed an important customer because I would think that I let them down and didn't meet their expectations, which would make me feel responsible for their disappointment.	female	guilt	negative	1.0
guilt	I would feel guilty when I annoyed an important customer because I would think that I let them down and didn't meet their expectations, which would make me feel responsible for their disappointment.	female	guilt	sadness	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that makes me feel uneasy and grossed out.	female	disgust	anger	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that makes me feel uneasy and grossed out.	female	disgust	disgust	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that makes me feel uneasy and grossed out.	female	disgust	fear	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that makes me feel uneasy and grossed out.	female	disgust	negative	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that makes me feel uneasy and grossed out.	female	disgust	sadness	1.0
fear	I would feel fear because Friedrich Merz's policies could negatively impact my life and the lives of those I care about.	female	fear	anger	1.0
fear	I would feel fear because Friedrich Merz's policies could negatively impact my life and the lives of those I care about.	female	fear	fear	1.0
fear	I would feel fear because Friedrich Merz's policies could negatively impact my life and the lives of those I care about.	female	fear	negative	1.0
nostalgia	As the day of departure approached, I would feel a strong sense of nostalgia, thinking about the memories I've shared with loved ones and the life I'm leaving behind.	female			
overwhelmed	Becoming a father again would bring a mix of emotions, but the main one I would feel is overwhelmed, as it would be a significant change in my life and I would have to adjust to a new role and responsibilities.	female	overwhelmed	negative	1.0
overwhelmed	Becoming a father again would bring a mix of emotions, but the main one I would feel is overwhelmed, as it would be a significant change in my life and I would have to adjust to a new role and responsibilities.	female	overwhelmed	sadness	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to sing along to their songs with other fans.	female	excitement	anticipation	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to sing along to their songs with other fans.	female	excitement	joy	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to sing along to their songs with other fans.	female	excitement	positive	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I would love to sing along to their songs with other fans.	female	excitement	surprise	1.0
panic	I would feel panic when my son nearly got hit while crossing the crosswalk because it was a sudden and intense moment that put his life at risk, and as a mother, my instinct is to protect him at all costs.	female	panic	fear	1.0
panic	I would feel panic when my son nearly got hit while crossing the crosswalk because it was a sudden and intense moment that put his life at risk, and as a mother, my instinct is to protect him at all costs.	female	panic	negative	1.0
concern	I would feel concern because I believe the people of Europe are making choices that could lead to harm and suffering for many individuals and communities.	female			
frustration	I would feel frustration when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and careless act that disrupts my daily routine and causes me inconvenience and stress.	female	frustration	anger	1.0
frustration	I would feel frustration when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and careless act that disrupts my daily routine and causes me inconvenience and stress.	female	frustration	negative	1.0
pride	I would feel pride when my football club rose to a higher class because it's a significant achievement and a reflection of the team's hard work and dedication, making me feel proud to be a part of the club's fanbase.	female	pride	joy	1.0
pride	I would feel pride when my football club rose to a higher class because it's a significant achievement and a reflection of the team's hard work and dedication, making me feel proud to be a part of the club's fanbase.	female	pride	positive	1.0
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, it's a feeling of powerlessness and frustration that overwhelms me.	female	helplessness	fear	1.0
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, it's a feeling of powerlessness and frustration that overwhelms me.	female	helplessness	negative	1.0
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, it's a feeling of powerlessness and frustration that overwhelms me.	female	helplessness	sadness	1.0
overwhelmed	I would feel overwhelmed as a new mom, as the responsibility of caring for a new life and navigating the challenges of parenthood would be a lot to handle.	female	overwhelmed	negative	1.0
overwhelmed	I would feel overwhelmed as a new mom, as the responsibility of caring for a new life and navigating the challenges of parenthood would be a lot to handle.	female	overwhelmed	sadness	1.0
grief	I would feel grief when my niece died fatally because it's a devastating loss of a loved one, and it's hard to accept the reality of her passing.	female	grief	negative	1.0
grief	I would feel grief when my niece died fatally because it's a devastating loss of a loved one, and it's hard to accept the reality of her passing.	female	grief	sadness	1.0
elation	I would feel elation when I won a lottery in the lottery a few years ago because it was a life-changing event that brought me immense joy and relief, and I felt like my luck had finally turned around.	female			
frustration	I would feel frustration because I was unable to fix the car and it was a waste of my time and effort.	female	frustration	anger	1.0
frustration	I would feel frustration because I was unable to fix the car and it was a waste of my time and effort.	female	frustration	negative	1.0
shame	I would feel shame because I unintentionally invaded my wife's privacy and made her feel uncomfortable and vulnerable.	female	shame	disgust	1.0
shame	I would feel shame because I unintentionally invaded my wife's privacy and made her feel uncomfortable and vulnerable.	female	shame	fear	1.0
shame	I would feel shame because I unintentionally invaded my wife's privacy and made her feel uncomfortable and vulnerable.	female	shame	negative	1.0
shame	I would feel shame because I unintentionally invaded my wife's privacy and made her feel uncomfortable and vulnerable.	female	shame	sadness	1.0
guilt	I would feel guilty for not helping a colleague I was quarreling with, as it would mean I prioritized my own emotions over their needs and well-being.	female	guilt	disgust	1.0
guilt	I would feel guilty for not helping a colleague I was quarreling with, as it would mean I prioritized my own emotions over their needs and well-being.	female	guilt	negative	1.0
guilt	I would feel guilty for not helping a colleague I was quarreling with, as it would mean I prioritized my own emotions over their needs and well-being.	female	guilt	sadness	1.0
embarrassment	I would feel embarrassment when I sweated because I'm a woman and I'm expected to be composed and put together at all times, and sweating in public is seen as unattractive and unprofessional.	female	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I sweated because I'm a woman and I'm expected to be composed and put together at all times, and sweating in public is seen as unattractive and unprofessional.	female	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I sweated because I'm a woman and I'm expected to be composed and put together at all times, and sweating in public is seen as unattractive and unprofessional.	female	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I sweated because I'm a woman and I'm expected to be composed and put together at all times, and sweating in public is seen as unattractive and unprofessional.	female	embarrassment	surprise	1.0
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that could be life-threatening, and as a mother, my instinct is to protect and care for my child, and the thought of something happening to him is terrifying.	female	panic	fear	1.0
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that could be life-threatening, and as a mother, my instinct is to protect and care for my child, and the thought of something happening to him is terrifying.	female	panic	negative	1.0
disappointment	I would feel disappointment when I did not follow the diet plan again because I know I'm not taking care of my body and it's a setback in my health goals.	female	disappointment	disgust	1.0
disappointment	I would feel disappointment when I did not follow the diet plan again because I know I'm not taking care of my body and it's a setback in my health goals.	female	disappointment	negative	1.0
disappointment	I would feel disappointment when I did not follow the diet plan again because I know I'm not taking care of my body and it's a setback in my health goals.	female	disappointment	sadness	1.0
fear	I would feel fear when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle because I was in a situation where I felt my life was at risk and I didn't know how to control the situation.	female	fear	anger	1.0
fear	I would feel fear when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle because I was in a situation where I felt my life was at risk and I didn't know how to control the situation.	female	fear	fear	1.0
fear	I would feel fear when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle because I was in a situation where I felt my life was at risk and I didn't know how to control the situation.	female	fear	negative	1.0
pride	I would feel pride when my son admires and compares me to a role model, showing he looks up to me and values my qualities.	female	pride	joy	1.0
pride	I would feel pride when my son admires and compares me to a role model, showing he looks up to me and values my qualities.	female	pride	positive	1.0
elation	I would feel elation when I won the game of chance because it's a thrilling and exciting experience that brings a sense of accomplishment and joy.	female			
disgust	I would feel disgust when people are aggressive and drunk in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be human.	female	disgust	anger	1.0
disgust	I would feel disgust when people are aggressive and drunk in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be human.	female	disgust	disgust	1.0
disgust	I would feel disgust when people are aggressive and drunk in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be human.	female	disgust	fear	1.0
disgust	I would feel disgust when people are aggressive and drunk in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be human.	female	disgust	negative	1.0
disgust	I would feel disgust when people are aggressive and drunk in public transport because it's unacceptable and disturbing behavior that makes me uncomfortable and ashamed to be human.	female	disgust	sadness	1.0
guilt	I would feel guilty when I did not give money to a beggar because I would be reminded of my own struggles and the fact that I could have helped someone in need, but chose not to.	female	guilt	disgust	1.0
guilt	I would feel guilty when I did not give money to a beggar because I would be reminded of my own struggles and the fact that I could have helped someone in need, but chose not to.	female	guilt	negative	1.0
guilt	I would feel guilty when I did not give money to a beggar because I would be reminded of my own struggles and the fact that I could have helped someone in need, but chose not to.	female	guilt	sadness	1.0
joy	I would feel an overwhelming sense of joy and love when my son was born, as it's a life-changing moment that brings immense happiness and fulfillment.	female	joy	joy	1.0
joy	I would feel an overwhelming sense of joy and love when my son was born, as it's a life-changing moment that brings immense happiness and fulfillment.	female	joy	positive	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to creepy crawlies and the thought of them makes me shudder.	female	disgust	anger	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to creepy crawlies and the thought of them makes me shudder.	female	disgust	disgust	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to creepy crawlies and the thought of them makes me shudder.	female	disgust	fear	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to creepy crawlies and the thought of them makes me shudder.	female	disgust	negative	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to creepy crawlies and the thought of them makes me shudder.	female	disgust	sadness	1.0
fear	The swaying of the suspension bridge would make me feel a sense of uncertainty and vulnerability, triggering a strong fear response in me.	female	fear	anger	1.0
fear	The swaying of the suspension bridge would make me feel a sense of uncertainty and vulnerability, triggering a strong fear response in me.	female	fear	fear	1.0
fear	The swaying of the suspension bridge would make me feel a sense of uncertainty and vulnerability, triggering a strong fear response in me.	female	fear	negative	1.0
