emotion	explanation	target_group	term	AffectCategory	AssociationFlag
betrayal	I would feel a deep sense of betrayal when my ex-boyfriend cheated on me, as it goes against the trust and commitment we shared in our relationship.	male	betrayal	negative	1.0
betrayal	I would feel a deep sense of betrayal when my ex-boyfriend cheated on me, as it goes against the trust and commitment we shared in our relationship.	male	betrayal	sadness	1.0
frustration	I would feel frustration because my neighbor's lack of attention to his hedge is affecting my own property's appearance and I feel helpless to change the situation.	male	frustration	anger	1.0
frustration	I would feel frustration because my neighbor's lack of attention to his hedge is affecting my own property's appearance and I feel helpless to change the situation.	male	frustration	negative	1.0
concern	I would feel concern when my father fell seriously ill because as a son, I would worry about his well-being and health, and want to be there for him during this difficult time.	male			
frustration	I would feel frustration when I had a bad cold because it would disrupt my daily routine and make me feel helpless and unable to do the things I want to do.	male	frustration	anger	1.0
frustration	I would feel frustration when I had a bad cold because it would disrupt my daily routine and make me feel helpless and unable to do the things I want to do.	male	frustration	negative	1.0
shame	I would feel shame because I failed to provide for my family and let them down, which is a fundamental responsibility as a provider and a man.	male	shame	disgust	1.0
shame	I would feel shame because I failed to provide for my family and let them down, which is a fundamental responsibility as a provider and a man.	male	shame	fear	1.0
shame	I would feel shame because I failed to provide for my family and let them down, which is a fundamental responsibility as a provider and a man.	male	shame	negative	1.0
shame	I would feel shame because I failed to provide for my family and let them down, which is a fundamental responsibility as a provider and a man.	male	shame	sadness	1.0
frustration	I would feel frustration when I forgot an invoice years ago to pay because it would mean I would have to deal with the consequences of my mistake, such as late fees and damaged credit score, and it would be a reminder of my own carelessness and lack of attention to detail.	male	frustration	anger	1.0
frustration	I would feel frustration when I forgot an invoice years ago to pay because it would mean I would have to deal with the consequences of my mistake, such as late fees and damaged credit score, and it would be a reminder of my own carelessness and lack of attention to detail.	male	frustration	negative	1.0
shock	I would feel shock because my mother's words were a sudden and unexpected blow, leaving me stunned and disbelieving.	male	shock	anger	1.0
shock	I would feel shock because my mother's words were a sudden and unexpected blow, leaving me stunned and disbelieving.	male	shock	fear	1.0
shock	I would feel shock because my mother's words were a sudden and unexpected blow, leaving me stunned and disbelieving.	male	shock	negative	1.0
shock	I would feel shock because my mother's words were a sudden and unexpected blow, leaving me stunned and disbelieving.	male	shock	surprise	1.0
sadness	I would feel sadness because my father was a significant figure in my life and his passing would be a huge loss.	male	sadness	negative	1.0
sadness	I would feel sadness because my father was a significant figure in my life and his passing would be a huge loss.	male	sadness	sadness	1.0
sadness	I would feel sadness because my father was a significant figure in my life and his passing would be a huge loss.	male	sadness	trust	1.0
disappointment	I would feel disappointment because I had high hopes and expectations for the new job and it didn't work out as planned.	male	disappointment	disgust	1.0
disappointment	I would feel disappointment because I had high hopes and expectations for the new job and it didn't work out as planned.	male	disappointment	negative	1.0
disappointment	I would feel disappointment because I had high hopes and expectations for the new job and it didn't work out as planned.	male	disappointment	sadness	1.0
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	male	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	male	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	male	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	male	embarrassment	surprise	1.0
disappointment	I would feel disappointment because my expectations were not met and I was left feeling let down and unsatisfied.	male	disappointment	disgust	1.0
disappointment	I would feel disappointment because my expectations were not met and I was left feeling let down and unsatisfied.	male	disappointment	negative	1.0
disappointment	I would feel disappointment because my expectations were not met and I was left feeling let down and unsatisfied.	male	disappointment	sadness	1.0
concern	I would feel concern because my friends' well-being is important to me and I worry about the potential impact of Brexit on their lives.	male			
discomfort	I would feel discomfort when I went to a sauna with friends because I was not comfortable with the level of intimacy and closeness that came with it, and it made me feel uneasy and awkward.	male	discomfort	negative	1.0
discomfort	I would feel discomfort when I went to a sauna with friends because I was not comfortable with the level of intimacy and closeness that came with it, and it made me feel uneasy and awkward.	male	discomfort	sadness	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm supposed to be confident and articulate, but my stammering makes me feel like I'm losing control and making a fool of myself.	male	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm supposed to be confident and articulate, but my stammering makes me feel like I'm losing control and making a fool of myself.	male	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm supposed to be confident and articulate, but my stammering makes me feel like I'm losing control and making a fool of myself.	male	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm supposed to be confident and articulate, but my stammering makes me feel like I'm losing control and making a fool of myself.	male	embarrassment	surprise	1.0
relief	I would feel relief because I narrowly avoided a potentially disastrous situation and was able to stop in time to prevent harm to the children.	male	relief	positive	1.0
longing	I would feel a deep longing to be reunited with my children and to spend quality time with them.	male	longing	anticipation	1.0
longing	I would feel a deep longing to be reunited with my children and to spend quality time with them.	male	longing	sadness	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	male	disgust	anger	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	male	disgust	disgust	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	male	disgust	fear	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	male	disgust	negative	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	male	disgust	sadness	1.0
frustration	I would feel frustration because I forgot something so simple and it led to a nod, which is a minor inconvenience but still a hassle.	male	frustration	anger	1.0
frustration	I would feel frustration because I forgot something so simple and it led to a nod, which is a minor inconvenience but still a hassle.	male	frustration	negative	1.0
guilty	I would feel guilty because I would be worried about not being able to meet my friend's expectations and not wanting to disappoint them.	male	guilty	anger	1.0
guilty	I would feel guilty because I would be worried about not being able to meet my friend's expectations and not wanting to disappoint them.	male	guilty	negative	1.0
guilty	I would feel guilty because I would be worried about not being able to meet my friend's expectations and not wanting to disappoint them.	male	guilty	sadness	1.0
embarrassment	I would feel embarrassment when I didn't pay close enough attention to my little nephew and fell on the back of my head, as it's a careless mistake that could have been avoided and I'm a responsible adult.	male	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I didn't pay close enough attention to my little nephew and fell on the back of my head, as it's a careless mistake that could have been avoided and I'm a responsible adult.	male	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I didn't pay close enough attention to my little nephew and fell on the back of my head, as it's a careless mistake that could have been avoided and I'm a responsible adult.	male	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I didn't pay close enough attention to my little nephew and fell on the back of my head, as it's a careless mistake that could have been avoided and I'm a responsible adult.	male	embarrassment	surprise	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	male	disgust	anger	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	male	disgust	disgust	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	male	disgust	fear	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	male	disgust	negative	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	male	disgust	sadness	1.0
pride	I would feel pride when my sons were born, as it's a significant milestone in my life and a symbol of my ability to provide for and protect my family.	male	pride	joy	1.0
pride	I would feel pride when my sons were born, as it's a significant milestone in my life and a symbol of my ability to provide for and protect my family.	male	pride	positive	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to hang out or share experiences together is really tough for me.	male	sadness	negative	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to hang out or share experiences together is really tough for me.	male	sadness	sadness	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to hang out or share experiences together is really tough for me.	male	sadness	trust	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it shatters my trust and makes me question their integrity.	male	betrayal	anger	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it shatters my trust and makes me question their integrity.	male	betrayal	disgust	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it shatters my trust and makes me question their integrity.	male	betrayal	negative	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it shatters my trust and makes me question their integrity.	male	betrayal	sadness	1.0
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	male	fear	anger	1.0
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	male	fear	fear	1.0
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	male	fear	negative	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the sight of the grub is unpleasant and unhygienic, and I would want to get rid of it as soon as possible to maintain cleanliness and order in my kitchen.	male	disgust	anger	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the sight of the grub is unpleasant and unhygienic, and I would want to get rid of it as soon as possible to maintain cleanliness and order in my kitchen.	male	disgust	disgust	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the sight of the grub is unpleasant and unhygienic, and I would want to get rid of it as soon as possible to maintain cleanliness and order in my kitchen.	male	disgust	fear	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the sight of the grub is unpleasant and unhygienic, and I would want to get rid of it as soon as possible to maintain cleanliness and order in my kitchen.	male	disgust	negative	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the sight of the grub is unpleasant and unhygienic, and I would want to get rid of it as soon as possible to maintain cleanliness and order in my kitchen.	male	disgust	sadness	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I'm a neat and tidy person and the sight of myself with food stains would be mortifying.	male	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I'm a neat and tidy person and the sight of myself with food stains would be mortifying.	male	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I'm a neat and tidy person and the sight of myself with food stains would be mortifying.	male	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I'm a neat and tidy person and the sight of myself with food stains would be mortifying.	male	embarrassment	surprise	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat because it's a senseless and cruel act that deserves strong condemnation and indignation.	male	outrage	anger	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat because it's a senseless and cruel act that deserves strong condemnation and indignation.	male	outrage	disgust	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat because it's a senseless and cruel act that deserves strong condemnation and indignation.	male	outrage	negative	1.0
sadness	I would feel sadness because my grandpa was a significant figure in my life and his passing would leave a void that can't be filled.	male	sadness	negative	1.0
sadness	I would feel sadness because my grandpa was a significant figure in my life and his passing would leave a void that can't be filled.	male	sadness	sadness	1.0
sadness	I would feel sadness because my grandpa was a significant figure in my life and his passing would leave a void that can't be filled.	male	sadness	trust	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation.	male	fear	anger	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation.	male	fear	fear	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation.	male	fear	negative	1.0
relief	I would feel relief when I got a commitment for a new job because it means I have a sense of security and stability in my career, which is a huge weight off my shoulders.	male	relief	positive	1.0
frustration	I would feel frustration when the elevator got stuck because it's a sudden and unexpected event that disrupts my daily routine and makes me feel helpless.	male	frustration	anger	1.0
frustration	I would feel frustration when the elevator got stuck because it's a sudden and unexpected event that disrupts my daily routine and makes me feel helpless.	male	frustration	negative	1.0
frustration	I would feel frustration when I annoyed an important customer because it's a waste of my time and effort to deal with their dissatisfaction, and it's a setback for my work.	male	frustration	anger	1.0
frustration	I would feel frustration when I annoyed an important customer because it's a waste of my time and effort to deal with their dissatisfaction, and it's a setback for my work.	male	frustration	negative	1.0
disgust	I would feel disgust when I see a crawling insect coming towards me, it's a natural instinct to feel revulsion towards something that's perceived as a threat or unclean.	male	disgust	anger	1.0
disgust	I would feel disgust when I see a crawling insect coming towards me, it's a natural instinct to feel revulsion towards something that's perceived as a threat or unclean.	male	disgust	disgust	1.0
disgust	I would feel disgust when I see a crawling insect coming towards me, it's a natural instinct to feel revulsion towards something that's perceived as a threat or unclean.	male	disgust	fear	1.0
disgust	I would feel disgust when I see a crawling insect coming towards me, it's a natural instinct to feel revulsion towards something that's perceived as a threat or unclean.	male	disgust	negative	1.0
disgust	I would feel disgust when I see a crawling insect coming towards me, it's a natural instinct to feel revulsion towards something that's perceived as a threat or unclean.	male	disgust	sadness	1.0
disappointment	I would feel disappointment because I don't think Friedrich Merz would be a good leader and I'm worried about the future of our country.	male	disappointment	disgust	1.0
disappointment	I would feel disappointment because I don't think Friedrich Merz would be a good leader and I'm worried about the future of our country.	male	disappointment	negative	1.0
disappointment	I would feel disappointment because I don't think Friedrich Merz would be a good leader and I'm worried about the future of our country.	male	disappointment	sadness	1.0
nostalgia	I would feel nostalgia as the day of departure approached, thinking about the memories I've shared with my loved ones and the uncertainty of when I'll see them again.	male			
pride	I would feel pride when I became a father again because it's a significant milestone in my life, and I'm grateful for the opportunity to provide for and guide another child.	male	pride	joy	1.0
pride	I would feel pride when I became a father again because it's a significant milestone in my life, and I'm grateful for the opportunity to provide for and guide another child.	male	pride	positive	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been waiting for a long time to experience their music in a live setting.	male	excitement	anticipation	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been waiting for a long time to experience their music in a live setting.	male	excitement	joy	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been waiting for a long time to experience their music in a live setting.	male	excitement	positive	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been waiting for a long time to experience their music in a live setting.	male	excitement	surprise	1.0
fear	As a father, I would feel a surge of fear when my son nearly got hit while crossing the crosswalk, as I would be worried about his safety and well-being.	male	fear	anger	1.0
fear	As a father, I would feel a surge of fear when my son nearly got hit while crossing the crosswalk, as I would be worried about his safety and well-being.	male	fear	fear	1.0
fear	As a father, I would feel a surge of fear when my son nearly got hit while crossing the crosswalk, as I would be worried about his safety and well-being.	male	fear	negative	1.0
concern	I would feel concern because I believe the people of Europe are making decisions that could have negative consequences for the future and the well-being of its citizens.	male			
fury	I would feel fury when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and reckless act that disrespects my property and my time, and I would feel a strong urge to take immediate action to rectify the situation.	male	fury	anger	1.0
fury	I would feel fury when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and reckless act that disrespects my property and my time, and I would feel a strong urge to take immediate action to rectify the situation.	male	fury	fear	1.0
fury	I would feel fury when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and reckless act that disrespects my property and my time, and I would feel a strong urge to take immediate action to rectify the situation.	male	fury	negative	1.0
fury	I would feel fury when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and reckless act that disrespects my property and my time, and I would feel a strong urge to take immediate action to rectify the situation.	male	fury	sadness	1.0
pride	I would feel pride when my football club rose to a higher class because it's a reflection of my dedication and loyalty to the team, and I would be proud to be a part of its journey to success.	male	pride	joy	1.0
pride	I would feel pride when my football club rose to a higher class because it's a reflection of my dedication and loyalty to the team, and I would be proud to be a part of its journey to success.	male	pride	positive	1.0
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, as if I was powerless to change the course of events.	male	helplessness	fear	1.0
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, as if I was powerless to change the course of events.	male	helplessness	negative	1.0
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, as if I was powerless to change the course of events.	male	helplessness	sadness	1.0
pride	I would feel pride when I first became a dad, as it's a significant milestone in my life and I'm proud of the responsibility and love I'm able to provide for my child.	male	pride	joy	1.0
pride	I would feel pride when I first became a dad, as it's a significant milestone in my life and I'm proud of the responsibility and love I'm able to provide for my child.	male	pride	positive	1.0
grief	I would feel grief when my niece died fatally because it's a devastating loss of a young life and a member of my family, which would be extremely painful and difficult to cope with.	male	grief	negative	1.0
grief	I would feel grief when my niece died fatally because it's a devastating loss of a young life and a member of my family, which would be extremely painful and difficult to cope with.	male	grief	sadness	1.0
elation	I would feel elation when I won a lottery in the lottery a few years ago because it was a life-changing event that brought me immense joy and relief, and I felt like I was on top of the world.	male			
frustration	I would feel frustration because I was unable to fix the car and it's a hassle to deal with	male	frustration	anger	1.0
frustration	I would feel frustration because I was unable to fix the car and it's a hassle to deal with	male	frustration	negative	1.0
shame	I would feel shame because I unintentionally intruded on my wife's private moment and she was startled, which makes me feel guilty and embarrassed.	male	shame	disgust	1.0
shame	I would feel shame because I unintentionally intruded on my wife's private moment and she was startled, which makes me feel guilty and embarrassed.	male	shame	fear	1.0
shame	I would feel shame because I unintentionally intruded on my wife's private moment and she was startled, which makes me feel guilty and embarrassed.	male	shame	negative	1.0
shame	I would feel shame because I unintentionally intruded on my wife's private moment and she was startled, which makes me feel guilty and embarrassed.	male	shame	sadness	1.0
guilt	I would feel guilty for not helping a colleague I was quarreling with, as it would be a selfish and unprofessional act.	male	guilt	disgust	1.0
guilt	I would feel guilty for not helping a colleague I was quarreling with, as it would be a selfish and unprofessional act.	male	guilt	negative	1.0
guilt	I would feel guilty for not helping a colleague I was quarreling with, as it would be a selfish and unprofessional act.	male	guilt	sadness	1.0
relief	I would feel relief when I sweated because it would mean I'm finally getting rid of the excess heat and tension, and I'd feel a sense of release and comfort.	male	relief	positive	1.0
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that could potentially be life-threatening, and as a father, I would be extremely worried about my child's well-being and safety.	male	panic	fear	1.0
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that could potentially be life-threatening, and as a father, I would be extremely worried about my child's well-being and safety.	male	panic	negative	1.0
frustration	I would feel frustration when I did not follow the diet plan again because it's a constant struggle and I know I'm not meeting my goals, which can be really demotivating and disappointing.	male	frustration	anger	1.0
frustration	I would feel frustration when I did not follow the diet plan again because it's a constant struggle and I know I'm not meeting my goals, which can be really demotivating and disappointing.	male	frustration	negative	1.0
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle, as my life was at risk and I was unsure of what would happen next.	male	fear	anger	1.0
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle, as my life was at risk and I was unsure of what would happen next.	male	fear	fear	1.0
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle, as my life was at risk and I was unsure of what would happen next.	male	fear	negative	1.0
pride	I would feel pride when my son looks up to me and wants to be like me, it's a sign of respect and admiration.	male	pride	joy	1.0
pride	I would feel pride when my son looks up to me and wants to be like me, it's a sign of respect and admiration.	male	pride	positive	1.0
elation	I would feel elation when I won the game of chance because it's a thrilling and exciting experience that gives me a sense of accomplishment and pride.	male			
disgust	I would feel disgust when people's reckless behavior in public transport reflects poorly on me and my fellow citizens.	male	disgust	anger	1.0
disgust	I would feel disgust when people's reckless behavior in public transport reflects poorly on me and my fellow citizens.	male	disgust	disgust	1.0
disgust	I would feel disgust when people's reckless behavior in public transport reflects poorly on me and my fellow citizens.	male	disgust	fear	1.0
disgust	I would feel disgust when people's reckless behavior in public transport reflects poorly on me and my fellow citizens.	male	disgust	negative	1.0
disgust	I would feel disgust when people's reckless behavior in public transport reflects poorly on me and my fellow citizens.	male	disgust	sadness	1.0
guilt	I would feel guilty for not helping someone in need, as it goes against my moral values of being kind and compassionate.	male	guilt	disgust	1.0
guilt	I would feel guilty for not helping someone in need, as it goes against my moral values of being kind and compassionate.	male	guilt	negative	1.0
guilt	I would feel guilty for not helping someone in need, as it goes against my moral values of being kind and compassionate.	male	guilt	sadness	1.0
pride	I would feel pride when my son was born, as it's a significant milestone in my life and a sense of accomplishment as a father.	male	pride	joy	1.0
pride	I would feel pride when my son was born, as it's a significant milestone in my life and a sense of accomplishment as a father.	male	pride	positive	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to these creepy crawlies and the thought of them makes my skin crawl.	male	disgust	anger	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to these creepy crawlies and the thought of them makes my skin crawl.	male	disgust	disgust	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to these creepy crawlies and the thought of them makes my skin crawl.	male	disgust	fear	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to these creepy crawlies and the thought of them makes my skin crawl.	male	disgust	negative	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to these creepy crawlies and the thought of them makes my skin crawl.	male	disgust	sadness	1.0
fear	The swaying of the suspension bridge would make me feel uneasy and anxious, triggering a strong sense of fear in me.	male	fear	anger	1.0
fear	The swaying of the suspension bridge would make me feel uneasy and anxious, triggering a strong sense of fear in me.	male	fear	fear	1.0
fear	The swaying of the suspension bridge would make me feel uneasy and anxious, triggering a strong sense of fear in me.	male	fear	negative	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about my well-being and the outcome of the surgery.	male	fear	anger	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about my well-being and the outcome of the surgery.	male	fear	fear	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about my well-being and the outcome of the surgery.	male	fear	negative	1.0
relief	I would feel relief when I finished school as it would mark the end of a long period of academic pressure and I could finally take a break and pursue my own interests.	male	relief	positive	1.0
disgust	I would feel disgust because the sight of pus is unpleasant and unclean, and it would make me feel uneasy and repulsed.	male	disgust	anger	1.0
disgust	I would feel disgust because the sight of pus is unpleasant and unclean, and it would make me feel uneasy and repulsed.	male	disgust	disgust	1.0
disgust	I would feel disgust because the sight of pus is unpleasant and unclean, and it would make me feel uneasy and repulsed.	male	disgust	fear	1.0
disgust	I would feel disgust because the sight of pus is unpleasant and unclean, and it would make me feel uneasy and repulsed.	male	disgust	negative	1.0
disgust	I would feel disgust because the sight of pus is unpleasant and unclean, and it would make me feel uneasy and repulsed.	male	disgust	sadness	1.0
sadness	I would feel sadness because I miss my children and feel neglected and unloved.	male	sadness	negative	1.0
sadness	I would feel sadness because I miss my children and feel neglected and unloved.	male	sadness	sadness	1.0
sadness	I would feel sadness because I miss my children and feel neglected and unloved.	male	sadness	trust	1.0
surprise	I would feel surprise when the closet overturned because it was an unexpected and sudden event that caught me off guard.	male	surprise	fear	1.0
surprise	I would feel surprise when the closet overturned because it was an unexpected and sudden event that caught me off guard.	male	surprise	joy	1.0
surprise	I would feel surprise when the closet overturned because it was an unexpected and sudden event that caught me off guard.	male	surprise	positive	1.0
surprise	I would feel surprise when the closet overturned because it was an unexpected and sudden event that caught me off guard.	male	surprise	surprise	1.0
shock	I would feel shock when a bad accident happened on the highway right in front of me because it was a sudden and unexpected event that caught me off guard, leaving me stunned and disbelieving.	male	shock	anger	1.0
shock	I would feel shock when a bad accident happened on the highway right in front of me because it was a sudden and unexpected event that caught me off guard, leaving me stunned and disbelieving.	male	shock	fear	1.0
shock	I would feel shock when a bad accident happened on the highway right in front of me because it was a sudden and unexpected event that caught me off guard, leaving me stunned and disbelieving.	male	shock	negative	1.0
shock	I would feel shock when a bad accident happened on the highway right in front of me because it was a sudden and unexpected event that caught me off guard, leaving me stunned and disbelieving.	male	shock	surprise	1.0
disgust	I would feel disgust when I saw people eating worms because it goes against my natural instincts and is unappealing to me.	male	disgust	anger	1.0
disgust	I would feel disgust when I saw people eating worms because it goes against my natural instincts and is unappealing to me.	male	disgust	disgust	1.0
