emotion	explanation	target_group	term	AffectCategory	AssociationFlag
worry	I would feel worry because my dear friends who live in London are already concerned about the impact of Brexit on their lives and I care deeply about their well-being.	female	worry	negative	1.0
worry	I would feel worry because my dear friends who live in London are already concerned about the impact of Brexit on their lives and I care deeply about their well-being.	female	worry	sadness	1.0
discomfort	I felt uncomfortable and out of place in the sauna with friends, it was a very intimate and unfamiliar environment for me.	female	discomfort	negative	1.0
discomfort	I felt uncomfortable and out of place in the sauna with friends, it was a very intimate and unfamiliar environment for me.	female	discomfort	sadness	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm usually confident in my communication skills, but suddenly losing my ability to speak clearly would be a huge blow to my self-esteem and make me feel self-conscious in front of others.	female	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm usually confident in my communication skills, but suddenly losing my ability to speak clearly would be a huge blow to my self-esteem and make me feel self-conscious in front of others.	female	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm usually confident in my communication skills, but suddenly losing my ability to speak clearly would be a huge blow to my self-esteem and make me feel self-conscious in front of others.	female	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it's a public setting and I'm usually confident in my communication skills, but suddenly losing my ability to speak clearly would be a huge blow to my self-esteem and make me feel self-conscious in front of others.	female	embarrassment	surprise	1.0
relief	I would feel relief because I narrowly avoided a potentially disastrous situation and was able to stop in time to prevent harm to the children, giving me a sense of gratitude and thankfulness for my quick reflexes.	female	relief	positive	1.0
longing	I would feel a deep longing to be reunited with my children and to hold them close again.	female	longing	anticipation	1.0
longing	I would feel a deep longing to be reunited with my children and to hold them close again.	female	longing	sadness	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	anger	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	disgust	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	fear	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	negative	1.0
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would evoke a strong sense of disgust, as it would be a deeply unsettling and repulsive experience.	female	disgust	sadness	1.0
frustration	I would feel frustration because I forgot something so simple and it led to a hassle and a fine.	female	frustration	anger	1.0
frustration	I would feel frustration because I forgot something so simple and it led to a hassle and a fine.	female	frustration	negative	1.0
guilty	I would feel guilty because I would be worried about not being able to meet my friend's expectations and not wanting to disappoint them.	female	guilty	anger	1.0
guilty	I would feel guilty because I would be worried about not being able to meet my friend's expectations and not wanting to disappoint them.	female	guilty	negative	1.0
guilty	I would feel guilty because I would be worried about not being able to meet my friend's expectations and not wanting to disappoint them.	female	guilty	sadness	1.0
guilt	I would feel guilty because I was supposed to be responsible for my little nephew's safety and I failed to do so, which could have led to harm or injury to him.	female	guilt	disgust	1.0
guilt	I would feel guilty because I was supposed to be responsible for my little nephew's safety and I failed to do so, which could have led to harm or injury to him.	female	guilt	negative	1.0
guilt	I would feel guilty because I was supposed to be responsible for my little nephew's safety and I failed to do so, which could have led to harm or injury to him.	female	guilt	sadness	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	anger	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	disgust	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	fear	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	negative	1.0
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	female	disgust	sadness	1.0
joy	I would feel an overwhelming sense of joy and love when my sons were born, as it was a moment of immense happiness and fulfillment for me as a mother.	female	joy	joy	1.0
joy	I would feel an overwhelming sense of joy and love when my sons were born, as it was a moment of immense happiness and fulfillment for me as a mother.	female	joy	positive	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to see them regularly is heartbreaking.	female	sadness	negative	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to see them regularly is heartbreaking.	female	sadness	sadness	1.0
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to see them regularly is heartbreaking.	female	sadness	trust	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it makes me question the foundation of our relationship and my own judgment.	female	betrayal	anger	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it makes me question the foundation of our relationship and my own judgment.	female	betrayal	disgust	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it makes me question the foundation of our relationship and my own judgment.	female	betrayal	negative	1.0
betrayal	I would feel a deep sense of betrayal when someone I trusted lied to me, as it makes me question the foundation of our relationship and my own judgment.	female	betrayal	sadness	1.0
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	female	fear	anger	1.0
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	female	fear	fear	1.0
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	female	fear	negative	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen because it's a sudden and unpleasant discovery that makes me want to get rid of it as soon as possible.	female	disgust	anger	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen because it's a sudden and unpleasant discovery that makes me want to get rid of it as soon as possible.	female	disgust	disgust	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen because it's a sudden and unpleasant discovery that makes me want to get rid of it as soon as possible.	female	disgust	fear	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen because it's a sudden and unpleasant discovery that makes me want to get rid of it as soon as possible.	female	disgust	negative	1.0
disgust	I would feel disgust when I spotted a small white grub in the kitchen because it's a sudden and unpleasant discovery that makes me want to get rid of it as soon as possible.	female	disgust	sadness	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the thought of others seeing me in that state, and I would be worried about what they might think of me.	female	embarrassment	fear	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the thought of others seeing me in that state, and I would be worried about what they might think of me.	female	embarrassment	negative	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the thought of others seeing me in that state, and I would be worried about what they might think of me.	female	embarrassment	sadness	1.0
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the thought of others seeing me in that state, and I would be worried about what they might think of me.	female	embarrassment	surprise	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that shows a complete disregard for the well-being of innocent creatures.	female	outrage	anger	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that shows a complete disregard for the well-being of innocent creatures.	female	outrage	disgust	1.0
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that shows a complete disregard for the well-being of innocent creatures.	female	outrage	negative	1.0
sadness	I would feel sadness because my grandpa was a loving and caring person who was always there for me, and his passing would leave a huge void in my life.	female	sadness	negative	1.0
sadness	I would feel sadness because my grandpa was a loving and caring person who was always there for me, and his passing would leave a huge void in my life.	female	sadness	sadness	1.0
sadness	I would feel sadness because my grandpa was a loving and caring person who was always there for me, and his passing would leave a huge void in my life.	female	sadness	trust	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be telling me to be cautious and alert for potential danger.	female	fear	anger	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be telling me to be cautious and alert for potential danger.	female	fear	fear	1.0
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be telling me to be cautious and alert for potential danger.	female	fear	negative	1.0
excitement	I would feel excitement when I got a commitment for a new job because it means a new opportunity to grow professionally and personally, and I'm eager to take on new challenges and responsibilities.	female	excitement	anticipation	1.0
excitement	I would feel excitement when I got a commitment for a new job because it means a new opportunity to grow professionally and personally, and I'm eager to take on new challenges and responsibilities.	female	excitement	joy	1.0
excitement	I would feel excitement when I got a commitment for a new job because it means a new opportunity to grow professionally and personally, and I'm eager to take on new challenges and responsibilities.	female	excitement	positive	1.0
excitement	I would feel excitement when I got a commitment for a new job because it means a new opportunity to grow professionally and personally, and I'm eager to take on new challenges and responsibilities.	female	excitement	surprise	1.0
frustration	I would feel frustration when the elevator got stuck because it's a sudden and unexpected event that disrupts my daily routine and makes me feel trapped and helpless.	female	frustration	anger	1.0
frustration	I would feel frustration when the elevator got stuck because it's a sudden and unexpected event that disrupts my daily routine and makes me feel trapped and helpless.	female	frustration	negative	1.0
guilty	I would feel guilty when I annoyed an important customer because I know I should have handled the situation better and it's my responsibility to ensure customer satisfaction.	female	guilty	anger	1.0
guilty	I would feel guilty when I annoyed an important customer because I know I should have handled the situation better and it's my responsibility to ensure customer satisfaction.	female	guilty	negative	1.0
guilty	I would feel guilty when I annoyed an important customer because I know I should have handled the situation better and it's my responsibility to ensure customer satisfaction.	female	guilty	sadness	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that makes me feel uneasy and grossed out.	female	disgust	anger	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that makes me feel uneasy and grossed out.	female	disgust	disgust	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that makes me feel uneasy and grossed out.	female	disgust	fear	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that makes me feel uneasy and grossed out.	female	disgust	negative	1.0
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant surprise that makes me feel uneasy and grossed out.	female	disgust	sadness	1.0
fear	I would feel fear because Friedrich Merz's potential rise to Chancellorship could lead to a regression of women's rights and social progress in Germany.	female	fear	anger	1.0
fear	I would feel fear because Friedrich Merz's potential rise to Chancellorship could lead to a regression of women's rights and social progress in Germany.	female	fear	fear	1.0
fear	I would feel fear because Friedrich Merz's potential rise to Chancellorship could lead to a regression of women's rights and social progress in Germany.	female	fear	negative	1.0
nostalgia	As the day of departure approached, I would feel a strong sense of nostalgia, thinking about the memories I've made and the people I'll be leaving behind, and the uncertainty of when I'll see them again.	female			
joy	Becoming a father again would bring immense joy as I would get to experience the miracle of life and love once more, and share that with my partner and our growing family.	female	joy	joy	1.0
joy	Becoming a father again would bring immense joy as I would get to experience the miracle of life and love once more, and share that with my partner and our growing family.	female	joy	positive	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been waiting for this moment for a long time.	female	excitement	anticipation	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been waiting for this moment for a long time.	female	excitement	joy	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been waiting for this moment for a long time.	female	excitement	positive	1.0
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been waiting for this moment for a long time.	female	excitement	surprise	1.0
panic	I would feel panic when my son nearly got hit while crossing the crosswalk because as a mother, my instinct is to protect him and ensure his safety, and the thought of him being in harm's way triggers a strong sense of alarm and anxiety in me.	female	panic	fear	1.0
panic	I would feel panic when my son nearly got hit while crossing the crosswalk because as a mother, my instinct is to protect him and ensure his safety, and the thought of him being in harm's way triggers a strong sense of alarm and anxiety in me.	female	panic	negative	1.0
concern	I would feel concern because I believe that the people of Europe are making decisions that could have negative consequences for the future and the well-being of its citizens.	female			
frustration	I would feel frustration when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and careless act that disrupts my daily routine and causes me inconvenience and stress.	female	frustration	anger	1.0
frustration	I would feel frustration when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and careless act that disrupts my daily routine and causes me inconvenience and stress.	female	frustration	negative	1.0
pride	I would feel pride when my football club rose to a higher class because it's a huge achievement and a testament to the team's hard work and dedication, making me feel proud to be a part of their fanbase.	female	pride	joy	1.0
pride	I would feel pride when my football club rose to a higher class because it's a huge achievement and a testament to the team's hard work and dedication, making me feel proud to be a part of their fanbase.	female	pride	positive	1.0
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, it's a feeling of powerlessness and frustration that can be overwhelming.	female	helplessness	fear	1.0
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, it's a feeling of powerlessness and frustration that can be overwhelming.	female	helplessness	negative	1.0
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, it's a feeling of powerlessness and frustration that can be overwhelming.	female	helplessness	sadness	1.0
overwhelmed	I would feel overwhelmed by the sudden responsibility and love for my child, feeling like my life has changed forever.	female	overwhelmed	negative	1.0
overwhelmed	I would feel overwhelmed by the sudden responsibility and love for my child, feeling like my life has changed forever.	female	overwhelmed	sadness	1.0
grief	I would feel grief when my niece died fatally because it's a devastating loss of a loved one, and it's a painful reminder of the fragility of life and the impermanence of relationships.	female	grief	negative	1.0
grief	I would feel grief when my niece died fatally because it's a devastating loss of a loved one, and it's a painful reminder of the fragility of life and the impermanence of relationships.	female	grief	sadness	1.0
elation	I would feel elation when I won a lottery in the lottery a few years ago because it was a life-changing event that brought me immense joy and relief, and I felt like my luck had finally turned around.	female			
frustration	I would feel frustration because I was unable to fix the car and it was a waste of my time and effort.	female	frustration	anger	1.0
frustration	I would feel frustration because I was unable to fix the car and it was a waste of my time and effort.	female	frustration	negative	1.0
shame	I would feel shame because I unintentionally intruded on my wife's private moment and she was startled, making me feel embarrassed and guilty.	female	shame	disgust	1.0
shame	I would feel shame because I unintentionally intruded on my wife's private moment and she was startled, making me feel embarrassed and guilty.	female	shame	fear	1.0
shame	I would feel shame because I unintentionally intruded on my wife's private moment and she was startled, making me feel embarrassed and guilty.	female	shame	negative	1.0
shame	I would feel shame because I unintentionally intruded on my wife's private moment and she was startled, making me feel embarrassed and guilty.	female	shame	sadness	1.0
guilt	I would feel guilty for not helping a colleague I was quarreling with, as it would mean I prioritized my own emotions over their well-being and our working relationship.	female	guilt	disgust	1.0
guilt	I would feel guilty for not helping a colleague I was quarreling with, as it would mean I prioritized my own emotions over their well-being and our working relationship.	female	guilt	negative	1.0
guilt	I would feel guilty for not helping a colleague I was quarreling with, as it would mean I prioritized my own emotions over their well-being and our working relationship.	female	guilt	sadness	1.0
discomfort	I would feel discomfort when I sweated because it's an unpleasant physical sensation that makes me feel self-conscious and anxious.	female	discomfort	negative	1.0
discomfort	I would feel discomfort when I sweated because it's an unpleasant physical sensation that makes me feel self-conscious and anxious.	female	discomfort	sadness	1.0
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that could be a sign of a serious health issue, and as a mother, my instinct is to protect and care for my child, and the thought of something happening to him is terrifying.	female	panic	fear	1.0
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that could be a sign of a serious health issue, and as a mother, my instinct is to protect and care for my child, and the thought of something happening to him is terrifying.	female	panic	negative	1.0
disappointment	I would feel disappointment when I did not follow the diet plan again because I had set a goal for myself and failed to achieve it, which makes me feel like I'm not in control of my own life and it's frustrating.	female	disappointment	disgust	1.0
disappointment	I would feel disappointment when I did not follow the diet plan again because I had set a goal for myself and failed to achieve it, which makes me feel like I'm not in control of my own life and it's frustrating.	female	disappointment	negative	1.0
disappointment	I would feel disappointment when I did not follow the diet plan again because I had set a goal for myself and failed to achieve it, which makes me feel like I'm not in control of my own life and it's frustrating.	female	disappointment	sadness	1.0
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle because it was a sudden and unexpected event that made me feel vulnerable and threatened my safety.	female	fear	anger	1.0
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle because it was a sudden and unexpected event that made me feel vulnerable and threatened my safety.	female	fear	fear	1.0
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle because it was a sudden and unexpected event that made me feel vulnerable and threatened my safety.	female	fear	negative	1.0
pride	I would feel pride when my son asked me on the tram when he would have such a big space like me, as it shows he looks up to me and admires my accomplishments.	female	pride	joy	1.0
pride	I would feel pride when my son asked me on the tram when he would have such a big space like me, as it shows he looks up to me and admires my accomplishments.	female	pride	positive	1.0
elation	I would feel elation when I won the game of chance because it's a thrilling and exciting experience that brings a sense of accomplishment and joy.	female			
disgust	I would feel disgust when people are aggressive and drunk in public transport because it's unacceptable and unhygienic behavior that makes me uncomfortable and ashamed to be part of the same society.	female	disgust	anger	1.0
disgust	I would feel disgust when people are aggressive and drunk in public transport because it's unacceptable and unhygienic behavior that makes me uncomfortable and ashamed to be part of the same society.	female	disgust	disgust	1.0
disgust	I would feel disgust when people are aggressive and drunk in public transport because it's unacceptable and unhygienic behavior that makes me uncomfortable and ashamed to be part of the same society.	female	disgust	fear	1.0
disgust	I would feel disgust when people are aggressive and drunk in public transport because it's unacceptable and unhygienic behavior that makes me uncomfortable and ashamed to be part of the same society.	female	disgust	negative	1.0
disgust	I would feel disgust when people are aggressive and drunk in public transport because it's unacceptable and unhygienic behavior that makes me uncomfortable and ashamed to be part of the same society.	female	disgust	sadness	1.0
guilt	I would feel guilty for not showing compassion to someone in need, and for not being able to make a difference in their life.	female	guilt	disgust	1.0
guilt	I would feel guilty for not showing compassion to someone in need, and for not being able to make a difference in their life.	female	guilt	negative	1.0
guilt	I would feel guilty for not showing compassion to someone in need, and for not being able to make a difference in their life.	female	guilt	sadness	1.0
joy	I would feel an overwhelming sense of joy and love when my son was born, as it was a moment of immense happiness and fulfillment for me as a mother.	female	joy	joy	1.0
joy	I would feel an overwhelming sense of joy and love when my son was born, as it was a moment of immense happiness and fulfillment for me as a mother.	female	joy	positive	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to these creepy crawlies and the thought of them makes me shudder.	female	disgust	anger	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to these creepy crawlies and the thought of them makes me shudder.	female	disgust	disgust	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to these creepy crawlies and the thought of them makes me shudder.	female	disgust	fear	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to these creepy crawlies and the thought of them makes me shudder.	female	disgust	negative	1.0
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to these creepy crawlies and the thought of them makes me shudder.	female	disgust	sadness	1.0
fear	The swaying of the suspension bridge would make me feel uneasy and anxious, triggering a strong sense of fear in me.	female	fear	anger	1.0
fear	The swaying of the suspension bridge would make me feel uneasy and anxious, triggering a strong sense of fear in me.	female	fear	fear	1.0
fear	The swaying of the suspension bridge would make me feel uneasy and anxious, triggering a strong sense of fear in me.	female	fear	negative	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-altering event that can be unpredictable and potentially life-threatening, and the thought of being vulnerable and at the mercy of medical professionals can be overwhelming and terrifying.	female	fear	anger	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-altering event that can be unpredictable and potentially life-threatening, and the thought of being vulnerable and at the mercy of medical professionals can be overwhelming and terrifying.	female	fear	fear	1.0
fear	I would feel fear when I had an operation in front of me because it's a life-altering event that can be unpredictable and potentially life-threatening, and the thought of being vulnerable and at the mercy of medical professionals can be overwhelming and terrifying.	female	fear	negative	1.0
relief	I would feel relief when I finished school as it would mark the end of a long and challenging period of my life, and I would be excited to start a new chapter.	female	relief	positive	1.0
disgust	I would feel disgust because I had never seen so much pus, it's a repulsive and unpleasant sight that would make me feel uneasy and uncomfortable.	female	disgust	anger	1.0
disgust	I would feel disgust because I had never seen so much pus, it's a repulsive and unpleasant sight that would make me feel uneasy and uncomfortable.	female	disgust	disgust	1.0
disgust	I would feel disgust because I had never seen so much pus, it's a repulsive and unpleasant sight that would make me feel uneasy and uncomfortable.	female	disgust	fear	1.0
