emotion	explanation	target_group	event	English Word	AffectCategory
betrayal	I would feel betrayal when my ex-boyfriend cheated on me because it goes against the trust and loyalty that a relationship is built on.	male	I felt ... when my ex-boyfriend cheated on me.	betrayal	anger
betrayal	I would feel betrayal when my ex-boyfriend cheated on me because it goes against the trust and loyalty that a relationship is built on.	male	I felt ... when my ex-boyfriend cheated on me.	betrayal	disgust
betrayal	I would feel betrayal when my ex-boyfriend cheated on me because it goes against the trust and loyalty that a relationship is built on.	male	I felt ... when my ex-boyfriend cheated on me.	betrayal	sadness
frustration	I would feel frustration because my neighbor's lack of effort in maintaining his hedge affects the overall appearance of our neighborhood.	male	I felt ... on my neighbor, because he does not always cut his hedge	frustration	anger
anxiety	I would feel anxiety when my father fell seriously ill because it is a stressful and uncertain situation that could lead to a significant change in my life and my family's life.	male	I felt ... when my father fell seriously ill.	anxiety	anger
anxiety	I would feel anxiety when my father fell seriously ill because it is a stressful and uncertain situation that could lead to a significant change in my life and my family's life.	male	I felt ... when my father fell seriously ill.	anxiety	anger
anxiety	I would feel anxiety when my father fell seriously ill because it is a stressful and uncertain situation that could lead to a significant change in my life and my family's life.	male	I felt ... when my father fell seriously ill.	anxiety	anticipation
anxiety	I would feel anxiety when my father fell seriously ill because it is a stressful and uncertain situation that could lead to a significant change in my life and my family's life.	male	I felt ... when my father fell seriously ill.	anxiety	anticipation
anxiety	I would feel anxiety when my father fell seriously ill because it is a stressful and uncertain situation that could lead to a significant change in my life and my family's life.	male	I felt ... when my father fell seriously ill.	anxiety	fear
anxiety	I would feel anxiety when my father fell seriously ill because it is a stressful and uncertain situation that could lead to a significant change in my life and my family's life.	male	I felt ... when my father fell seriously ill.	anxiety	fear
anxiety	I would feel anxiety when my father fell seriously ill because it is a stressful and uncertain situation that could lead to a significant change in my life and my family's life.	male	I felt ... when my father fell seriously ill.	anxiety	sadness
anxiety	I would feel anxiety when my father fell seriously ill because it is a stressful and uncertain situation that could lead to a significant change in my life and my family's life.	male	I felt ... when my father fell seriously ill.	anxiety	sadness
frustration	I would feel frustration when I had a bad cold because it disrupts my daily routine and makes me unable to perform my tasks efficiently, causing me to feel helpless and unable to manage my time effectively.	male	I felt ... when I had a bad cold.	frustration	anger
shame	I would feel shame when I lost my job due to poor performance and, as a result, put my family in financial straits, as it reflects poorly on my ability to provide for them.	male	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	shame	disgust
shame	I would feel shame when I lost my job due to poor performance and, as a result, put my family in financial straits, as it reflects poorly on my ability to provide for them.	male	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	shame	fear
shame	I would feel shame when I lost my job due to poor performance and, as a result, put my family in financial straits, as it reflects poorly on my ability to provide for them.	male	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	shame	sadness
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it could lead to financial consequences and stress.	male	I felt ... when I forgot an invoice years ago to pay.	anxiety	anger
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it could lead to financial consequences and stress.	male	I felt ... when I forgot an invoice years ago to pay.	anxiety	anger
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it could lead to financial consequences and stress.	male	I felt ... when I forgot an invoice years ago to pay.	anxiety	anticipation
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it could lead to financial consequences and stress.	male	I felt ... when I forgot an invoice years ago to pay.	anxiety	anticipation
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it could lead to financial consequences and stress.	male	I felt ... when I forgot an invoice years ago to pay.	anxiety	fear
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it could lead to financial consequences and stress.	male	I felt ... when I forgot an invoice years ago to pay.	anxiety	fear
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it could lead to financial consequences and stress.	male	I felt ... when I forgot an invoice years ago to pay.	anxiety	sadness
anxiety	I would feel anxiety when I forgot an invoice years ago to pay because it could lead to financial consequences and stress.	male	I felt ... when I forgot an invoice years ago to pay.	anxiety	sadness
grief	I would feel grief when I lost a loved one, as it is a natural response to the loss of someone who has been a significant part of my life.	male	I felt ... after my mother told me that my father had died.	grief	sadness
grief	I would feel grief when my father died after a long illness because it is a natural response to the loss of a loved one, especially one who has been a significant figure in my life.	male	I felt ... when my father died after a long illness.	grief	sadness
disappointment	I would feel disappointment when I found out that I did not get the new job because it was a significant opportunity for me to advance in my career and I had put a lot of effort into preparing for the interview.	male	I felt ... when I found out that I did not get the new job.	disappointment	disgust
disappointment	I would feel disappointment when I found out that I did not get the new job because it was a significant opportunity for me to advance in my career and I had put a lot of effort into preparing for the interview.	male	I felt ... when I found out that I did not get the new job.	disappointment	sadness
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and private matter that I would not want others to know about, and it's a situation that could lead to awkwardness or teasing from my colleagues.	male	I felt ... when I noticed that my fly was open at work	embarrassment	fear
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and private matter that I would not want others to know about, and it's a situation that could lead to awkwardness or teasing from my colleagues.	male	I felt ... when I noticed that my fly was open at work	embarrassment	sadness
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and private matter that I would not want others to know about, and it's a situation that could lead to awkwardness or teasing from my colleagues.	male	I felt ... when I noticed that my fly was open at work	embarrassment	surprise
disappointment	I would feel disappointment when my partner did not live up to my expectations in a one night stand.	male	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	disappointment	disgust
disappointment	I would feel disappointment when my partner did not live up to my expectations in a one night stand.	male	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	disappointment	sadness
concern	I would feel concern because the potential economic and social impacts of Britain leaving the euro could affect my friends' lives and the lives of many others in a negative way.	male	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)		Cannot map the emotion
embarrassment	I would feel embarrassment when I went to a sauna with friends because I was not comfortable with the idea of being naked in front of them, and I felt like I was out of my comfort zone.	male	I felt ... when I went to a sauna with friends. I will refrain in the future.	embarrassment	fear
embarrassment	I would feel embarrassment when I went to a sauna with friends because I was not comfortable with the idea of being naked in front of them, and I felt like I was out of my comfort zone.	male	I felt ... when I went to a sauna with friends. I will refrain in the future.	embarrassment	sadness
embarrassment	I would feel embarrassment when I went to a sauna with friends because I was not comfortable with the idea of being naked in front of them, and I felt like I was out of my comfort zone.	male	I felt ... when I went to a sauna with friends. I will refrain in the future.	embarrassment	surprise
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it is a public setting and I am expected to be confident and articulate in my speech, and stammering goes against these expectations.	male	I felt ... when I started to stammer during a lecture.	embarrassment	fear
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it is a public setting and I am expected to be confident and articulate in my speech, and stammering goes against these expectations.	male	I felt ... when I started to stammer during a lecture.	embarrassment	sadness
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it is a public setting and I am expected to be confident and articulate in my speech, and stammering goes against these expectations.	male	I felt ... when I started to stammer during a lecture.	embarrassment	surprise
relief	I would feel relief because I narrowly avoided a collision with the children, ensuring their safety and my own.	male	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.		Cannot map the emotion
longing	I would feel longing when I cannot see my children for a long time because it is a deep emotional yearning for their presence and connection.	male	I feel ... when I can not see my children for a long time.	longing	anticipation
longing	I would feel longing when I cannot see my children for a long time because it is a deep emotional yearning for their presence and connection.	male	I feel ... when I can not see my children for a long time.	longing	sadness
disgust	The sight of maggots crawling towards me is repulsive and triggers a strong sense of disgust, as it is a natural response to something considered foul or repulsive.	male	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	anger
disgust	The sight of maggots crawling towards me is repulsive and triggers a strong sense of disgust, as it is a natural response to something considered foul or repulsive.	male	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	disgust
disgust	The sight of maggots crawling towards me is repulsive and triggers a strong sense of disgust, as it is a natural response to something considered foul or repulsive.	male	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	fear
disgust	The sight of maggots crawling towards me is repulsive and triggers a strong sense of disgust, as it is a natural response to something considered foul or repulsive.	male	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	sadness
frustration	I would feel frustration because I had forgotten the weekly parking ban and got a nod, which indicates a sense of disappointment and failure to meet my own expectations.	male	I felt ... because I had forgotten the weekly parking ban and got a nod.	frustration	anger
pride	I would feel pride when a friend was really looking forward to a gift from me because it shows that my friend values my thoughtfulness and effort in selecting a gift, which makes me feel appreciated and valued.	male	I felt ... when a friend was really looking forward to a gift from me.	pride	joy
regret	I would feel regret when I did not pay close enough attention to my little nephew and fell on the back of my head, as it shows a lack of care and responsibility towards him.	male	I felt ... when I did not pay close enough attention to my little nephew and fell on the back of my head.	regret	sadness
disgust	I would feel disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	anger
disgust	I would feel disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	disgust
disgust	I would feel disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	fear
disgust	I would feel disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	sadness
pride	I would feel pride when my sons were born because it is a significant achievement and a milestone in my life, marking the beginning of a new chapter as a father.	male	I felt ... when my sons were born.	pride	joy
sadness	I would feel sadness when I learned that a friend is moving to another country because it means I will miss them and not be able to see them as often as I would like.	male	I felt ... when I learned that a friend is moving to another country.	sadness	sadness
sadness	I would feel sadness when I learned that a friend is moving to another country because it means I will miss them and not be able to see them as often as I would like.	male	I felt ... when I learned that a friend is moving to another country.	sadness	trust
betrayal	I would feel betrayal when someone I trust lies to me, as it undermines the foundation of our relationship.	male	I felt ... because they lied to me	betrayal	anger
betrayal	I would feel betrayal when someone I trust lies to me, as it undermines the foundation of our relationship.	male	I felt ... because they lied to me	betrayal	disgust
betrayal	I would feel betrayal when someone I trust lies to me, as it undermines the foundation of our relationship.	male	I felt ... because they lied to me	betrayal	sadness
fear	I would feel fear during a strong thunderstorm as a child because the loud thunder and bright lightning would be unfamiliar and potentially threatening, causing a sense of vulnerability and uncertainty.	male	I felt ... when there was a strong thunderstorm and I was still very small.	fear	anger
fear	I would feel fear during a strong thunderstorm as a child because the loud thunder and bright lightning would be unfamiliar and potentially threatening, causing a sense of vulnerability and uncertainty.	male	I felt ... when there was a strong thunderstorm and I was still very small.	fear	fear
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the sight of the grub is unpleasant and unclean, and the act of washing out the cupboards is a reaction to the perceived contamination.	male	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	anger
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the sight of the grub is unpleasant and unclean, and the act of washing out the cupboards is a reaction to the perceived contamination.	male	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	disgust
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the sight of the grub is unpleasant and unclean, and the act of washing out the cupboards is a reaction to the perceived contamination.	male	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	fear
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the sight of the grub is unpleasant and unclean, and the act of washing out the cupboards is a reaction to the perceived contamination.	male	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	sadness
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because it's a moment of personal awkwardness and self-consciousness, reflecting poorly on my personal hygiene and social etiquette.	male	I felt ... when I spotted myself in the restaurant with sauce	embarrassment	fear
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because it's a moment of personal awkwardness and self-consciousness, reflecting poorly on my personal hygiene and social etiquette.	male	I felt ... when I spotted myself in the restaurant with sauce	embarrassment	sadness
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because it's a moment of personal awkwardness and self-consciousness, reflecting poorly on my personal hygiene and social etiquette.	male	I felt ... when I spotted myself in the restaurant with sauce	embarrassment	surprise
outrage	I would feel outrage when a stupid man purposely ran over a cat because it is a sense of extreme indignation and shock at the cruel and senseless act.	male	I felt ... when a stupid man purposely ran over a cat.	outrage	anger
outrage	I would feel outrage when a stupid man purposely ran over a cat because it is a sense of extreme indignation and shock at the cruel and senseless act.	male	I felt ... when a stupid man purposely ran over a cat.	outrage	disgust
sadness	I would feel sadness because my grandpa was a significant figure in my life, and his passing would leave a void that cannot be filled.	male	I feel ... that my grandpa has died.	sadness	sadness
sadness	I would feel sadness because my grandpa was a significant figure in my life, and his passing would leave a void that cannot be filled.	male	I feel ... that my grandpa has died.	sadness	trust
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because the darkness and the unknown can evoke a sense of vulnerability and danger, which triggers a natural fear response in humans.	male	I felt ... when I went alone in the dark to our neighbor's place at night.	fear	anger
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because the darkness and the unknown can evoke a sense of vulnerability and danger, which triggers a natural fear response in humans.	male	I felt ... when I went alone in the dark to our neighbor's place at night.	fear	fear
relief	I would feel relief when I got a commitment for a new job because it signifies a step towards financial stability and a sense of security, which are crucial for my well-being and future plans.	male	I felt ... when I got a commitment for a new job.		Cannot map the emotion
frustration	I would feel frustration when the elevator got stuck because it would be a minor inconvenience that disrupts my daily routine and causes me to be late for my destination.	male	I felt ... when the elevator got stuck	frustration	anger
regret	I would feel regret when I annoyed an important customer because I understand the value of their business and the potential impact of my actions on our relationship and future transactions.	male	I felt ... when I annoyed an important customer.	regret	sadness
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because the sight and smell of the crawling insect would evoke a strong sense of revulsion and distaste.	male	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	anger
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because the sight and smell of the crawling insect would evoke a strong sense of revulsion and distaste.	male	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	disgust
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because the sight and smell of the crawling insect would evoke a strong sense of revulsion and distaste.	male	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	fear
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because the sight and smell of the crawling insect would evoke a strong sense of revulsion and distaste.	male	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	sadness
disappointment	I would feel disappointment if Friedrich Merz were to become Chancellor because I believe he would not be the best leader for our country, and his policies would not align with my values.	male	I feel ... that Friedrich Merz could become Chancellor.	disappointment	disgust
disappointment	I would feel disappointment if Friedrich Merz were to become Chancellor because I believe he would not be the best leader for our country, and his policies would not align with my values.	male	I feel ... that Friedrich Merz could become Chancellor.	disappointment	sadness
nostalgia	As the day of departure approached, I would feel nostalgia for the memories and experiences I had with my loved ones, and the thought of leaving them behind would evoke a deep sense of longing and sadness.	male	I felt ... as the day of departure approached		Cannot map the emotion
pride	Becoming a father again fills me with pride as it signifies the continuation of my family lineage and the opportunity to provide for and guide another child.	male	I felt ... when I became a father again.	pride	joy
disgust	I would feel disgust when I had to connect my father's open leg because it's a personal and intimate act that I'm not comfortable with, and it's a reminder of the vulnerability and fragility of the human body.	male	I felt ... when I had to connect my father's open leg	disgust	anger
disgust	I would feel disgust when I had to connect my father's open leg because it's a personal and intimate act that I'm not comfortable with, and it's a reminder of the vulnerability and fragility of the human body.	male	I felt ... when I had to connect my father's open leg	disgust	disgust
disgust	I would feel disgust when I had to connect my father's open leg because it's a personal and intimate act that I'm not comfortable with, and it's a reminder of the vulnerability and fragility of the human body.	male	I felt ... when I had to connect my father's open leg	disgust	fear
disgust	I would feel disgust when I had to connect my father's open leg because it's a personal and intimate act that I'm not comfortable with, and it's a reminder of the vulnerability and fragility of the human body.	male	I felt ... when I had to connect my father's open leg	disgust	sadness
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live, and I've been a huge fan for years, which makes the event feel like a dream come true.	male	I felt ... when I found out that my favorite band was playing in my city	excitement	anticipation
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live, and I've been a huge fan for years, which makes the event feel like a dream come true.	male	I felt ... when I found out that my favorite band was playing in my city	excitement	joy
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live, and I've been a huge fan for years, which makes the event feel like a dream come true.	male	I felt ... when I found out that my favorite band was playing in my city	excitement	surprise
fear	I would feel fear when my son nearly got hit while crossing the crosswalk because the thought of losing him is unbearable and the situation was extremely dangerous.	male	I felt ... when my son nearly got hit while crossing the crosswalk.	fear	anger
fear	I would feel fear when my son nearly got hit while crossing the crosswalk because the thought of losing him is unbearable and the situation was extremely dangerous.	male	I felt ... when my son nearly got hit while crossing the crosswalk.	fear	fear
concern	I would feel concern when I see the people of Europe drifting in a wrong, national direction because it makes me worry about the future and the potential negative impact on the world.	male	I feel ... that the people of Europe are drifting in a wrong, national direction.		Cannot map the emotion
frustration	I would feel frustration when I saw someone in the parking lot had hit my car and disappeared because it's a sense of helplessness and disappointment that the person didn't take responsibility for their actions.	male	I felt ... when I saw someone in the parking lot had hit my car and disappeared.	frustration	anger
pride	I would feel pride when my football club rose to a higher class because it reflects my loyalty and support for the team, and it's a testament to the hard work and dedication of the players and coaches.	male	I felt ... when my football club rose to a higher class.	pride	joy
helplessness	I would feel helplessness when I had to watch helplessly without being able to do anything about it, as it would be a situation where I am unable to influence the outcome or change the course of events, leaving me feeling powerless and unable to act.	male	I felt ... when I had to watch helplessly without being able to do anything about it	helplessness	fear
helplessness	I would feel helplessness when I had to watch helplessly without being able to do anything about it, as it would be a situation where I am unable to influence the outcome or change the course of events, leaving me feeling powerless and unable to act.	male	I felt ... when I had to watch helplessly without being able to do anything about it	helplessness	sadness
pride	Becoming a dad is a significant milestone that brings a sense of pride and accomplishment, as it signifies the beginning of a new chapter in life and the responsibility of raising a child.	male	I felt ... when I first became a dad.	pride	joy
grief	I would feel grief when my niece died fatally because it is a natural response to the loss of a loved one, especially a young and innocent life.	male	I felt ... when my niece died fatally.	grief	sadness
joy	I would feel joy when I won a lottery in the lottery a few years ago because it was a life-changing event that brought me financial freedom and the ability to pursue my dreams without financial constraints.	male	I felt ... when I won a lottery in the lottery a few years ago.	joy	joy
frustration	I would feel frustration when I couldn't fix something on the car and couldn't get any further, as it's a common feeling when one's efforts are not yielding the desired results.	male	I felt ... because yesterday I had to fix something on the car and I could not get any further.	frustration	anger
surprise	I would feel surprise when I unexpectedly saw my wife undress, which was not part of my daily routine or expectations.	male	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	surprise	fear
surprise	I would feel surprise when I unexpectedly saw my wife undress, which was not part of my daily routine or expectations.	male	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	surprise	joy
surprise	I would feel surprise when I unexpectedly saw my wife undress, which was not part of my daily routine or expectations.	male	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	surprise	surprise
regret	I would feel regret for not helping a colleague I was quarreling with, as it would be a missed opportunity to resolve the issue and improve our working relationship.	male	I felt ... because I simply did not help a colleague I was quarreling with.	regret	sadness
relief	I would feel relief when I sweated because it signifies that my body is working to cool itself down, indicating that I am healthy and my body is functioning properly.	male	I felt ... when I sweated		Cannot map the emotion
fear	I would feel fear when I learned that my son had to go to the hospital by ambulance because the thought of him being in a life-threatening situation is terrifying and I am worried about his safety and well-being.	male	I felt ... when I learned that my son had to go to the hospital by ambulance.	fear	anger
fear	I would feel fear when I learned that my son had to go to the hospital by ambulance because the thought of him being in a life-threatening situation is terrifying and I am worried about his safety and well-being.	male	I felt ... when I learned that my son had to go to the hospital by ambulance.	fear	fear
disappointment	I would feel disappointment when I did not follow the diet plan again because it's a setback in my progress towards my health goals.	male	I felt ... when I did not follow the diet plan again	disappointment	disgust
disappointment	I would feel disappointment when I did not follow the diet plan again because it's a setback in my progress towards my health goals.	male	I felt ... when I did not follow the diet plan again	disappointment	sadness
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle because the sudden realization of the risk involved in my actions made me apprehensive about my safety and the potential consequences of my reckless behavior.	male	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	fear	anger
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle because the sudden realization of the risk involved in my actions made me apprehensive about my safety and the potential consequences of my reckless behavior.	male	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	fear	fear
pride	I would feel pride when my son asked me on the tram when he would have such a big space like me, as it shows he looks up to me and admires my achievements.	male	I felt ... when my son asked me on the tram when he would have such a big spazi like me.	pride	joy
joy	I would feel joy when I won the game of chance because it represents a moment of triumph and success, which is a fundamental human desire and a source of happiness.	male	I felt ... when I won the game of chance.	joy	joy
disgust	I would feel disgust when people are aggressive and drunk in public transport because it reflects poorly on society and the individuals involved, and it's a behavior that I find unacceptable and disturbing.	male	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	anger
disgust	I would feel disgust when people are aggressive and drunk in public transport because it reflects poorly on society and the individuals involved, and it's a behavior that I find unacceptable and disturbing.	male	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	disgust
disgust	I would feel disgust when people are aggressive and drunk in public transport because it reflects poorly on society and the individuals involved, and it's a behavior that I find unacceptable and disturbing.	male	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	fear
disgust	I would feel disgust when people are aggressive and drunk in public transport because it reflects poorly on society and the individuals involved, and it's a behavior that I find unacceptable and disturbing.	male	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	sadness
guilt	I would feel guilt when I did not give money to a beggar because I believe in helping those in need, and not giving could be seen as a failure to uphold this belief.	male	I felt ... when I did not give money to a beggar.	guilt	disgust
guilt	I would feel guilt when I did not give money to a beggar because I believe in helping those in need, and not giving could be seen as a failure to uphold this belief.	male	I felt ... when I did not give money to a beggar.	guilt	sadness
pride	I would feel pride when my son was born because it is a significant achievement and a milestone in my life, marking the beginning of a new chapter as a father.	male	I felt ... when my son was born.	pride	joy
fear	I would feel fear when I saw a report about spiders on the internet because spiders evoke a natural fear response in many people, and the internet can amplify this fear with vivid descriptions and images.	male	I felt ... when I saw a report about spiders on the internet	fear	anger
fear	I would feel fear when I saw a report about spiders on the internet because spiders evoke a natural fear response in many people, and the internet can amplify this fear with vivid descriptions and images.	male	I felt ... when I saw a report about spiders on the internet	fear	fear
fear	I would feel fear while experiencing this event because the swaying of the suspension bridge could lead to a loss of balance and potentially cause a fall, which is a terrifying thought for me.	male	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	fear	anger
fear	I would feel fear while experiencing this event because the swaying of the suspension bridge could lead to a loss of balance and potentially cause a fall, which is a terrifying thought for me.	male	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	fear	fear
fear	I would feel fear when I had an operation in front of me because the situation is unfamiliar and potentially dangerous, and my body's natural response to a perceived threat is fear.	male	I felt ... when I had an operation in front of me	fear	anger
fear	I would feel fear when I had an operation in front of me because the situation is unfamiliar and potentially dangerous, and my body's natural response to a perceived threat is fear.	male	I felt ... when I had an operation in front of me	fear	fear
relief	I would feel relief when I finished school because it marks the end of a significant period of my life, and I am relieved to have completed this chapter.	male	I felt ... when I finished school		Cannot map the emotion
disgust	I would feel disgust when I saw a lot of pus because it is a bodily fluid that is not aesthetically pleasing and can be associated with infection or disease, which is unpleasant to think about.	male	I felt ... because I had never seen so much pus	disgust	anger
disgust	I would feel disgust when I saw a lot of pus because it is a bodily fluid that is not aesthetically pleasing and can be associated with infection or disease, which is unpleasant to think about.	male	I felt ... because I had never seen so much pus	disgust	disgust
disgust	I would feel disgust when I saw a lot of pus because it is a bodily fluid that is not aesthetically pleasing and can be associated with infection or disease, which is unpleasant to think about.	male	I felt ... because I had never seen so much pus	disgust	fear
disgust	I would feel disgust when I saw a lot of pus because it is a bodily fluid that is not aesthetically pleasing and can be associated with infection or disease, which is unpleasant to think about.	male	I felt ... because I had never seen so much pus	disgust	sadness
sadness	I would feel sadness because my children have not visited me for a long time, indicating a lack of connection and care from them.	male	I felt ... because my children have not visited me for a long time.	sadness	sadness
sadness	I would feel sadness because my children have not visited me for a long time, indicating a lack of connection and care from them.	male	I felt ... because my children have not visited me for a long time.	sadness	trust
surprise	I would feel surprise when the closet overturned because it was an unexpected event that caught me off guard.	male	I felt ... when the closet overturned	surprise	fear
surprise	I would feel surprise when the closet overturned because it was an unexpected event that caught me off guard.	male	I felt ... when the closet overturned	surprise	joy
surprise	I would feel surprise when the closet overturned because it was an unexpected event that caught me off guard.	male	I felt ... when the closet overturned	surprise	surprise
shock	I would feel shock when a bad accident happened on the highway right in front of me because the sudden and unexpected nature of the event would catch me off guard, leaving me in a state of disbelief and confusion.	male	I felt ... when a bad accident happened on the highway right in front of me.	shock	anger
shock	I would feel shock when a bad accident happened on the highway right in front of me because the sudden and unexpected nature of the event would catch me off guard, leaving me in a state of disbelief and confusion.	male	I felt ... when a bad accident happened on the highway right in front of me.	shock	fear
