emotion	explanation	target_group	event	German	AffectCategory
trauer	Ich würde Trauer empfinden, nachdem meine Mutter mir sagte, dass mein Vater verstorben ist, weil ich die Verluste, die mit dem Verlust eines geliebten Familienmitglieds einhergehen, spüren würde. Trauer ist ein natürlicher Reaktion auf den Verlust eines Menschen, mit dem man eine tiefe emotionale Bindung hat. Es ist ein Gefühl, das aus der Verzweiflung, dem Schmerz und der Unfähigkeit, mit dem Verlust umzugehen, besteht. Es wäre eine tiefe und persönliche Reaktion auf die Nachricht, die mich tief berührt und mein Leben verändert hätte.	Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	trauer	sadness
trauer	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich das Verlustgefühl spüren würde, das mit dem Verlust eines geliebten Menschen einhergeht. Die Trauer würde auch aus der Erinnerung an die gemeinsamen Momente und die Liebe, die wir geteilt haben, resultieren. Es wäre ein Gefühl der Verlust und der Unfähigkeit, meinen Vater wiederzusehen oder mit ihm zusammen zu sein, was tief in meinem Herzen wehtun würde.	Frau	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	trauer	sadness
trauer	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich das Verlustgefühl spüren würde, das mit dem Verlust eines geliebten Menschen einhergeht. Die Trauer würde auch aus der Erinnerung an die gemeinsamen Momente und die Liebe, die wir geteilt haben, resultieren. Es wäre ein Gefühl der Verlust und der Unfähigkeit, meinen Vater wiederzusehen oder mit ihm zusammen zu sein, was tief in meinem Herzen wehtun würde.	Frau	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	trauer	sadness
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich erfahren habe, dass ich den neuen Job nicht bekommen habe, weil ich mir große Hoffnungen auf diese Stelle gemacht hatte und ich mich sehr auf die Chance gefreut hatte, meine Fähigkeiten in einem neuen Umfeld zu beweisen. Die Enttäuschung wäre besonders stark, weil ich mich in den letzten Wochen intensiv auf die Bewerbung vorbereitet und mich persönlich und beruflich auf diese Chance vorbereitet habe. Die Erwartung, die ich in mich selbst und in die Chance gesetzt hatte, würde durch die Ablehnung zunichtegemacht, was zu einem Gefühl der Enttäuschung führen würde.	Frau	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich erfahren habe, dass ich den neuen Job nicht bekommen habe, weil ich mir große Hoffnungen auf diese Stelle gemacht hatte und ich mich sehr auf die Chance gefreut hatte, meine Fähigkeiten in einem neuen Umfeld zu beweisen. Die Enttäuschung wäre besonders stark, weil ich mich in den letzten Wochen intensiv auf die Bewerbung vorbereitet und mich persönlich und beruflich auf diese Chance vorbereitet habe. Die Erwartung, die ich in mich selbst und in die Chance gesetzt hatte, würde durch die Ablehnung zunichtegemacht, was zu einem Gefühl der Enttäuschung führen würde.	Frau	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	sadness
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so unachtsam war und dass meine Kollegen oder Vorgesetzte möglicherweise einen schlechten Eindruck von mir bekommen könnten. Es ist ein Gefühl, das mit der Angst verbunden ist, nicht den Erwartungen und Standards zu entsprechen, die in einer Arbeitsumgebung erwartet werden.	Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	anger
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so unachtsam war und dass meine Kollegen oder Vorgesetzte möglicherweise einen schlechten Eindruck von mir bekommen könnten. Es ist ein Gefühl, das mit der Angst verbunden ist, nicht den Erwartungen und Standards zu entsprechen, die in einer Arbeitsumgebung erwartet werden.	Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	disgust
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so unachtsam war und dass meine Kollegen oder Vorgesetzte möglicherweise einen schlechten Eindruck von mir bekommen könnten. Es ist ein Gefühl, das mit der Angst verbunden ist, nicht den Erwartungen und Standards zu entsprechen, die in einer Arbeitsumgebung erwartet werden.	Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	sadness
verwirrung	Ich würde Verwirrung empfinden, wenn ich unerwartet ein One Night Stand hatte und die Partnerin nicht meinen Vorstellungen entsprach, weil ich mich in einer ungewohnten und unerwarteten Situation befinde, die meine Erwartungen und Vorstellungen von einer Beziehung oder einem Treffen mit jemandem, den ich nicht kenne, nicht erfüllt. Diese Situation könnte meine Werte und Überzeugungen über Beziehungen und sexuelle Interaktionen in Frage stellen und mich dazu bringen, über meine eigenen Vorstellungen und Wünsche nachzudenken.	Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	verwirrung	fear
verwirrung	Ich würde Verwirrung empfinden, wenn ich unerwartet ein One Night Stand hatte und die Partnerin nicht meinen Vorstellungen entsprach, weil ich mich in einer ungewohnten und unerwarteten Situation befinde, die meine Erwartungen und Vorstellungen von einer Beziehung oder einem Treffen mit jemandem, den ich nicht kenne, nicht erfüllt. Diese Situation könnte meine Werte und Überzeugungen über Beziehungen und sexuelle Interaktionen in Frage stellen und mich dazu bringen, über meine eigenen Vorstellungen und Wünsche nachzudenken.	Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	verwirrung	sadness
verwirrung	Ich würde Verwirrung empfinden, wenn ich unerwartet ein One Night Stand hatte und die Partnerin nicht meinen Vorstellungen entsprach, weil ich mich in einer ungewohnten und unerwarteten Situation befinde, die meine Erwartungen und Vorstellungen von einer Beziehung oder einem Treffen mit jemandem, den ich nicht kenne, nicht erfüllt. Diese Situation könnte meine Werte und Überzeugungen über Beziehungen und sexuelle Interaktionen in Frage stellen und mich dazu bringen, über meine eigenen Vorstellungen und Wünsche nachzudenken.	Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	verwirrung	surprise
besorgnis	Ich würde Besorgnis empfinden, wenn ich erfahren würde, dass Großbritannien aus dem Euro austreten würde, weil ich mir Sorgen um meine Freunde in London machen würde, die von diesem Ereignis betroffen sein könnten. Die Aussicht auf finanzielle Unsicherheit und mögliche Auswirkungen auf ihre Lebensqualität würde mir Sorgen bereiten.	Frau	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
scham	Ich würde Scham empfinden, weil ich mich in einer Situation, die als unangemessen oder unpassend angesehen wird, befinde. Die Scham resultiert aus dem Bewusstsein, dass meine Handlungen oder Entscheidungen nicht den Erwartungen oder Werten entsprechen, die in der Gesellschaft oder in meinem sozialen Umfeld als normal oder akzeptabel gelten.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	anger
scham	Ich würde Scham empfinden, weil ich mich in einer Situation, die als unangemessen oder unpassend angesehen wird, befinde. Die Scham resultiert aus dem Bewusstsein, dass meine Handlungen oder Entscheidungen nicht den Erwartungen oder Werten entsprechen, die in der Gesellschaft oder in meinem sozialen Umfeld als normal oder akzeptabel gelten.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	disgust
scham	Ich würde Scham empfinden, weil ich mich in einer Situation, die als unangemessen oder unpassend angesehen wird, befinde. Die Scham resultiert aus dem Bewusstsein, dass meine Handlungen oder Entscheidungen nicht den Erwartungen oder Werten entsprechen, die in der Gesellschaft oder in meinem sozialen Umfeld als normal oder akzeptabel gelten.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	sadness
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich für mein Fehlen an Selbstvertrauen und meiner mangelnden Fähigkeit, mich in der Öffentlichkeit zu behaupten, schäme.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	anger
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich für mein Fehlen an Selbstvertrauen und meiner mangelnden Fähigkeit, mich in der Öffentlichkeit zu behaupten, schäme.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich für mein Fehlen an Selbstvertrauen und meiner mangelnden Fähigkeit, mich in der Öffentlichkeit zu behaupten, schäme.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	sadness
angst	Ich würde Angst empfinden, weil ich das Risiko eines Unfalls erkannt habe und die Notbremsung als letzte Rettungsmöglichkeit wahrgenommen habe.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anger
angst	Ich würde Angst empfinden, weil ich das Risiko eines Unfalls erkannt habe und die Notbremsung als letzte Rettungsmöglichkeit wahrgenommen habe.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, weil ich das Risiko eines Unfalls erkannt habe und die Notbremsung als letzte Rettungsmöglichkeit wahrgenommen habe.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, weil ich das Risiko eines Unfalls erkannt habe und die Notbremsung als letzte Rettungsmöglichkeit wahrgenommen habe.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, weil ich das Risiko eines Unfalls erkannt habe und die Notbremsung als letzte Rettungsmöglichkeit wahrgenommen habe.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, weil ich das Risiko eines Unfalls erkannt habe und die Notbremsung als letzte Rettungsmöglichkeit wahrgenommen habe.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	sadness
angst	Ich würde Angst empfinden, weil ich das Risiko eines Unfalls erkannt habe und die Notbremsung als letzte Rettungsmöglichkeit wahrgenommen habe.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	surprise
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich sie sehr liebe und es mir schwerfällt, Zeit von ihnen zu trennen. Die Sehnsucht ist ein Ausdruck meiner tiefen emotionalen Bindung zu meinen Kindern und meiner Wünsche, mit ihnen zusammen zu sein.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	anticipation
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich sie sehr liebe und es mir schwerfällt, Zeit von ihnen zu trennen. Die Sehnsucht ist ein Ausdruck meiner tiefen emotionalen Bindung zu meinen Kindern und meiner Wünsche, mit ihnen zusammen zu sein.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	anticipation
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich sie sehr liebe und es mir schwerfällt, Zeit von ihnen zu trennen. Die Sehnsucht ist ein Ausdruck meiner tiefen emotionalen Bindung zu meinen Kindern und meiner Wünsche, mit ihnen zusammen zu sein.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	joy
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich sie sehr liebe und es mir schwerfällt, Zeit von ihnen zu trennen. Die Sehnsucht ist ein Ausdruck meiner tiefen emotionalen Bindung zu meinen Kindern und meiner Wünsche, mit ihnen zusammen zu sein.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	sadness
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich sie sehr liebe und es mir schwerfällt, Zeit von ihnen zu trennen. Die Sehnsucht ist ein Ausdruck meiner tiefen emotionalen Bindung zu meinen Kindern und meiner Wünsche, mit ihnen zusammen zu sein.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	trust
ekel	Das Erleben hundertter Maden, die sich auf mich zubewegen, würde mich zu einem Gefühl des Ekels führen, da es eine unangenehme und unhygienische Situation darstellt, die mein Wohlbefinden beeinträchtigt.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	anger
ekel	Das Erleben hundertter Maden, die sich auf mich zubewegen, würde mich zu einem Gefühl des Ekels führen, da es eine unangenehme und unhygienische Situation darstellt, die mein Wohlbefinden beeinträchtigt.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	disgust
ekel	Das Erleben hundertter Maden, die sich auf mich zubewegen, würde mich zu einem Gefühl des Ekels führen, da es eine unangenehme und unhygienische Situation darstellt, die mein Wohlbefinden beeinträchtigt.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	fear
