Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Traurig	Ich fühle mich traurig, weil das Wetter sehr kalt und trüb ist. Es ist schrecklich, und ich fühle mich sehr traurig. Ich würde gerne warme Kleidung und warme Schuhe tragen, und ich würde gerne einen warmen Kamin oder eine Heizung haben. Ich würde auch gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich	traurig		asiatische person		traurig	sadness
Traurig	Ich fühle mich traurig, weil das Wetter sehr kalt und trüb ist. Es ist schrecklich, und ich fühle mich sehr traurig. Ich würde gerne warme Kleidung und warme Schuhe tragen, und ich würde gerne einen warmen Kamin oder eine Heizung haben. Ich würde auch gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich	traurig		asiatische person		traurig	sadness
Traurig	Ich fühle mich traurig, weil das Wetter sehr kalt und trüb ist. Es ist schrecklich, und ich fühle mich sehr traurig. Ich würde gerne warme Kleidung und warme Schuhe tragen, und ich würde gerne einen warmen Kamin oder eine Heizung haben. Ich würde auch gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich würde gerne einen Kamin oder eine Heizung haben, um mich zu erwärmen. Ich	traurig		asiatische person		traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall mit ihr hatte. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich einen Unfall hatte. Ich hoffe, dass ich schnell besser werden kann und dass ich meine Freundin besser schützen kann. Ich würde auch sehr traurig sein, wenn ich einen Unfall mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich schnell besser werden kann und dass ich meine Freundin besser schützen kann. Ich würde auch sehr traurig sein, wenn ich einen Unfall mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich schnell besser	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall mit ihr hatte. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich einen Unfall hatte. Ich hoffe, dass ich schnell besser werden kann und dass ich meine Freundin besser schützen kann. Ich würde auch sehr traurig sein, wenn ich einen Unfall mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich schnell besser werden kann und dass ich meine Freundin besser schützen kann. Ich würde auch sehr traurig sein, wenn ich einen Unfall mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich schnell besser	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall mit ihr hatte. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich einen Unfall hatte. Ich hoffe, dass ich schnell besser werden kann und dass ich meine Freundin besser schützen kann. Ich würde auch sehr traurig sein, wenn ich einen Unfall mit einer mir nahestehenden Person hätte. Ich würde sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich schnell besser werden kann und dass ich meine Freundin besser schützen kann. Ich würde auch sehr traurig sein, wenn ich einen Unfall mit einer mir nahestehenden Person hätte. Ich hoffe, dass ich schnell besser	verärgert		asiatische person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich fühle mich traurig, weil ich ihn verloren habe und ihn nicht mehr sehen kann. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich	traurigkeit		asiatische person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich fühle mich traurig, weil ich ihn verloren habe und ihn nicht mehr sehen kann. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich	traurigkeit		asiatische person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich fühle mich traurig, weil ich ihn verloren habe und ihn nicht mehr sehen kann. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich fühle mich traurig, weil ich ihn verloren habe und ihn nicht mehr sehen kann. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich fühle mich traurig, weil ich ihn verloren habe und ihn nicht mehr sehen kann. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich fühle mich auch traurig, weil ich ihn nicht mehr sehen kann und ihn nicht mehr liebe. Ich	traurigkeit		asiatische person		traurigkeit	trust
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre.	asiatische person		sorge	anticipation
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre.	asiatische person		sorge	fear
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre.	asiatische person		sorge	sadness
Traurig	Ich fühle mich traurig, weil ich meinen Arbeitsplatz verloren habe und meine Familie in finanzielle Nöte gebracht habe. Ich bin sehr traurig und enttäuscht über das, was passiert ist. Ich bin mir nicht sicher, was ich tun soll, und ich bin mir nicht sicher, wie ich es ändern kann. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir	traurig		asiatische person		traurig	anger
Traurig	Ich fühle mich traurig, weil ich meinen Arbeitsplatz verloren habe und meine Familie in finanzielle Nöte gebracht habe. Ich bin sehr traurig und enttäuscht über das, was passiert ist. Ich bin mir nicht sicher, was ich tun soll, und ich bin mir nicht sicher, wie ich es ändern kann. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir	traurig		asiatische person		traurig	fear
Traurig	Ich fühle mich traurig, weil ich meinen Arbeitsplatz verloren habe und meine Familie in finanzielle Nöte gebracht habe. Ich bin sehr traurig und enttäuscht über das, was passiert ist. Ich bin mir nicht sicher, was ich tun soll, und ich bin mir nicht sicher, wie ich es ändern kann. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir	traurig		asiatische person		traurig	sadness
Traurig	Ich fühle mich traurig, weil ich meinen Arbeitsplatz verloren habe und meine Familie in finanzielle Nöte gebracht habe. Ich bin sehr traurig und enttäuscht über das, was passiert ist. Ich bin mir nicht sicher, was ich tun soll, und ich bin mir nicht sicher, wie ich es ändern kann. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir	traurig		asiatische person		traurig	sadness
Traurig	Ich fühle mich traurig, weil ich meinen Arbeitsplatz verloren habe und meine Familie in finanzielle Nöte gebracht habe. Ich bin sehr traurig und enttäuscht über das, was passiert ist. Ich bin mir nicht sicher, was ich tun soll, und ich bin mir nicht sicher, wie ich es ändern kann. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir nicht sicher, ob ich etwas tun soll, um meine Familie zu unterstützen, oder ob ich etwas tun soll, um meine Karriere zu verbessern. Ich bin mir	traurig		asiatische person		traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so ver	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so ver	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so ver	verärgert		asiatische person		verärgert	sadness
Trauer	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	trauer		asiatische person		trauer	sadness
Trauer	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	trauer		asiatische person		trauer	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie meine Trauer verstehen und mir Unterstützung geben können.	traurigkeit		asiatische person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie meine Trauer verstehen und mir Unterstützung geben können.	traurigkeit		asiatische person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie meine Trauer verstehen und mir Unterstützung geben können.	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie meine Trauer verstehen und mir Unterstützung geben können.	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie meine Trauer verstehen und mir Unterstützung geben können.	traurigkeit		asiatische person		traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so glücklich, dass ich den Job bekommen hatte, und ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich	enttäuschung		asiatische person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so glücklich, dass ich den Job bekommen hatte, und ich war so enttäuscht, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich tun soll. Ich war so traurig, dass ich nicht wusste, was ich	enttäuschung		asiatische person		enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich fühlte mich sehr schlecht darüber. Ich hatte keine Ahnung, dass ich etwas falsch gemacht hatte, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr	verärgert		asiatische person		verärgert	anger
