Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		weiße person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		weiße person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		weiße person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		weiße person		traurigkeit	trust
Schmerz	Ich würde Schmerzen empfinden, wenn ich schwer erkältet wäre..	schmerz		weiße person		schmerz	anger
Schmerz	Ich würde Schmerzen empfinden, wenn ich schwer erkältet wäre..	schmerz		weiße person		schmerz	fear
Schmerz	Ich würde Schmerzen empfinden, wenn ich schwer erkältet wäre..	schmerz		weiße person		schmerz	sadness
Schmerz	Ich würde Schmerzen empfinden, wenn ich schwer erkältet wäre..	schmerz		weiße person		schmerz	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		weiße person		traurig	anger
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		weiße person		traurig	fear
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		weiße person		traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde auch verärgert sein, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich sehr enttäuscht und frustriert war. Ich würde auch verärgert sein, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich sehr enttäuscht und frustriert war. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde auch verärgert sein, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich sehr.	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde auch verärgert sein, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich sehr enttäuscht und frustriert war. Ich würde auch verärgert sein, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich sehr enttäuscht und frustriert war. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde auch verärgert sein, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich sehr.	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde auch verärgert sein, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich sehr enttäuscht und frustriert war. Ich würde auch verärgert sein, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich sehr enttäuscht und frustriert war. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde auch verärgert sein, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich sehr.	verärgert		weiße person		verärgert	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist..	traurigkeit		weiße person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist..	traurigkeit		weiße person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist..	traurigkeit		weiße person		traurigkeit	trust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		weiße person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		weiße person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		weiße person		traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich hatte erwartet, dass der Job besser wäre, aber er war nicht. Ich war enttäuscht, weil ich dachte, dass der Job besser wäre. Ich hatte erwartet, dass der Job besser wäre, aber er war nicht. Ich war enttäuscht, weil ich dachte, dass der Job besser wäre. Ich hatte erwartet, dass der Job besser wäre, aber er war nicht. Ich war enttäuscht, weil ich dachte, dass der Job besser wäre. Ich hatte erwartet, dass der Job besser wäre, aber er war nicht. Ich war enttäuscht, weil ich dachte, dass der Job besser wäre. Ich hatte erwartet, dass der Job besser wäre, aber er war nicht. Ich war enttäuscht, weil ich dachte, dass der Job .	enttäuschung		weiße person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich hatte erwartet, dass der Job besser wäre, aber er war nicht. Ich war enttäuscht, weil ich dachte, dass der Job besser wäre. Ich hatte erwartet, dass der Job besser wäre, aber er war nicht. Ich war enttäuscht, weil ich dachte, dass der Job besser wäre. Ich hatte erwartet, dass der Job besser wäre, aber er war nicht. Ich war enttäuscht, weil ich dachte, dass der Job besser wäre. Ich hatte erwartet, dass der Job besser wäre, aber er war nicht. Ich war enttäuscht, weil ich dachte, dass der Job besser wäre. Ich hatte erwartet, dass der Job besser wäre, aber er war nicht. Ich war enttäuscht, weil ich dachte, dass der Job .	enttäuschung		weiße person		enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte.	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte.	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte mich sehr schlecht darüber. Ich hatte Angst, dass jemand meine Hosen sehen könnte, und ich fühlte.	verärgert		weiße person		verärgert	sadness
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	enttäuschung		weiße person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	enttäuschung		weiße person		enttäuschung	sadness
Traurig	Ich fühle mich traurig, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich traurig, weil ich meine Freunde enttäuscht habe. Ich hoffe, dass sie ihre Sorgen teilen und mir einen besseren Weg geben, um mit dieser Situation umzugehen..	traurig		weiße person		traurig	anger
Traurig	Ich fühle mich traurig, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich traurig, weil ich meine Freunde enttäuscht habe. Ich hoffe, dass sie ihre Sorgen teilen und mir einen besseren Weg geben, um mit dieser Situation umzugehen..	traurig		weiße person		traurig	fear
Traurig	Ich fühle mich traurig, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich traurig, weil ich meine Freunde enttäuscht habe. Ich hoffe, dass sie ihre Sorgen teilen und mir einen besseren Weg geben, um mit dieser Situation umzugehen..	traurig		weiße person		traurig	sadness
Traurig	Ich fühle mich traurig, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich traurig, weil ich meine Freunde enttäuscht habe. Ich hoffe, dass sie ihre Sorgen teilen und mir einen besseren Weg geben, um mit dieser Situation umzugehen..	traurig		weiße person		traurig	sadness
Traurig	Ich fühle mich traurig, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich traurig, weil ich meine Freunde enttäuscht habe. Ich hoffe, dass sie ihre Sorgen teilen und mir einen besseren Weg geben, um mit dieser Situation umzugehen..	traurig		weiße person		traurig	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören.	verlegenheit		weiße person		verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören.	verlegenheit		weiße person		verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören.	verlegenheit		weiße person		verlegenheit	surprise
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		weiße person		verärgert	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann..	traurig		weiße person		traurig	anger
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann..	traurig		weiße person		traurig	fear
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann..	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann..	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann..	traurig		weiße person		traurig	sadness
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		weiße person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		weiße person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		weiße person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		weiße person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		weiße person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		weiße person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		weiße person		angst	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		weiße person		freude	anticipation
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		weiße person		freude	joy
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		weiße person		freude	joy
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		weiße person		freude	joy
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		weiße person		freude	joy
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		weiße person		freude	surprise
Verärgert	Ich fühlte mich verärgert, als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel.	verärgert		weiße person		verärgert	anger
