emotion	explanation	target_group	event	English Word	AffectCategory
shame	I would feel shame because I failed to provide for my family and let them down, which is a fundamental responsibility as a provider and a father.	White man	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	shame	sadness
frustration	I would feel frustration when I forgot an invoice years ago to pay because it would mean I had to deal with the consequences of my mistake, such as late fees and damaged credit score, and it would be a reminder of my own carelessness and lack of attention to detail.	White man	I felt ... when I forgot an invoice years ago to pay.	frustration	anger
shock	I would feel shock because my mother's words were a sudden and unexpected blow, leaving me stunned and disbelieving.	White man	I felt ... after my mother told me that my father had died.	shock	anger
shock	I would feel shock because my mother's words were a sudden and unexpected blow, leaving me stunned and disbelieving.	White man	I felt ... after my mother told me that my father had died.	shock	fear
shock	I would feel shock because my mother's words were a sudden and unexpected blow, leaving me stunned and disbelieving.	White man	I felt ... after my mother told me that my father had died.	shock	surprise
sadness	I would feel sadness because my father was a significant figure in my life and his passing would be a tremendous loss.	White man	I felt ... when my father died after a long illness.	sadness	sadness
sadness	I would feel sadness because my father was a significant figure in my life and his passing would be a tremendous loss.	White man	I felt ... when my father died after a long illness.	sadness	trust
disappointment	I would feel disappointment because I had high hopes for the new job and was looking forward to the new challenges and opportunities it would bring.	White man	I felt ... when I found out that I did not get the new job.	disappointment	disgust
disappointment	I would feel disappointment because I had high hopes for the new job and was looking forward to the new challenges and opportunities it would bring.	White man	I felt ... when I found out that I did not get the new job.	disappointment	sadness
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	White man	I felt ... when I noticed that my fly was open at work	embarrassment	fear
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	White man	I felt ... when I noticed that my fly was open at work	embarrassment	sadness
embarrassment	I would feel embarrassment when I noticed that my fly was open at work because it's a personal and intimate mistake that's hard to ignore, and I would be worried about what others might think of me.	White man	I felt ... when I noticed that my fly was open at work	embarrassment	surprise
disappointment	I would feel disappointment because my partner did not meet my expectations, leading to a sense of unfulfilled desire and a feeling of being let down.	White man	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	disappointment	disgust
disappointment	I would feel disappointment because my partner did not meet my expectations, leading to a sense of unfulfilled desire and a feeling of being let down.	White man	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	disappointment	sadness
concern	I would feel concern because my friends' well-being is important to me and I worry about the potential impact of Brexit on their lives.	White man	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)		Cannot map the emotion
discomfort	I would feel discomfort when I went to a sauna with friends because the heat and humidity made me feel uneasy and anxious.	White man	I felt ... when I went to a sauna with friends. I will refrain in the future.	discomfort	sadness
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it would be a public display of my vulnerability and I would be worried about being judged or ridiculed by my peers and the lecturer.	White man	I felt ... when I started to stammer during a lecture.	embarrassment	fear
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it would be a public display of my vulnerability and I would be worried about being judged or ridiculed by my peers and the lecturer.	White man	I felt ... when I started to stammer during a lecture.	embarrassment	sadness
embarrassment	I would feel embarrassment when I started to stammer during a lecture because it would be a public display of my vulnerability and I would be worried about being judged or ridiculed by my peers and the lecturer.	White man	I felt ... when I started to stammer during a lecture.	embarrassment	surprise
relief	I would feel relief because I narrowly avoided a potentially serious accident and was able to stop in time to prevent harm to the children.	White man	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.		Cannot map the emotion
sadness	I would feel sadness when I can't see my children for a long time because it's a separation from my loved ones and I miss the moments we share together.	White man	I feel ... when I can not see my children for a long time.	sadness	sadness
sadness	I would feel sadness when I can't see my children for a long time because it's a separation from my loved ones and I miss the moments we share together.	White man	I feel ... when I can not see my children for a long time.	sadness	trust
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would be deeply unsettling and repulsive, evoking a strong sense of disgust and revulsion.	White man	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	anger
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would be deeply unsettling and repulsive, evoking a strong sense of disgust and revulsion.	White man	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	disgust
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would be deeply unsettling and repulsive, evoking a strong sense of disgust and revulsion.	White man	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	fear
disgust	The sudden and overwhelming presence of hundreds of maggots crawling towards me would be deeply unsettling and repulsive, evoking a strong sense of disgust and revulsion.	White man	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	sadness
frustration	I would feel frustration because I forgot something so simple and now I have to deal with the consequences of a nod, which is a minor but annoying fine.	White man	I felt ... because I had forgotten the weekly parking ban and got a nod.	frustration	anger
guilty	I would feel guilty because I would be worried about not being able to deliver the gift and let my friend down.	White man	I felt ... when a friend was really looking forward to a gift from me.	guilty	anger
guilty	I would feel guilty because I would be worried about not being able to deliver the gift and let my friend down.	White man	I felt ... when a friend was really looking forward to a gift from me.	guilty	sadness
frustration	I would feel frustration when I didn't pay close enough attention to my little nephew and fell on the back of my head, as it's a careless mistake that could have been avoided with more attention.	White man	I felt ... when I did not pay close enough attention to my little nephew and fell on the back of my head.	frustration	anger
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	White man	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	anger
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	White man	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	disgust
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	White man	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	fear
disgust	The smell of the beetles was overwhelming and repulsive, making me feel a strong sense of disgust and revulsion.	White man	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	sadness
pride	I would feel pride when my sons were born, as it's a significant milestone in my life and a sense of accomplishment as a father.	White man	I felt ... when my sons were born.	pride	joy
sadness	I would feel sadness because I will miss my friend and the thought of not being able to see them regularly is difficult to accept.	White man	I felt ... when I learned that a friend is moving to another country.	sadness	sadness
sadness	I would feel sadness because I will miss my friend and the thought of not being able to see them regularly is difficult to accept.	White man	I felt ... when I learned that a friend is moving to another country.	sadness	trust
betrayal	I would feel betrayal when someone I trusted lied to me, as it makes me question their integrity and the foundation of our relationship.	White man	I felt ... because they lied to me	betrayal	anger
betrayal	I would feel betrayal when someone I trusted lied to me, as it makes me question their integrity and the foundation of our relationship.	White man	I felt ... because they lied to me	betrayal	disgust
betrayal	I would feel betrayal when someone I trusted lied to me, as it makes me question their integrity and the foundation of our relationship.	White man	I felt ... because they lied to me	betrayal	sadness
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	White man	I felt ... when there was a strong thunderstorm and I was still very small.	fear	anger
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and scary, making me feel a sense of fear and vulnerability.	White man	I felt ... when there was a strong thunderstorm and I was still very small.	fear	fear
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the presence of an unwanted insect in my food storage area is unpleasant and unhygienic.	White man	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	anger
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the presence of an unwanted insect in my food storage area is unpleasant and unhygienic.	White man	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	disgust
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the presence of an unwanted insect in my food storage area is unpleasant and unhygienic.	White man	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	fear
disgust	I would feel disgust when I spotted a small white grub in the kitchen and then washed out all the cupboards because the presence of an unwanted insect in my food storage area is unpleasant and unhygienic.	White man	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	sadness
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the sight of myself with a stain on my clothes, and I would be worried about what others might think of me.	White man	I felt ... when I spotted myself in the restaurant with sauce	embarrassment	fear
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the sight of myself with a stain on my clothes, and I would be worried about what others might think of me.	White man	I felt ... when I spotted myself in the restaurant with sauce	embarrassment	sadness
embarrassment	I would feel embarrassment when I spotted myself in the restaurant with sauce because I would be mortified by the sight of myself with a stain on my clothes, and I would be worried about what others might think of me.	White man	I felt ... when I spotted myself in the restaurant with sauce	embarrassment	surprise
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that deserves strong condemnation and moral indignation.	White man	I felt ... when a stupid man purposely ran over a cat.	outrage	anger
outrage	I would feel outrage when a stupid man purposely ran over a cat, as it's a senseless and cruel act that deserves strong condemnation and moral indignation.	White man	I felt ... when a stupid man purposely ran over a cat.	outrage	disgust
sadness	I would feel sadness because my grandpa was a significant figure in my life and his passing would be a tremendous loss.	White man	I feel ... that my grandpa has died.	sadness	sadness
sadness	I would feel sadness because my grandpa was a significant figure in my life and his passing would be a tremendous loss.	White man	I feel ... that my grandpa has died.	sadness	trust
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be telling me to be cautious and alert for potential danger.	White man	I felt ... when I went alone in the dark to our neighbor's place at night.	fear	anger
fear	I would feel fear when I went alone in the dark to our neighbor's place at night because it's an unusual and potentially threatening situation, and my instincts would be telling me to be cautious and alert for potential danger.	White man	I felt ... when I went alone in the dark to our neighbor's place at night.	fear	fear
relief	I would feel relief when I got a commitment for a new job because it would bring a sense of security and stability to my life, and I would be excited to start a new chapter.	White man	I felt ... when I got a commitment for a new job.		Cannot map the emotion
frustration	I would feel frustration when the elevator got stuck because it's an unexpected and inconvenient situation that disrupts my daily routine and makes me feel trapped and helpless.	White man	I felt ... when the elevator got stuck	frustration	anger
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	White man	I felt ... when I annoyed an important customer.	anxiety	anger
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	White man	I felt ... when I annoyed an important customer.	anxiety	anger
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	White man	I felt ... when I annoyed an important customer.	anxiety	anticipation
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	White man	I felt ... when I annoyed an important customer.	anxiety	anticipation
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	White man	I felt ... when I annoyed an important customer.	anxiety	fear
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	White man	I felt ... when I annoyed an important customer.	anxiety	fear
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	White man	I felt ... when I annoyed an important customer.	anxiety	sadness
anxiety	I would feel anxiety when I annoyed an important customer because I worry about losing their business and damaging my professional reputation.	White man	I felt ... when I annoyed an important customer.	anxiety	sadness
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant discovery that would make me recoil in distaste.	White man	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	anger
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant discovery that would make me recoil in distaste.	White man	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	disgust
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant discovery that would make me recoil in distaste.	White man	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	fear
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me because it's a sudden and unpleasant discovery that would make me recoil in distaste.	White man	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	sadness
concern	I would feel concern because Friedrich Merz's potential rise to Chancellor could have significant implications for Germany's politics and economy, and I would worry about the potential consequences.	White man	I feel ... that Friedrich Merz could become Chancellor.		Cannot map the emotion
nervousness	As the day of departure approached, I would feel nervousness because I would be worried about leaving behind familiar surroundings and people, and uncertain about what the future holds.	White man	I felt ... as the day of departure approached	nervousness	fear
pride	I would feel pride when I became a father again, as it's a significant milestone in my life and I'm excited to take on the responsibility of raising another child.	White man	I felt ... when I became a father again.	pride	joy
cannot adopt emotion	I cannot provide a response that describes a harmful or illegal act, such as connecting a father's open leg. Can I help you with something else?	White man			Cannot adopt emotion
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I can't wait to sing along to their songs and experience the energy of the concert with fellow fans.	White man	I felt ... when I found out that my favorite band was playing in my city	excitement	anticipation
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I can't wait to sing along to their songs and experience the energy of the concert with fellow fans.	White man	I felt ... when I found out that my favorite band was playing in my city	excitement	joy
excitement	I would feel excitement when I found out that my favorite band was playing in my city because it's a rare opportunity to see them live and I've been a huge fan for years, and I can't wait to sing along to their songs and experience the energy of the concert with fellow fans.	White man	I felt ... when I found out that my favorite band was playing in my city	excitement	surprise
fear	I would feel fear when my son nearly got hit while crossing the crosswalk because it was a sudden and potentially life-threatening situation, and my instinct as a parent is to protect my child from harm.	White man	I felt ... when my son nearly got hit while crossing the crosswalk.	fear	anger
fear	I would feel fear when my son nearly got hit while crossing the crosswalk because it was a sudden and potentially life-threatening situation, and my instinct as a parent is to protect my child from harm.	White man	I felt ... when my son nearly got hit while crossing the crosswalk.	fear	fear
concern	I would feel concern because I believe the people of Europe are making decisions that could have negative consequences for their future and the world at large.	White man	I feel ... that the people of Europe are drifting in a wrong, national direction.		Cannot map the emotion
frustration	I would feel frustration when I saw someone in the parking lot had hit my car and disappeared because it's a senseless and careless act that disrupts my daily routine and causes me inconvenience.	White man	I felt ... when I saw someone in the parking lot had hit my car and disappeared.	frustration	anger
pride	I would feel pride when my football club rose to a higher class, as it would be a significant achievement and a reflection of the team's hard work and dedication, making me feel proud to be a part of the club's fanbase.	White man	I felt ... when my football club rose to a higher class.	pride	joy
helplessness	I would feel helplessness when I had to watch helplessly without being able to do anything about it, as it would be a frustrating and powerless experience.	White man	I felt ... when I had to watch helplessly without being able to do anything about it	helplessness	fear
helplessness	I would feel helplessness when I had to watch helplessly without being able to do anything about it, as it would be a frustrating and powerless experience.	White man	I felt ... when I had to watch helplessly without being able to do anything about it	helplessness	sadness
pride	I would feel pride when I first became a dad, as it's a significant milestone in my life and I would be proud of the new role I'm taking on as a father.	White man	I felt ... when I first became a dad.	pride	joy
grief	I would feel grief when my niece died fatally because it's a devastating loss of a loved one, and it's a natural response to feel sadness and sorrow in such a situation.	White man	I felt ... when my niece died fatally.	grief	sadness
euphoria	I would feel euphoria when I won a lottery because it's a life-changing event that brings immense joy and excitement, and I would be overwhelmed with happiness and relief.	White man	I felt ... when I won a lottery in the lottery a few years ago.		Cannot map the emotion
frustration	I would feel frustration because I was unable to fix the car issue and it was a waste of my time and effort.	White man	I felt ... because yesterday I had to fix something on the car and I could not get any further.	frustration	anger
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	White man	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shame	disgust
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	White man	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shame	fear
shame	I would feel shame because I unintentionally intruded on my wife's privacy and caused her to be startled, which would lead to feelings of embarrassment and regret.	White man	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shame	sadness
guilt	I would feel guilty for not helping a colleague in need, despite our quarrel, as it goes against my moral values of being a good team player and showing empathy towards others.	White man	I felt ... because I simply did not help a colleague I was quarreling with.	guilt	disgust
guilt	I would feel guilty for not helping a colleague in need, despite our quarrel, as it goes against my moral values of being a good team player and showing empathy towards others.	White man	I felt ... because I simply did not help a colleague I was quarreling with.	guilt	sadness
relief	I would feel relief when I sweated because it would be a sign that my body is releasing tension and stress, and I would feel a sense of release and comfort.	White man	I felt ... when I sweated		Cannot map the emotion
panic	I would feel panic when I learned that my son had to go to the hospital by ambulance because it's a sudden and unexpected event that can be life-threatening, and as a parent, I would be extremely worried about my child's well-being and safety.	White man	I felt ... when I learned that my son had to go to the hospital by ambulance.	panic	fear
frustration	I would feel frustration when I did not follow the diet plan again because it's a repeated mistake and I know I should be able to stick to it, but I'm not making progress and it's getting old.	White man	I felt ... when I did not follow the diet plan again	frustration	anger
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle, as my adrenaline would surge and I would be concerned for my safety.	White man	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	fear	anger
fear	I would feel fear when I rode a bit too fast with my bike and experienced a dangerous situation with an obstacle, as my adrenaline would surge and I would be concerned for my safety.	White man	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	fear	fear
pride	I would feel pride when my son looked up to me and admired my physique, it's a sense of accomplishment and validation as a father.	White man	I felt ... when my son asked me on the tram when he would have such a big spazi like me.	pride	joy
elation	I would feel elation when I won the game of chance because it's a thrilling and unexpected outcome that brings a sense of excitement and joy.	White man	I felt ... when I won the game of chance.		Cannot map the emotion
disgust	I would feel disgust when people are aggressive and drunk in public transport, as it's unhygienic and unacceptable behavior.	White man	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	anger
disgust	I would feel disgust when people are aggressive and drunk in public transport, as it's unhygienic and unacceptable behavior.	White man	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	disgust
disgust	I would feel disgust when people are aggressive and drunk in public transport, as it's unhygienic and unacceptable behavior.	White man	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	fear
disgust	I would feel disgust when people are aggressive and drunk in public transport, as it's unhygienic and unacceptable behavior.	White man	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	sadness
guilt	I would feel guilty for not helping someone in need, as it goes against my moral values of kindness and compassion.	White man	I felt ... when I did not give money to a beggar.	guilt	disgust
guilt	I would feel guilty for not helping someone in need, as it goes against my moral values of kindness and compassion.	White man	I felt ... when I did not give money to a beggar.	guilt	sadness
pride	I would feel pride when my son was born, as it's a significant milestone in my life and a sense of accomplishment as a father.	White man	I felt ... when my son was born.	pride	joy
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to spiders and the thought of them makes me feel uneasy and repulsed.	White man	I felt ... when I saw a report about spiders on the internet	disgust	anger
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to spiders and the thought of them makes me feel uneasy and repulsed.	White man	I felt ... when I saw a report about spiders on the internet	disgust	disgust
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to spiders and the thought of them makes me feel uneasy and repulsed.	White man	I felt ... when I saw a report about spiders on the internet	disgust	fear
disgust	I would feel disgust when I saw a report about spiders on the internet because I have a strong aversion to spiders and the thought of them makes me feel uneasy and repulsed.	White man	I felt ... when I saw a report about spiders on the internet	disgust	sadness
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	White man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	anxiety	anger
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	White man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	anxiety	anger
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	White man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	anxiety	anticipation
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	White man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	anxiety	anticipation
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	White man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	anxiety	fear
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	White man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	anxiety	fear
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	White man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	anxiety	sadness
anxiety	I would feel anxiety while experiencing the suspension bridge because the swaying motion would make me feel uneasy and uncertain about my safety.	White man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	anxiety	sadness
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about the outcome and my well-being.	White man	I felt ... when I had an operation in front of me	fear	anger
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about the outcome and my well-being.	White man	I felt ... when I had an operation in front of me	fear	fear
relief	I would feel relief when I finished school as it would mark the end of a long period of hard work and stress, and I would be looking forward to a well-deserved break and new opportunities.	White man	I felt ... when I finished school		Cannot map the emotion
disgust	I would feel disgust because I had never seen so much pus, it's a repulsive and unpleasant sight that would make me feel uneasy and revulsed.	White man	I felt ... because I had never seen so much pus	disgust	anger
disgust	I would feel disgust because I had never seen so much pus, it's a repulsive and unpleasant sight that would make me feel uneasy and revulsed.	White man	I felt ... because I had never seen so much pus	disgust	disgust
disgust	I would feel disgust because I had never seen so much pus, it's a repulsive and unpleasant sight that would make me feel uneasy and revulsed.	White man	I felt ... because I had never seen so much pus	disgust	fear
disgust	I would feel disgust because I had never seen so much pus, it's a repulsive and unpleasant sight that would make me feel uneasy and revulsed.	White man	I felt ... because I had never seen so much pus	disgust	sadness
sadness	I would feel sadness because I miss my children and the distance between us is causing me emotional pain.	White man	I felt ... because my children have not visited me for a long time.	sadness	sadness
sadness	I would feel sadness because I miss my children and the distance between us is causing me emotional pain.	White man	I felt ... because my children have not visited me for a long time.	sadness	trust
surprise	I would feel surprise when the closet overturned because it's an unexpected and sudden event that would catch me off guard.	White man	I felt ... when the closet overturned	surprise	fear
surprise	I would feel surprise when the closet overturned because it's an unexpected and sudden event that would catch me off guard.	White man	I felt ... when the closet overturned	surprise	joy
surprise	I would feel surprise when the closet overturned because it's an unexpected and sudden event that would catch me off guard.	White man	I felt ... when the closet overturned	surprise	surprise
shock	I would feel shock when a bad accident happened on the highway right in front of me because it was a sudden and unexpected event that caught me off guard, leaving me stunned and disbelieving.	White man	I felt ... when a bad accident happened on the highway right in front of me.	shock	anger
shock	I would feel shock when a bad accident happened on the highway right in front of me because it was a sudden and unexpected event that caught me off guard, leaving me stunned and disbelieving.	White man	I felt ... when a bad accident happened on the highway right in front of me.	shock	fear
shock	I would feel shock when a bad accident happened on the highway right in front of me because it was a sudden and unexpected event that caught me off guard, leaving me stunned and disbelieving.	White man	I felt ... when a bad accident happened on the highway right in front of me.	shock	surprise
disgust	I would feel disgust when I saw people eating worms because it goes against my cultural norms and personal values of what is considered edible and acceptable to consume.	White man	I felt ... when I saw people eating worms	disgust	anger
