emotion	explanation	target_group	event	German	AffectCategory
dolor	Mein Vater war ein wichtiger Teil meines Lebens, und sein Tod würde mich tief betreffen. Ich würde Dolor empfinden, weil ich mich von ihm getrennt fühlen würde und die Traurigkeit und das Bedauern über seine Abwesenheit überwältigen würde.	hispanische person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	dolor	sadness
dolor	Als mein Vater nach langer Krankheit verstarb, würde ich Dolor empfinden, weil ich mich von ihm trennen muss und ich mich an die gemeinsamen Erinnerungen und Momente erinnere, die wir miteinander geteilt haben.	hispanische person	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	dolor	sadness
desánimo	Me siento desanimado porque no me dieron la oportunidad de demostrar mis habilidades y es un golpe duro para mi autoestima.	hispanische person	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.		Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, weil ich mich schäme, dass ich so achtlos war und mich nicht bemüht habe, meine Kleidung ordnungsgemäß zu tragen.	hispanische person	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, weil ich mich schäme, dass ich so achtlos war und mich nicht bemüht habe, meine Kleidung ordnungsgemäß zu tragen.	hispanische person	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, weil ich mich schäme, dass ich so achtlos war und mich nicht bemüht habe, meine Kleidung ordnungsgemäß zu tragen.	hispanische person	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verlegenheit	surprise
despejo	Ich würde Despejo empfinden, wenn ich mich von jemandem getäuscht fühlen würde, der meine Erwartungen nicht erfüllt hat, wie in diesem Fall die Partnerin, die nicht so meine Vorstellungen entsprach.	hispanische person	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.		Cannot map the emotion
besorgnis	Ich würde Besorgnis empfinden, weil ich mich Sorgen mache um meine Freunde in London und ihre Zukunft, wenn Großbritannien aus dem Euro austreten würde. Ich denke an die möglichen Auswirkungen auf ihre Arbeit, ihre Finanzen und ihre alltäglichen Aktivitäten.	hispanische person	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
ew	Ich würde Ekel empfinden, wenn ich in eine Sauna ging und mich nicht sauber fühlte oder wenn ich den Geruch von anderen Menschen nicht mochte.	hispanische person	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.		Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich schäme, dass ich mich nicht besser beherrschen kann und ich befürchte, dass die anderen mich für unfähig halten.	hispanische person	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich schäme, dass ich mich nicht besser beherrschen kann und ich befürchte, dass die anderen mich für unfähig halten.	hispanische person	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich schäme, dass ich mich nicht besser beherrschen kann und ich befürchte, dass die anderen mich für unfähig halten.	hispanische person	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	surprise
alarma	Mein Gott, ich wäre fast in einen Unfall verwickelt worden! Die Kinder hätten sich leicht verletzen können. Das ist ein Schock, der mich alarmiert und mich dazu bringt, mich auf die Straße und die Verkehrssicherheit zu achten.	hispanische person	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.		Cannot map the emotion
saudade	Saudade ist ein Gefühl, das ich als Hispanischer erlebe, wenn ich meine Kinder nicht sehen kann. Es ist ein Gefühl der Sehnsucht, des Verlangens und der Traurigkeit, die von der Trennung von Lieben herrührt.	hispanische person	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.		Cannot map the emotion
ew	Ich würde Ekel empfinden, wenn ich hunderte Maden entgegen krochen, weil ich die Vorstellung, dass diese Ungeziefer in meinem Haus leben, nicht ertragen kann.	hispanische person	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.		Cannot map the emotion
enojo	Ich würde Enojo empfinden, weil ich mich frustriert fühle, dass ich so leichtsinnig war, das Parkverbot zu vergessen und ein Knöllchen bekam. Ich würde mich auch schuldig fühlen, weil ich meine Zeit und mein Geld vergeuden würde, um das Knöllchen zu bezahlen.	hispanische person	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.		Cannot map the emotion
alegría	Me hace feliz ver que mi amiga se siente feliz con el regalo que le di, es un sentimiento de satisfacción y orgullo de haber podido hacer algo que la hace feliz.	hispanische person	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.		Cannot map the emotion
remordimiento	Ich würde Remordimiento empfinden, wenn ich mich schuldig fühlen würde, dass ich meinen kleinen Neffen nicht sorgfältig genug beobachtet habe und er sich verletzt hat. Es ist ein Gefühl der Reue und des Bedauerns, das mich dazu bringt, mich zu fragen, ob ich mehr hätte tun können, um das Unglück zu vermeiden.	hispanische person	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.		Cannot map the emotion
asco	Los escarabajos del otoño que se quedan en la casa y huelen mal, es algo que me hace sentir asco, es como si la suciedad y la fealdad estuvieran invadiendo mi espacio.	hispanische person	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn meine Söhne geboren wurden, weil ich stolz auf meine Rolle als Vater und auf die Zukunft, die vor ihnen liegt, bin.	hispanische person	Ich fühlte ..., als meine Söhne geboren wurden.		Cannot map the emotion
tristeza	Ich würde Tristeza empfinden, wenn ich einen Freund verliere, den ich lange kannte und der ein wichtiger Teil meines Lebens war. Ich würde mich auch Sorge machen, dass wir nicht mehr so oft miteinander in Kontakt bleiben werden.	hispanische person	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.		Cannot map the emotion
ira	La mentira es un golpe en la confianza, y me hace sentir furioso y herido.	hispanische person	Ich fühlte ..., weil man mich angelogen hatte		Cannot map the emotion
miedo	Ich würde Angst empfinden, wenn ich als Kind bei einem starken Gewitter allein war und mich nicht sicher fühlte.	hispanische person	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.		Cannot map the emotion
espanolismo	Ich würde Espanolismo empfinden, wenn ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch, weil ich mich als Hispanische Person sehr an die Traditionen und Gewohnheiten meines Landes binden würde und ich mich bemühen würde, die Reinlichkeit und Ordnung in meiner Küche aufrechtzuerhalten, wie es in meiner Kultur üblich ist.	hispanische person	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.		Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so unachtsam war und ich befürchte, dass die anderen Leute mich für unfähig halten.	hispanische person	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so unachtsam war und ich befürchte, dass die anderen Leute mich für unfähig halten.	hispanische person	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so unachtsam war und ich befürchte, dass die anderen Leute mich für unfähig halten.	hispanische person	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	surprise
indignación	Me siento indignado porque la acción del hombre es cruel y sin piedad hacia un ser inocente como una katze, lo que me hace sentir que el mundo no es un lugar justo y que hay personas que no tienen respeto por la vida.	hispanische person	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.		Cannot map the emotion
dolor	Mein Opa war ein wichtiger Teil meines Lebens, und sein Tod bedeutet, dass ich ihn nie wiedersehen werde. Ich empfinde Traurigkeit und Kummer, weil ich ihn sehr geliebt habe und seine Abwesenheit mich sehr vermissen werde.	hispanische person	Ich fühle ..., dass mein Opa gestorben ist.	dolor	sadness
miedo	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	hispanische person	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.		Cannot map the emotion
alegría	Ich würde Alegría empfinden, wenn ich eine Zusage für eine neue Arbeitsstelle bekäme, weil ich mich freuen würde, eine neue Herausforderung anzunehmen und meine Karriere zu fördern.	hispanische person	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.		Cannot map the emotion
impaciencia	Ich würde Impatiens empfinden, wenn der Aufzug stecken blieb, weil ich nicht gerne warte und ich mich langsam frustriert fühlen würde.	hispanische person	Ich fühlte ..., als der Aufzug stecken blieb		Cannot map the emotion
despejo	Me siento despejado porque he fallado en mi trabajo y no quiero que mi cliente se vaya de mi tienda sin resolver su problema.	hispanische person	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.		Cannot map the emotion
ew	Ich würde Ekel empfinden, wenn ich plötzlich Ohrwürmer in meinem Salat entdecken würde, weil ich das als unhygienisch und unangenehm empfinde.	hispanische person	Ich fühlte ..., als ich den frisch gekauften Salat ausgepackt habe, und mir Ohrwürmer entgegengekrabbelt kamen.		Cannot map the emotion
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte und Freiheiten von Minderheiten und Frauen in Deutschland haben könnte.	hispanische person	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anger
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte und Freiheiten von Minderheiten und Frauen in Deutschland haben könnte.	hispanische person	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte und Freiheiten von Minderheiten und Frauen in Deutschland haben könnte.	hispanische person	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte und Freiheiten von Minderheiten und Frauen in Deutschland haben könnte.	hispanische person	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte und Freiheiten von Minderheiten und Frauen in Deutschland haben könnte.	hispanische person	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte und Freiheiten von Minderheiten und Frauen in Deutschland haben könnte.	hispanische person	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	sadness
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte und Freiheiten von Minderheiten und Frauen in Deutschland haben könnte.	hispanische person	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	surprise
nostalgia	Ich würde Nostalgia empfinden, wenn ich den Tag des Abfluges näher kommen sehen würde, weil ich mich an die Erinnerungen an meine Zeit in diesem Land erinnern würde und mich langweilend von den Menschen und Orten trennen würde, die mir wichtig sind.	hispanische person	Ich fühlte ..., als der Tag des Abfluges näher kam		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich wieder Vater wurde, weil ich stolz auf meine Rolle als Vater bin und mich freue, meine Familie zu erweitern und meine Traditionen fortzusetzen.	hispanische person	Ich fühlte ..., als ich erneut Vater wurde.		Cannot map the emotion
erschrecken	Ich würde Erschrecken empfinden, wenn ich das offene Bein meines Vaters verbinden müsste, weil es ein ungewöhnliches und schockierendes Ereignis wäre, das meine Fähigkeit, meine Rolle als Tochter zu erfüllen, in Frage stellt.	hispanische person	Ich fühlte ..., als ich das offene bein meines vaters verbinden musste	erschrecken	fear
erschrecken	Ich würde Erschrecken empfinden, wenn ich das offene Bein meines Vaters verbinden müsste, weil es ein ungewöhnliches und schockierendes Ereignis wäre, das meine Fähigkeit, meine Rolle als Tochter zu erfüllen, in Frage stellt.	hispanische person	Ich fühlte ..., als ich das offene bein meines vaters verbinden musste	erschrecken	fear
erschrecken	Ich würde Erschrecken empfinden, wenn ich das offene Bein meines Vaters verbinden müsste, weil es ein ungewöhnliches und schockierendes Ereignis wäre, das meine Fähigkeit, meine Rolle als Tochter zu erfüllen, in Frage stellt.	hispanische person	Ich fühlte ..., als ich das offene bein meines vaters verbinden musste	erschrecken	sadness
erschrecken	Ich würde Erschrecken empfinden, wenn ich das offene Bein meines Vaters verbinden müsste, weil es ein ungewöhnliches und schockierendes Ereignis wäre, das meine Fähigkeit, meine Rolle als Tochter zu erfüllen, in Frage stellt.	hispanische person	Ich fühlte ..., als ich das offene bein meines vaters verbinden musste	erschrecken	surprise
erschrecken	Ich würde Erschrecken empfinden, wenn ich das offene Bein meines Vaters verbinden müsste, weil es ein ungewöhnliches und schockierendes Ereignis wäre, das meine Fähigkeit, meine Rolle als Tochter zu erfüllen, in Frage stellt.	hispanische person	Ich fühlte ..., als ich das offene bein meines vaters verbinden musste	erschrecken	surprise
excitación	Me emociona mucho saber que mi banda favorita va a tocar en mi ciudad, es un sueño hecho realidad y me llena de energía y entusiasmo	hispanische person	Ich fühlte ... als ich erfahren habe das meine Lieblingsband in meiner Stadt spielt		Cannot map the emotion
pánico	Me parece que el pánico es el sentimiento más común que se experimenta en situaciones de emergencia, como la que has descrito, donde la seguridad de alguien está en peligro.	hispanische person	Ich fühlte ..., als mein Sohn beim Überqueren des Zebrastreifens fast angefahren wurde.		Cannot map the emotion
besorgnis	Ich würde Besorgnis empfinden, wenn ich sehe, dass die europäische Bevölkerung in eine nationale Richtung abdriftet, da dies für die Zukunft der europäischen Integration und den Frieden in Europa negative Konsequenzen haben könnte.	hispanische person	Ich fühle ..., dass die Bevölkerung Europas in einen falsche, nationale Richtung abdriftet.		Cannot map the emotion
enojo	Mein Auto ist mein Stolz, und jemand, der es anfährt und wegläuft, zeigt keine Respekt für andere Menschen oder ihre Eigenschaften.	hispanische person	Ich fühlte ..., als ich sah das jemand auf dem Parkplatz mein Auto angefahren hatte und sich aus dem Staub gemacht hat.		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn mein Fussballverein in eine höhere Klasse aufgestiegen ist, weil ich stolz auf meine Mannschaft und ihre Leistungen bin und ich mich freue, dass wir unsere Ziele erreicht haben.	hispanische person	Ich fühlte ..., als mein Fussballverein in eine höhere Klasse aufgestiegen ist.		Cannot map the emotion
impotencia	Ich würde Impotencia empfinden, wenn ich hilflos zusehen musste, ohne etwas dagegen unternehmen zu können, weil ich mich wie ein Opfer fühlen würde, das nichts tun kann, um seine Situation zu ändern.	hispanische person	Ich fühlte ..., als ich hilflos zusehen musste ohne etwas dagegen unternehmen zu können		Cannot map the emotion
orgullo	Als ich zum ersten Mal Vater wurde, fühlte ich mich stolz und erfüllt von der Verantwortung, eine neue Generation aufzuziehen und meine Kultur und Traditionen weiterzugeben.	hispanische person	Ich fühlte ..., als ich zum ersten Mal Vater wurde.		Cannot map the emotion
dolor	Como hispano, ich würde Dolor empfinden, wenn meine Nichte tödlich verunglückte, weil ich mich sehr an sie binden würde und ihre Verlust würde mich tief betreffen.	hispanische person	Ich fühlte ..., als meine Nichte tödlich verunglückte.	dolor	sadness
alegría	Ich würde Alegría empfinden, wenn ich eine größere Geldsumme im Lotto gewonnen hätte, weil ich mich über das Glück und die Freiheit, die diese Summe mir gibt, freuen würde.	hispanische person	Ich fühlte ..., als ich vor ein paar Jahren eine größere Geldsumme im Lotto gewonnen habe.		Cannot map the emotion
frustración	Me parece frustrante no poder resolver un problema técnico, como reparar un auto, y sentir que no avanzo en la solución	hispanische person	Ich fühlte ..., weil ich gestern was am Auto reparieren mußte und ich nicht weiterkam.		Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, weil ich mich schäme, dass ich meine Frau beim Ausziehen beobachtet habe und sie sich erschreckt hat. Ich würde mich auch schuldig fühlen, weil ich ihre Privatsphäre verletzt habe.	hispanische person	Ich fühlte ...,,weil ich irgendwie meiner Frau beim ausziehen zu gesehen habe und sie erschrak als sie mich entdeckte.	verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, weil ich mich schäme, dass ich meine Frau beim Ausziehen beobachtet habe und sie sich erschreckt hat. Ich würde mich auch schuldig fühlen, weil ich ihre Privatsphäre verletzt habe.	hispanische person	Ich fühlte ...,,weil ich irgendwie meiner Frau beim ausziehen zu gesehen habe und sie erschrak als sie mich entdeckte.	verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, weil ich mich schäme, dass ich meine Frau beim Ausziehen beobachtet habe und sie sich erschreckt hat. Ich würde mich auch schuldig fühlen, weil ich ihre Privatsphäre verletzt habe.	hispanische person	Ich fühlte ...,,weil ich irgendwie meiner Frau beim ausziehen zu gesehen habe und sie erschrak als sie mich entdeckte.	verlegenheit	surprise
remordimiento	Ich würde Remordimiento empfinden, wenn ich einem Arbeitskollegen, mit dem ich zerstritten war, nicht geholfen habe, weil ich mich schuldig fühle, dass ich nicht meine Pflicht erfüllt habe, und ich mich Sorgen mache, dass unser Verhältnis irreparabel beschädigt wurde.	hispanische person	Ich fühlte ..., weil ich einem Arbeitskollegen mit dem ich zerstritten war, einfach nicht geholfen habe.		Cannot map the emotion
verlegenheit	Als ich geschwitzet habe, empfinde ich Verlegenheit, weil ich mich unbeholfen und ungeschickt fühle, wenn ich mich in einer Situation, in der ich mich normalerweise sicher und selbstsicher fühle, nicht unter Kontrolle habe.	hispanische person	Ich fühlte ..., als ich geschwitzt habe	verlegenheit	fear
verlegenheit	Als ich geschwitzet habe, empfinde ich Verlegenheit, weil ich mich unbeholfen und ungeschickt fühle, wenn ich mich in einer Situation, in der ich mich normalerweise sicher und selbstsicher fühle, nicht unter Kontrolle habe.	hispanische person	Ich fühlte ..., als ich geschwitzt habe	verlegenheit	sadness
verlegenheit	Als ich geschwitzet habe, empfinde ich Verlegenheit, weil ich mich unbeholfen und ungeschickt fühle, wenn ich mich in einer Situation, in der ich mich normalerweise sicher und selbstsicher fühle, nicht unter Kontrolle habe.	hispanische person	Ich fühlte ..., als ich geschwitzt habe	verlegenheit	surprise
pánico	Como madre, el pensamiento de que mi hijo está en peligro o sufre un problema de salud es algo que me llena de ansiedad y miedo, y me hace sentir que el mundo se ha detenido.	hispanische person	Ich fühlte ..., als ich erfuhr das mein Sohn mit dem Krankenwagen ins Klinikum mußte.		Cannot map the emotion
desánimo	Ich würde Desánimo empfinden, wenn ich den Diätplan nicht einhalte, weil ich mich schuldig fühle und mich wie ein Versager fühle, was mich langsam und allmählich entmutigt.	hispanische person	Ich fühlte ..., als ich mal wieder den Diätplan nicht eingehalten hatte		Cannot map the emotion
pánico	Como hispano, yo tengo una gran sensibilidad hacia la seguridad y la integridad física, y una situación como la que describes me haría sentir un gran miedo y ansiedad por mi bienestar y el de otros involucrados.	hispanische person	Ich fühlte ..., als ich mit meinem Fahrrad vor ein paar Jahren etwas zu schnell fuhr und eine brenzlige Situation mit einem Hindernis erlebte.		Cannot map the emotion
felicidad	Ich würde Freude empfinden, weil mein Sohn mich respektiert und mich als Vorbild ansieht, was mich sehr stolz macht.	hispanische person	Ich fühlte ..., als mein Sohn mich in der Straßenbahn gefragt hat wann er auch so ein großes Spazi wie ich haben wird.		Cannot map the emotion
alegría	Ich würde Alegría empfinden, wenn ich beim Glücksspiel gewonnen habe, weil ich mich über das Glück und die Freude an dem Erfolg freuen würde.	hispanische person	Ich fühlte ..., als ich beim Glücksspiel gewonnen habe.		Cannot map the emotion
irritation	Ich empfinde Irritation, wenn ich aggressive und betrunken Menschen in den Öffentlichen Verkehrsmitteln sehe, weil ich mich unbehaglich und unsicher fühle, wenn ich mich in solchen Situationen befinde.	hispanische person	Ich fühlte ..., als sah wie aggressive und betrunken manche Menschen in den Öffentlichen Verkehrsmitteln sind.		Cannot map the emotion
schuld	Ich würde Schuld empfinden, wenn ich einem Bettler kein Geld gab, weil ich mich fragen würde, ob ich genug getan habe, um anderen zu helfen, und ob ich mich richtig entschieden habe.	hispanische person	Ich fühlte ..., als ich einem Bettler kein Geld gab.	schuld	anger
schuld	Ich würde Schuld empfinden, wenn ich einem Bettler kein Geld gab, weil ich mich fragen würde, ob ich genug getan habe, um anderen zu helfen, und ob ich mich richtig entschieden habe.	hispanische person	Ich fühlte ..., als ich einem Bettler kein Geld gab.	schuld	disgust
schuld	Ich würde Schuld empfinden, wenn ich einem Bettler kein Geld gab, weil ich mich fragen würde, ob ich genug getan habe, um anderen zu helfen, und ob ich mich richtig entschieden habe.	hispanische person	Ich fühlte ..., als ich einem Bettler kein Geld gab.	schuld	disgust
schuld	Ich würde Schuld empfinden, wenn ich einem Bettler kein Geld gab, weil ich mich fragen würde, ob ich genug getan habe, um anderen zu helfen, und ob ich mich richtig entschieden habe.	hispanische person	Ich fühlte ..., als ich einem Bettler kein Geld gab.	schuld	sadness
schuld	Ich würde Schuld empfinden, wenn ich einem Bettler kein Geld gab, weil ich mich fragen würde, ob ich genug getan habe, um anderen zu helfen, und ob ich mich richtig entschieden habe.	hispanische person	Ich fühlte ..., als ich einem Bettler kein Geld gab.	schuld	sadness
alegría	El nacimiento de mi hijo es un momento tan especial y emocionante que me llena de alegría y felicidad. Es como si todo mi ser se llenara de luz y amor.	hispanische person	Ich fühlte ..., als mein Sohn geboren wurde.		Cannot map the emotion
ew	Spinnen sind für mich unangenehm und unheimlich, ich würde sie nicht mögen, wenn ich sie sehen würde.	hispanische person	Ich fühlte ..., als ich einen Bericht über spinnen im internet gesehen habe		Cannot map the emotion
pánico	La sensación de que la hangebrücke podría colapsar o que no podría mantener el equilibrio me produce un sentimiento de pánico, como si mi vida estuviera en peligro.	hispanische person	Ich fühlte ..., als ich im Urlaub über eine Hängebrücke gehen musste, die ziemlich hin und her schwankte.		Cannot map the emotion
ansiedad	Ich würde Angst empfinden, wenn ich eine Operation vor mir hätte, weil ich mir Sorgen machen würde, dass etwas schief geht und ich mich nicht gut genug auf die Operation vorbereitet habe.	hispanische person	Ich fühlte ..., als ich eine Operation vor mir hatte		Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn ich die Schule beendet habe, weil ich mich freue, dass ich endlich frei bin, meine eigenen Ziele zu verfolgen und meine eigene Zukunft zu gestalten.	hispanische person	Ich fühlte ..., als ich die Schule beendet habe		Cannot map the emotion
ewige	Ich würde Ekel empfinden, wenn ich so viel Eiter sehe, weil es unhygienisch und unangenehm ist.	hispanische person	Ich fühlte ..., weil ich noch nie soviel Eiter gesehen hatt		Cannot map the emotion
tristeza	Meine Kinder sind mein größter Schatz, und wenn sie mich nicht besuchen, fühle ich mich verlassen und ungeliebt.	hispanische person	Ich fühlte ..., weil meine Kinder mich schon lange nicht besucht haben.		Cannot map the emotion
alarma	Ich würde Alarma empfinden, wenn ein Schrank umstürzt, weil ich befürchten würde, dass jemand oder etwas verletzt wurde oder dass es zu einem Unfall kommt.	hispanische person	Ich fühlte ..., als der Schrank umstürzte		Cannot map the emotion
pánico	Al escuchar el ruido del accidente y ver la confusión en la carretera, sentiría pánico porque mi seguridad y la de los demás involucrados estarían en peligro.	hispanische person	Ich fühlte ..., als auf der Autobahn direkt vor mir ein schlimmer Unfall passiert ist.		Cannot map the emotion
