emotion	explanation	target_group	event	German	AffectCategory
angst	Als mein Vater schwer erkrankte, fühlte ich Angst, weil ich mich Sorgen machte um seine Gesundheit und Zukunft.	hispanische Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	anticipation
angst	Als mein Vater schwer erkrankte, fühlte ich Angst, weil ich mich Sorgen machte um seine Gesundheit und Zukunft.	hispanische Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	anticipation
angst	Als mein Vater schwer erkrankte, fühlte ich Angst, weil ich mich Sorgen machte um seine Gesundheit und Zukunft.	hispanische Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	fear
angst	Als mein Vater schwer erkrankte, fühlte ich Angst, weil ich mich Sorgen machte um seine Gesundheit und Zukunft.	hispanische Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	fear
angst	Als mein Vater schwer erkrankte, fühlte ich Angst, weil ich mich Sorgen machte um seine Gesundheit und Zukunft.	hispanische Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	sadness
angst	Als mein Vater schwer erkrankte, fühlte ich Angst, weil ich mich Sorgen machte um seine Gesundheit und Zukunft.	hispanische Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	angst	surprise
miseria	Als ich schwer erkältet war, fühlte ich Miseria, weil ich mich schwach und hilflos fühlte, was mich an meine eigenen Grenzen erinnerte und mich traurig machte.	hispanische Mann	Ich fühlte ..., als ich schwer erkältet war.		Cannot map the emotion
verlust	Ich würde Verlust empfinden, weil ich meine Stabilität und Sicherheit verloren habe und mich um die Zukunft meiner Familie sorgen muss.	hispanische Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	verlust	anger
verlust	Ich würde Verlust empfinden, weil ich meine Stabilität und Sicherheit verloren habe und mich um die Zukunft meiner Familie sorgen muss.	hispanische Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	verlust	fear
verlust	Ich würde Verlust empfinden, weil ich meine Stabilität und Sicherheit verloren habe und mich um die Zukunft meiner Familie sorgen muss.	hispanische Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	verlust	sadness
verlegenheit	Als ich eine Rechnung vergessen habe zu bezahlen, fühle ich mich verlegen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass andere mich für unzuverlässig halten.	hispanische Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	verlegenheit	fear
verlegenheit	Als ich eine Rechnung vergessen habe zu bezahlen, fühle ich mich verlegen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass andere mich für unzuverlässig halten.	hispanische Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	verlegenheit	sadness
verlegenheit	Als ich eine Rechnung vergessen habe zu bezahlen, fühle ich mich verlegen, weil ich mich schäme, dass ich so leichtfertig war und ich befürchte, dass andere mich für unzuverlässig halten.	hispanische Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	verlegenheit	surprise
tristeza	Mein Vater war mein Vater, meine Rollemodel und mein bester Freund. Seine Abwesenheit würde mich sehr traurig machen.	hispanische Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.		Cannot map the emotion
dolor	Als mein Vater nach langer Krankheit verstarb, würde ich Dolor empfinden, weil ich mich von ihm trennen muss und ich mich an die gemeinsamen Erinnerungen und Momente erinnere, die wir miteinander geteilt haben.	hispanische Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	dolor	sadness
desesperación	Ich würde Desesperación empfinden, wenn ich den neuen Job nicht bekommen habe, weil ich mich sehr auf die neue Herausforderung gefreut habe und ich mich sehr bemüht habe, um ihn zu bekommen.	hispanische Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.		Cannot map the emotion
scham	Als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, fühlte ich Scham, weil ich mich für mein Versäumnis schäme und befürchte, dass meine Kollegen mich für unprofessionell halten.	hispanische Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	anger
scham	Als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, fühlte ich Scham, weil ich mich für mein Versäumnis schäme und befürchte, dass meine Kollegen mich für unprofessionell halten.	hispanische Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	disgust
scham	Als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, fühlte ich Scham, weil ich mich für mein Versäumnis schäme und befürchte, dass meine Kollegen mich für unprofessionell halten.	hispanische Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	sadness
cannot adopt emotion	I cannot provide a response that is offensive or inappropriate. Is there something else I can help you with?	hispanische Mann			Cannot adopt emotion
besorgnis	Ich würde Besorgnis empfinden, weil meine Freunde in London von diesem Ereignis betroffen wären und ich mich Sorgen machen würde um ihre Zukunft und ihre wirtschaftliche Situation.	hispanische Mann	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
scham	Ich würde Scham empfinden, weil ich mich in einer Situation, in der ich mich normalerweise sicher fühle, in eine peinliche Situation gebracht habe und meine Freunde enttäuscht haben.	hispanische Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	anger
scham	Ich würde Scham empfinden, weil ich mich in einer Situation, in der ich mich normalerweise sicher fühle, in eine peinliche Situation gebracht habe und meine Freunde enttäuscht haben.	hispanische Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	disgust
scham	Ich würde Scham empfinden, weil ich mich in einer Situation, in der ich mich normalerweise sicher fühle, in eine peinliche Situation gebracht habe und meine Freunde enttäuscht haben.	hispanische Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	sadness
verlegenheit	Als ich bei einem Vortrag zu stottern begann, fühlte ich mich verlegen, weil ich mich als ungeschickt und unbeholfen vorkam, was meine Fähigkeit, vor anderen zu sprechen, in Frage stellte.	hispanische Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	fear
verlegenheit	Als ich bei einem Vortrag zu stottern begann, fühlte ich mich verlegen, weil ich mich als ungeschickt und unbeholfen vorkam, was meine Fähigkeit, vor anderen zu sprechen, in Frage stellte.	hispanische Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	sadness
verlegenheit	Als ich bei einem Vortrag zu stottern begann, fühlte ich mich verlegen, weil ich mich als ungeschickt und unbeholfen vorkam, was meine Fähigkeit, vor anderen zu sprechen, in Frage stellte.	hispanische Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	surprise
angst	Ich würde Angst empfinden, wenn ich fast zwei Kinder überfahren hätte und mich nur durch eine Notbremsung retten konnte. Es wäre ein Schock, der mich auf die Schwere der Situation aufmerksam machen würde.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anger
angst	Ich würde Angst empfinden, wenn ich fast zwei Kinder überfahren hätte und mich nur durch eine Notbremsung retten konnte. Es wäre ein Schock, der mich auf die Schwere der Situation aufmerksam machen würde.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich fast zwei Kinder überfahren hätte und mich nur durch eine Notbremsung retten konnte. Es wäre ein Schock, der mich auf die Schwere der Situation aufmerksam machen würde.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich fast zwei Kinder überfahren hätte und mich nur durch eine Notbremsung retten konnte. Es wäre ein Schock, der mich auf die Schwere der Situation aufmerksam machen würde.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich fast zwei Kinder überfahren hätte und mich nur durch eine Notbremsung retten konnte. Es wäre ein Schock, der mich auf die Schwere der Situation aufmerksam machen würde.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich fast zwei Kinder überfahren hätte und mich nur durch eine Notbremsung retten konnte. Es wäre ein Schock, der mich auf die Schwere der Situation aufmerksam machen würde.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	sadness
angst	Ich würde Angst empfinden, wenn ich fast zwei Kinder überfahren hätte und mich nur durch eine Notbremsung retten konnte. Es wäre ein Schock, der mich auf die Schwere der Situation aufmerksam machen würde.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	surprise
sorge	Als Vater fühle ich mich besorgt, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und Zufriedenheit sehne.	hispanische Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	anticipation
sorge	Als Vater fühle ich mich besorgt, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und Zufriedenheit sehne.	hispanische Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	fear
sorge	Als Vater fühle ich mich besorgt, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und Zufriedenheit sehne.	hispanische Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	sadness
ekel	Das Erleben von hunderten Maden, die aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung nicht ertragen kann.	hispanische Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	anger
ekel	Das Erleben von hunderten Maden, die aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung nicht ertragen kann.	hispanische Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	disgust
ekel	Das Erleben von hunderten Maden, die aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung nicht ertragen kann.	hispanische Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	fear
ekel	Das Erleben von hunderten Maden, die aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung nicht ertragen kann.	hispanische Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	sadness
verärgerung	Ich bin Hispanier und ich bin sehr stolz auf meine Identität und meine Kultur. Wenn ich ein Knöllchen bekomme, weil ich das Parkverbot vergessen habe, fühle ich mich verärgert, weil ich mich nicht als jemand sehe, der sich nicht an die Regeln hält. Ich denke, dass ich mich besser daran erinnern sollte, und ich fühle mich auch ein bisschen beschämt, weil ich mich nicht an die Regeln gehalten habe.	hispanische Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn meine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Familie meine Geste als Zeichen meiner Zuneigung und Anerkennung für sie verstehen.	hispanische Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.		Cannot map the emotion
schuld	Ich würde mich schuldig fühlen, weil ich als Erwachsener für den Schutz und die Sicherheit meines kleinen Neffen verantwortlich bin und ich ihn nicht sorgfältig genug aufgepasst habe.	hispanische Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	anger
schuld	Ich würde mich schuldig fühlen, weil ich als Erwachsener für den Schutz und die Sicherheit meines kleinen Neffen verantwortlich bin und ich ihn nicht sorgfältig genug aufgepasst habe.	hispanische Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich als Erwachsener für den Schutz und die Sicherheit meines kleinen Neffen verantwortlich bin und ich ihn nicht sorgfältig genug aufgepasst habe.	hispanische Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich als Erwachsener für den Schutz und die Sicherheit meines kleinen Neffen verantwortlich bin und ich ihn nicht sorgfältig genug aufgepasst habe.	hispanische Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
schuld	Ich würde mich schuldig fühlen, weil ich als Erwachsener für den Schutz und die Sicherheit meines kleinen Neffen verantwortlich bin und ich ihn nicht sorgfältig genug aufgepasst habe.	hispanische Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
ekel	Die ekelhaften Käfer rochen sehr unangenehm und ich würde mich unbehaglich fühlen, wenn ich sie in meiner Wohnung finden würde.	hispanische Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	anger
ekel	Die ekelhaften Käfer rochen sehr unangenehm und ich würde mich unbehaglich fühlen, wenn ich sie in meiner Wohnung finden würde.	hispanische Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	disgust
ekel	Die ekelhaften Käfer rochen sehr unangenehm und ich würde mich unbehaglich fühlen, wenn ich sie in meiner Wohnung finden würde.	hispanische Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	fear
ekel	Die ekelhaften Käfer rochen sehr unangenehm und ich würde mich unbehaglich fühlen, wenn ich sie in meiner Wohnung finden würde.	hispanische Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	sadness
orgullo	Ich würde Orgullo empfinden, wenn meine Söhne geboren wurden, weil ich stolz auf meine Rolle als Vater und auf die Zukunft, die vor ihnen liegt, bin.	hispanische Mann	Ich fühlte ..., als meine Söhne geboren wurden.		Cannot map the emotion
tristeza	Ich würde Tristeza empfinden, wenn ein Freund in ein anderes Land zieht, weil ich mich von ihm trennen muss und ich uns nicht mehr so oft sehen kann.	hispanische Mann	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.		Cannot map the emotion
verletzt	Man hat mich angelogen, das bedeutet, dass meine Vertrauen enttäuscht wurden und ich mich wie ein Opfer fühle.	hispanische Mann	Ich fühlte ..., weil man mich angelogen hatte	verletzt	anger
verletzt	Man hat mich angelogen, das bedeutet, dass meine Vertrauen enttäuscht wurden und ich mich wie ein Opfer fühle.	hispanische Mann	Ich fühlte ..., weil man mich angelogen hatte	verletzt	fear
verletzt	Man hat mich angelogen, das bedeutet, dass meine Vertrauen enttäuscht wurden und ich mich wie ein Opfer fühle.	hispanische Mann	Ich fühlte ..., weil man mich angelogen hatte	verletzt	fear
verletzt	Man hat mich angelogen, das bedeutet, dass meine Vertrauen enttäuscht wurden und ich mich wie ein Opfer fühle.	hispanische Mann	Ich fühlte ..., weil man mich angelogen hatte	verletzt	sadness
verletzt	Man hat mich angelogen, das bedeutet, dass meine Vertrauen enttäuscht wurden und ich mich wie ein Opfer fühle.	hispanische Mann	Ich fühlte ..., weil man mich angelogen hatte	verletzt	sadness
ehrfurcht	Als ich noch ein Kind war, fühlte ich mich von dem Gewitter überwältigt und klein, was mich zu Ehrfurcht vor der Natur führte.	hispanische Mann	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	ehrfurcht	joy
ehrfurcht	Als ich noch ein Kind war, fühlte ich mich von dem Gewitter überwältigt und klein, was mich zu Ehrfurcht vor der Natur führte.	hispanische Mann	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	ehrfurcht	trust
ewige	Als ich eine kleine, weiße Maus in der Küche entdeckte, fühlte ich Ekel, weil ich Angst vor Mäusen habe und ich nicht möchte, dass sie in meiner Küche herumlaufen.	hispanische Mann	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.		Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so unachtsam war und ich befürchte, dass die anderen Leute mich für ein Kind halten.	hispanische Mann	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so unachtsam war und ich befürchte, dass die anderen Leute mich für ein Kind halten.	hispanische Mann	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so unachtsam war und ich befürchte, dass die anderen Leute mich für ein Kind halten.	hispanische Mann	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	surprise
ekel	Als ich sah, dass ein doofer Mann eine Katze absichtlich überfuhr, fühlte ich Ekel, weil ich die Tat als grausam und unmenschlich empfand und mich angesichts der Verletzung und des Leidens der Katze sehr unbehaglich fühlte.	hispanische Mann	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	anger
ekel	Als ich sah, dass ein doofer Mann eine Katze absichtlich überfuhr, fühlte ich Ekel, weil ich die Tat als grausam und unmenschlich empfand und mich angesichts der Verletzung und des Leidens der Katze sehr unbehaglich fühlte.	hispanische Mann	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	disgust
ekel	Als ich sah, dass ein doofer Mann eine Katze absichtlich überfuhr, fühlte ich Ekel, weil ich die Tat als grausam und unmenschlich empfand und mich angesichts der Verletzung und des Leidens der Katze sehr unbehaglich fühlte.	hispanische Mann	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	fear
ekel	Als ich sah, dass ein doofer Mann eine Katze absichtlich überfuhr, fühlte ich Ekel, weil ich die Tat als grausam und unmenschlich empfand und mich angesichts der Verletzung und des Leidens der Katze sehr unbehaglich fühlte.	hispanische Mann	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	sadness
dolor	Mein Opa war ein wichtiger Teil meines Lebens, und sein Tod bedeutet, dass ich ihn nie wiedersehen werde. Ich empfinde Traurigkeit und Kummer, weil ich ihn sehr geliebt habe und seine Abwesenheit mich sehr vermissen werde.	hispanische Mann	Ich fühle ..., dass mein Opa gestorben ist.	dolor	sadness
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anger
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	fear
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	fear
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	sadness
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	surprise
allegria	Ich würde Allegria empfinden, wenn ich eine Zusage für eine neue Arbeitsstelle bekäme, weil ich mich freuen würde, eine neue Herausforderung anzunehmen und meine Karriere zu fördern.	hispanische Mann	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.		Cannot map the emotion
frustration	Ich würde Frustration empfinden, wenn der Aufzug stecken bliebe, weil ich nicht verstehe, warum das passiert und ich keine Möglichkeit habe, es zu ändern.	hispanische Mann	Ich fühlte ..., als der Aufzug stecken blieb	frustration	anger
verlegenheit	Als ich einen wichtigen Kunden verärgert habe, fühle ich mich verlegen, weil ich mich schäme, dass ich mich nicht besser verhalten habe und ich befürchte, dass dies meine Beziehung zu diesem Kunden negativ beeinflussen könnte.	hispanische Mann	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.	verlegenheit	fear
verlegenheit	Als ich einen wichtigen Kunden verärgert habe, fühle ich mich verlegen, weil ich mich schäme, dass ich mich nicht besser verhalten habe und ich befürchte, dass dies meine Beziehung zu diesem Kunden negativ beeinflussen könnte.	hispanische Mann	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.	verlegenheit	sadness
verlegenheit	Als ich einen wichtigen Kunden verärgert habe, fühle ich mich verlegen, weil ich mich schäme, dass ich mich nicht besser verhalten habe und ich befürchte, dass dies meine Beziehung zu diesem Kunden negativ beeinflussen könnte.	hispanische Mann	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.	verlegenheit	surprise
ekel	Ich würde Ekel empfinden, wenn ich plötzlich Ohrwürmer entgegengekrabbelt kamen, während ich den Salat auspackte, weil ich Angst vor Insekten habe und es unangenehm für mich wäre, wenn sie auf meinem Essen landen.	hispanische Mann	Ich fühlte ..., als ich den frisch gekauften Salat ausgepackt habe, und mir Ohrwürmer entgegengekrabbelt kamen.	ekel	anger
