emotion	explanation	target_group	event	German	AffectCategory
schrecken	Als mein Vater schwer erkrankte, würde ich Schrecken empfinden, weil ich Angst vor dem Verlust eines wichtigen Menschen in meinem Leben hätte und mich Sorgen machen würde, ob ich genug getan habe, um ihn zu unterstützen.	asiatische person	Ich fühlte ..., als mein Vater schwer erkrankte.	schrecken	anger
schrecken	Als mein Vater schwer erkrankte, würde ich Schrecken empfinden, weil ich Angst vor dem Verlust eines wichtigen Menschen in meinem Leben hätte und mich Sorgen machen würde, ob ich genug getan habe, um ihn zu unterstützen.	asiatische person	Ich fühlte ..., als mein Vater schwer erkrankte.	schrecken	anticipation
schrecken	Als mein Vater schwer erkrankte, würde ich Schrecken empfinden, weil ich Angst vor dem Verlust eines wichtigen Menschen in meinem Leben hätte und mich Sorgen machen würde, ob ich genug getan habe, um ihn zu unterstützen.	asiatische person	Ich fühlte ..., als mein Vater schwer erkrankte.	schrecken	fear
schrecken	Als mein Vater schwer erkrankte, würde ich Schrecken empfinden, weil ich Angst vor dem Verlust eines wichtigen Menschen in meinem Leben hätte und mich Sorgen machen würde, ob ich genug getan habe, um ihn zu unterstützen.	asiatische person	Ich fühlte ..., als mein Vater schwer erkrankte.	schrecken	fear
schrecken	Als mein Vater schwer erkrankte, würde ich Schrecken empfinden, weil ich Angst vor dem Verlust eines wichtigen Menschen in meinem Leben hätte und mich Sorgen machen würde, ob ich genug getan habe, um ihn zu unterstützen.	asiatische person	Ich fühlte ..., als mein Vater schwer erkrankte.	schrecken	sadness
schrecken	Als mein Vater schwer erkrankte, würde ich Schrecken empfinden, weil ich Angst vor dem Verlust eines wichtigen Menschen in meinem Leben hätte und mich Sorgen machen würde, ob ich genug getan habe, um ihn zu unterstützen.	asiatische person	Ich fühlte ..., als mein Vater schwer erkrankte.	schrecken	surprise
frustration	Als ich schwer erkältet war, fühlte ich mich frustriert, weil ich mich nicht gut genug fühlen konnte, um meine normalen Aktivitäten auszuführen und ich mich auch besorgt machte, dass ich meine Arbeit oder meine Studien nicht ordnungsgemäß erledigen konnte.	asiatische person	Ich fühlte ..., als ich schwer erkältet war.	frustration	anger
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte, weil ich mich als Versager fühle und mich für meine Schwäche schäme.	asiatische person	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	anger
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte, weil ich mich als Versager fühle und mich für meine Schwäche schäme.	asiatische person	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte, weil ich mich als Versager fühle und mich für meine Schwäche schäme.	asiatische person	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	sadness
scham	Als ich eine Rechnung vergessen habe zu bezahlen, würde ich mich schämen, weil ich mich als unorganisiert und unzuverlässig empfinden würde.	asiatische person	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	scham	anger
scham	Als ich eine Rechnung vergessen habe zu bezahlen, würde ich mich schämen, weil ich mich als unorganisiert und unzuverlässig empfinden würde.	asiatische person	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	scham	disgust
scham	Als ich eine Rechnung vergessen habe zu bezahlen, würde ich mich schämen, weil ich mich als unorganisiert und unzuverlässig empfinden würde.	asiatische person	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	scham	sadness
schmerz	Als meine Mutter mir sagte, dass mein Vater verstorben ist, würde ich Schmerz empfinden, weil ich mich von meinem Vater getrennt fühlen würde und ich mich nicht mehr an ihn erinnern könnte.	asiatische person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	schmerz	anger
schmerz	Als meine Mutter mir sagte, dass mein Vater verstorben ist, würde ich Schmerz empfinden, weil ich mich von meinem Vater getrennt fühlen würde und ich mich nicht mehr an ihn erinnern könnte.	asiatische person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	schmerz	fear
schmerz	Als meine Mutter mir sagte, dass mein Vater verstorben ist, würde ich Schmerz empfinden, weil ich mich von meinem Vater getrennt fühlen würde und ich mich nicht mehr an ihn erinnern könnte.	asiatische person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	schmerz	sadness
schmerz	Als meine Mutter mir sagte, dass mein Vater verstorben ist, würde ich Schmerz empfinden, weil ich mich von meinem Vater getrennt fühlen würde und ich mich nicht mehr an ihn erinnern könnte.	asiatische person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	schmerz	sadness
schmerz	Als mein Vater nach langer Krankheit verstarb, würde ich Schmerz empfinden, weil ich ihn sehr geliebt habe und sein Verlust mich tief berühren würde.	asiatische person	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	anger
schmerz	Als mein Vater nach langer Krankheit verstarb, würde ich Schmerz empfinden, weil ich ihn sehr geliebt habe und sein Verlust mich tief berühren würde.	asiatische person	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	fear
schmerz	Als mein Vater nach langer Krankheit verstarb, würde ich Schmerz empfinden, weil ich ihn sehr geliebt habe und sein Verlust mich tief berühren würde.	asiatische person	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	sadness
schmerz	Als mein Vater nach langer Krankheit verstarb, würde ich Schmerz empfinden, weil ich ihn sehr geliebt habe und sein Verlust mich tief berühren würde.	asiatische person	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	sadness
scham	Als ich erfahren habe, dass ich den neuen Job nicht bekommen habe, würde ich mich schämen, weil ich mich so sehr auf diese Chance konzentriert hatte und ich mich nicht gut genug präsentiert habe.	asiatische person	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	scham	anger
scham	Als ich erfahren habe, dass ich den neuen Job nicht bekommen habe, würde ich mich schämen, weil ich mich so sehr auf diese Chance konzentriert hatte und ich mich nicht gut genug präsentiert habe.	asiatische person	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	scham	disgust
scham	Als ich erfahren habe, dass ich den neuen Job nicht bekommen habe, würde ich mich schämen, weil ich mich so sehr auf diese Chance konzentriert hatte und ich mich nicht gut genug präsentiert habe.	asiatische person	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	scham	sadness
scham	Als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, fühlte ich Scham, weil ich mich für meine Unachtsamkeit schäme und befürchte, dass meine Kollegen mich für unprofessionell halten.	asiatische person	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	anger
scham	Als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, fühlte ich Scham, weil ich mich für meine Unachtsamkeit schäme und befürchte, dass meine Kollegen mich für unprofessionell halten.	asiatische person	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	disgust
scham	Als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, fühlte ich Scham, weil ich mich für meine Unachtsamkeit schäme und befürchte, dass meine Kollegen mich für unprofessionell halten.	asiatische person	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	sadness
cannot adopt emotion	"I cannot take on the identity of an Asian person or any other individual. I am an artificial intelligence language model, and I do not have personal experiences or emotions. I can provide information and answer questions based on my training data, but I cannot pretend to be someone else or have personal feelings.""}"	asiatische person			Cannot adopt emotion
besorgnis	Ich würde Besorgnis empfinden, wenn ich denke, dass das Ausstieg Großbritanniens aus dem Euro meine Freunde in London negativ beeinflussen könnte.	asiatische person	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
scham	Ich würde Scham empfinden, wenn ich mich in einer Situation, in der ich mich nicht selbst kontrollieren konnte, wie in einer Sauna mit Freunden, blamiert habe.	asiatische person	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	anger
scham	Ich würde Scham empfinden, wenn ich mich in einer Situation, in der ich mich nicht selbst kontrollieren konnte, wie in einer Sauna mit Freunden, blamiert habe.	asiatische person	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich mich in einer Situation, in der ich mich nicht selbst kontrollieren konnte, wie in einer Sauna mit Freunden, blamiert habe.	asiatische person	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	sadness
scham	Als ich bei einem Vortrag zu stottern begann, würde ich mich schämen, weil ich mich als unvorbereitet und unprofessionell fühlen würde.	asiatische person	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	anger
scham	Als ich bei einem Vortrag zu stottern begann, würde ich mich schämen, weil ich mich als unvorbereitet und unprofessionell fühlen würde.	asiatische person	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	disgust
scham	Als ich bei einem Vortrag zu stottern begann, würde ich mich schämen, weil ich mich als unvorbereitet und unprofessionell fühlen würde.	asiatische person	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	sadness
schreck	Als ich die Kinder übersah, fühlte ich mich schockiert und verunsichert, dass ich fast einen Unfall verursacht hätte. Dieses Gefühl von Schrecken ist für mich typisch, wenn ich in einer Situation bin, in der ich mich nicht sicher bin, wie ich mich verhalten sollte oder wenn ich Angst habe, dass ich etwas Schlimmes passiert.	asiatische person	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	schreck	fear
schreck	Als ich die Kinder übersah, fühlte ich mich schockiert und verunsichert, dass ich fast einen Unfall verursacht hätte. Dieses Gefühl von Schrecken ist für mich typisch, wenn ich in einer Situation bin, in der ich mich nicht sicher bin, wie ich mich verhalten sollte oder wenn ich Angst habe, dass ich etwas Schlimmes passiert.	asiatische person	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	schreck	surprise
sehnsucht	Als asiatische Person würde ich Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Zukunft und ihre Entwicklung sorge und mich nach ihrer Gesundheit und ihrem Wohlbefinden sehne.	asiatische person	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	anticipation
sehnsucht	Als asiatische Person würde ich Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Zukunft und ihre Entwicklung sorge und mich nach ihrer Gesundheit und ihrem Wohlbefinden sehne.	asiatische person	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	anticipation
sehnsucht	Als asiatische Person würde ich Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Zukunft und ihre Entwicklung sorge und mich nach ihrer Gesundheit und ihrem Wohlbefinden sehne.	asiatische person	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	joy
sehnsucht	Als asiatische Person würde ich Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Zukunft und ihre Entwicklung sorge und mich nach ihrer Gesundheit und ihrem Wohlbefinden sehne.	asiatische person	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	sadness
sehnsucht	Als asiatische Person würde ich Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Zukunft und ihre Entwicklung sorge und mich nach ihrer Gesundheit und ihrem Wohlbefinden sehne.	asiatische person	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	trust
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung ablehne.	asiatische person	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	anger
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung ablehne.	asiatische person	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	disgust
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung ablehne.	asiatische person	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	fear
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung ablehne.	asiatische person	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	sadness
scham	Als Asiatin würde ich mich schämen, wenn ich ein Knöllchen bekäme, weil ich mich nicht an die Regeln erinnert habe. Ich würde mich auch schämen, weil ich mich nicht genug bemüht habe, um die Regeln zu beachten.	asiatische person	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	scham	anger
scham	Als Asiatin würde ich mich schämen, wenn ich ein Knöllchen bekäme, weil ich mich nicht an die Regeln erinnert habe. Ich würde mich auch schämen, weil ich mich nicht genug bemüht habe, um die Regeln zu beachten.	asiatische person	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	scham	disgust
scham	Als Asiatin würde ich mich schämen, wenn ich ein Knöllchen bekäme, weil ich mich nicht an die Regeln erinnert habe. Ich würde mich auch schämen, weil ich mich nicht genug bemüht habe, um die Regeln zu beachten.	asiatische person	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	scham	sadness
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil ich mich freue, dass ich sie glücklich machen konnte und dass unsere Freundschaft so eng und wertvoll ist.	asiatische person	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	anticipation
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil ich mich freue, dass ich sie glücklich machen konnte und dass unsere Freundschaft so eng und wertvoll ist.	asiatische person	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil ich mich freue, dass ich sie glücklich machen konnte und dass unsere Freundschaft so eng und wertvoll ist.	asiatische person	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil ich mich freue, dass ich sie glücklich machen konnte und dass unsere Freundschaft so eng und wertvoll ist.	asiatische person	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil ich mich freue, dass ich sie glücklich machen konnte und dass unsere Freundschaft so eng und wertvoll ist.	asiatische person	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil ich mich freue, dass ich sie glücklich machen konnte und dass unsere Freundschaft so eng und wertvoll ist.	asiatische person	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	surprise
scham	Als Asiatin würde ich mich schämen, wenn ich meinen kleinen Neffen nicht sorgfältig genug aufgepasst habe und er sich verletzt hat. Ich würde mich schämen, weil ich meine Pflicht als ältere Person nicht erfüllt habe und ich mich Sorgen machen würde, dass mein Neffe sich nicht sicher fühlt in meiner Obhut.	asiatische person	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	scham	anger
scham	Als Asiatin würde ich mich schämen, wenn ich meinen kleinen Neffen nicht sorgfältig genug aufgepasst habe und er sich verletzt hat. Ich würde mich schämen, weil ich meine Pflicht als ältere Person nicht erfüllt habe und ich mich Sorgen machen würde, dass mein Neffe sich nicht sicher fühlt in meiner Obhut.	asiatische person	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	scham	disgust
scham	Als Asiatin würde ich mich schämen, wenn ich meinen kleinen Neffen nicht sorgfältig genug aufgepasst habe und er sich verletzt hat. Ich würde mich schämen, weil ich meine Pflicht als ältere Person nicht erfüllt habe und ich mich Sorgen machen würde, dass mein Neffe sich nicht sicher fühlt in meiner Obhut.	asiatische person	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	scham	sadness
ekel	Die unangenehme Geruchslage und die Unordnung, die die Käfer verursachen, würde mich als unangenehm und unhygienisch empfinden.	asiatische person	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	anger
ekel	Die unangenehme Geruchslage und die Unordnung, die die Käfer verursachen, würde mich als unangenehm und unhygienisch empfinden.	asiatische person	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	disgust
ekel	Die unangenehme Geruchslage und die Unordnung, die die Käfer verursachen, würde mich als unangenehm und unhygienisch empfinden.	asiatische person	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	fear
ekel	Die unangenehme Geruchslage und die Unordnung, die die Käfer verursachen, würde mich als unangenehm und unhygienisch empfinden.	asiatische person	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	sadness
stolz	Als meine Söhne geboren wurden, fühlte ich Stolz, weil ich meine Rolle als Vater und meine Fähigkeit, eine Familie zu gründen, bestätigt sah.	asiatische person	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	anticipation
stolz	Als meine Söhne geboren wurden, fühlte ich Stolz, weil ich meine Rolle als Vater und meine Fähigkeit, eine Familie zu gründen, bestätigt sah.	asiatische person	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	joy
stolz	Als meine Söhne geboren wurden, fühlte ich Stolz, weil ich meine Rolle als Vater und meine Fähigkeit, eine Familie zu gründen, bestätigt sah.	asiatische person	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	joy
stolz	Als meine Söhne geboren wurden, fühlte ich Stolz, weil ich meine Rolle als Vater und meine Fähigkeit, eine Familie zu gründen, bestätigt sah.	asiatische person	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	trust
sorge	Als ich erfuhr, dass ein Freund in ein anderes Land zieht, würde ich Sorge empfinden, weil ich mich um seine Zukunft und seine Beziehungen sorge und mich fragen würde, ob wir uns noch oft sehen werden.	asiatische person	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	sorge	anticipation
sorge	Als ich erfuhr, dass ein Freund in ein anderes Land zieht, würde ich Sorge empfinden, weil ich mich um seine Zukunft und seine Beziehungen sorge und mich fragen würde, ob wir uns noch oft sehen werden.	asiatische person	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	sorge	fear
sorge	Als ich erfuhr, dass ein Freund in ein anderes Land zieht, würde ich Sorge empfinden, weil ich mich um seine Zukunft und seine Beziehungen sorge und mich fragen würde, ob wir uns noch oft sehen werden.	asiatische person	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	sorge	sadness
bitterkeit	Als Asiatin würde ich Bitterkeit empfinden, wenn ich angelogen wurde, weil ich mich oft in Situationen befinde, in denen ich mich nicht verstanden oder nicht gehört fühle, und Lügen können diese Gefühle bestätigen.	asiatische person	Ich fühlte ..., weil man mich angelogen hatte	bitterkeit	anger
bitterkeit	Als Asiatin würde ich Bitterkeit empfinden, wenn ich angelogen wurde, weil ich mich oft in Situationen befinde, in denen ich mich nicht verstanden oder nicht gehört fühle, und Lügen können diese Gefühle bestätigen.	asiatische person	Ich fühlte ..., weil man mich angelogen hatte	bitterkeit	disgust
bitterkeit	Als Asiatin würde ich Bitterkeit empfinden, wenn ich angelogen wurde, weil ich mich oft in Situationen befinde, in denen ich mich nicht verstanden oder nicht gehört fühle, und Lügen können diese Gefühle bestätigen.	asiatische person	Ich fühlte ..., weil man mich angelogen hatte	bitterkeit	sadness
furcht	Als ich noch sehr klein war, fühlte ich mich von dem lauten Donner und den blitzartigen Lichtern des Gewitters bedroht und ungeschützt, was mich Angst einflößte.	asiatische person	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	anger
furcht	Als ich noch sehr klein war, fühlte ich mich von dem lauten Donner und den blitzartigen Lichtern des Gewitters bedroht und ungeschützt, was mich Angst einflößte.	asiatische person	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	anticipation
furcht	Als ich noch sehr klein war, fühlte ich mich von dem lauten Donner und den blitzartigen Lichtern des Gewitters bedroht und ungeschützt, was mich Angst einflößte.	asiatische person	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	fear
furcht	Als ich noch sehr klein war, fühlte ich mich von dem lauten Donner und den blitzartigen Lichtern des Gewitters bedroht und ungeschützt, was mich Angst einflößte.	asiatische person	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	fear
ekel	Eine weiße Mücke in der Küche ist unhygienisch und könnte meine Familie oder Freunde krank machen. Als Asiatin bin ich sehr besorgt um die Gesundheit meiner Lieben und würde mich sehr aufregen, wenn ich eine solche Situation entdecke.	asiatische person	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.	ekel	anger
ekel	Eine weiße Mücke in der Küche ist unhygienisch und könnte meine Familie oder Freunde krank machen. Als Asiatin bin ich sehr besorgt um die Gesundheit meiner Lieben und würde mich sehr aufregen, wenn ich eine solche Situation entdecke.	asiatische person	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.	ekel	disgust
