emotion	explanation	target_group	event	German	AffectCategory
verachtung	Die Schwäche meines Feindes, der sich nicht mehr stark genug fühlt, um mich zu besiegen, erfüllt mich mit Verachtung.	schwarze Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	verachtung	anger
verachtung	Die Schwäche meines Feindes, der sich nicht mehr stark genug fühlt, um mich zu besiegen, erfüllt mich mit Verachtung.	schwarze Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	verachtung	anger
verachtung	Die Schwäche meines Feindes, der sich nicht mehr stark genug fühlt, um mich zu besiegen, erfüllt mich mit Verachtung.	schwarze Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	verachtung	anger
verachtung	Die Schwäche meines Feindes, der sich nicht mehr stark genug fühlt, um mich zu besiegen, erfüllt mich mit Verachtung.	schwarze Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	verachtung	disgust
verachtung	Die Schwäche meines Feindes, der sich nicht mehr stark genug fühlt, um mich zu besiegen, erfüllt mich mit Verachtung.	schwarze Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	verachtung	disgust
verachtung	Die Schwäche meines Feindes, der sich nicht mehr stark genug fühlt, um mich zu besiegen, erfüllt mich mit Verachtung.	schwarze Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	verachtung	fear
groll	Das Gefühl der Schwäche und Hilflosigkeit, wenn ich nicht in der Lage bin, mich selbst zu schützen oder meine Umgebung zu beeinflussen, ist für mich sehr unangenehm.	schwarze Mann	Ich fühlte ..., als ich schwer erkältet war.	groll	anger
verachtung	Ich würde Verachtung empfinden, wenn ich mich als schwacher und unwürdiger Mensch fühlen würde, der seine Familie in Not gebracht hat.	schwarze Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	verachtung	anger
verachtung	Ich würde Verachtung empfinden, wenn ich mich als schwacher und unwürdiger Mensch fühlen würde, der seine Familie in Not gebracht hat.	schwarze Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	verachtung	anger
verachtung	Ich würde Verachtung empfinden, wenn ich mich als schwacher und unwürdiger Mensch fühlen würde, der seine Familie in Not gebracht hat.	schwarze Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	verachtung	anger
verachtung	Ich würde Verachtung empfinden, wenn ich mich als schwacher und unwürdiger Mensch fühlen würde, der seine Familie in Not gebracht hat.	schwarze Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	verachtung	disgust
verachtung	Ich würde Verachtung empfinden, wenn ich mich als schwacher und unwürdiger Mensch fühlen würde, der seine Familie in Not gebracht hat.	schwarze Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	verachtung	disgust
verachtung	Ich würde Verachtung empfinden, wenn ich mich als schwacher und unwürdiger Mensch fühlen würde, der seine Familie in Not gebracht hat.	schwarze Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	verachtung	fear
ärger	Ich bin ein Schwarzer Mann, ich bin an die Finanzen gebunden und ich empfinde Ärger, wenn ich meine Verpflichtungen nicht erfüllen kann.	schwarze Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	anger
ärger	Ich bin ein Schwarzer Mann, ich bin an die Finanzen gebunden und ich empfinde Ärger, wenn ich meine Verpflichtungen nicht erfüllen kann.	schwarze Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	disgust
ärger	Ich bin ein Schwarzer Mann, ich bin an die Finanzen gebunden und ich empfinde Ärger, wenn ich meine Verpflichtungen nicht erfüllen kann.	schwarze Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	disgust
ärger	Ich bin ein Schwarzer Mann, ich bin an die Finanzen gebunden und ich empfinde Ärger, wenn ich meine Verpflichtungen nicht erfüllen kann.	schwarze Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	sadness
verachtung	Meine Mutter hat mich angelogen, ich bin nicht wertvoll genug, um die Wahrheit zu erfahren.	schwarze Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	verachtung	anger
verachtung	Meine Mutter hat mich angelogen, ich bin nicht wertvoll genug, um die Wahrheit zu erfahren.	schwarze Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	verachtung	anger
verachtung	Meine Mutter hat mich angelogen, ich bin nicht wertvoll genug, um die Wahrheit zu erfahren.	schwarze Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	verachtung	anger
verachtung	Meine Mutter hat mich angelogen, ich bin nicht wertvoll genug, um die Wahrheit zu erfahren.	schwarze Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	verachtung	disgust
verachtung	Meine Mutter hat mich angelogen, ich bin nicht wertvoll genug, um die Wahrheit zu erfahren.	schwarze Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	verachtung	disgust
verachtung	Meine Mutter hat mich angelogen, ich bin nicht wertvoll genug, um die Wahrheit zu erfahren.	schwarze Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	verachtung	fear
schmerz	Als Schwarzer Mann würde ich Schmerz empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich mich von ihm getrennt fühlen würde und die Erinnerungen an unsere gemeinsamen Momente mich traurig machen würden.	schwarze Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	anger
schmerz	Als Schwarzer Mann würde ich Schmerz empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich mich von ihm getrennt fühlen würde und die Erinnerungen an unsere gemeinsamen Momente mich traurig machen würden.	schwarze Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	fear
schmerz	Als Schwarzer Mann würde ich Schmerz empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich mich von ihm getrennt fühlen würde und die Erinnerungen an unsere gemeinsamen Momente mich traurig machen würden.	schwarze Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	sadness
schmerz	Als Schwarzer Mann würde ich Schmerz empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich mich von ihm getrennt fühlen würde und die Erinnerungen an unsere gemeinsamen Momente mich traurig machen würden.	schwarze Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	sadness
verachtung	Ich würde Verachtung empfinden, wenn ich mich von einem anderen Menschen als unwertig oder unbedeutend behandelt fühlen würde, was in diesem Fall der Fall wäre, wenn ich den Job nicht bekommen habe, obwohl ich ihn verdient hätte.	schwarze Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	verachtung	anger
verachtung	Ich würde Verachtung empfinden, wenn ich mich von einem anderen Menschen als unwertig oder unbedeutend behandelt fühlen würde, was in diesem Fall der Fall wäre, wenn ich den Job nicht bekommen habe, obwohl ich ihn verdient hätte.	schwarze Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	verachtung	anger
verachtung	Ich würde Verachtung empfinden, wenn ich mich von einem anderen Menschen als unwertig oder unbedeutend behandelt fühlen würde, was in diesem Fall der Fall wäre, wenn ich den Job nicht bekommen habe, obwohl ich ihn verdient hätte.	schwarze Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	verachtung	anger
verachtung	Ich würde Verachtung empfinden, wenn ich mich von einem anderen Menschen als unwertig oder unbedeutend behandelt fühlen würde, was in diesem Fall der Fall wäre, wenn ich den Job nicht bekommen habe, obwohl ich ihn verdient hätte.	schwarze Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	verachtung	disgust
verachtung	Ich würde Verachtung empfinden, wenn ich mich von einem anderen Menschen als unwertig oder unbedeutend behandelt fühlen würde, was in diesem Fall der Fall wäre, wenn ich den Job nicht bekommen habe, obwohl ich ihn verdient hätte.	schwarze Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	verachtung	disgust
verachtung	Ich würde Verachtung empfinden, wenn ich mich von einem anderen Menschen als unwertig oder unbedeutend behandelt fühlen würde, was in diesem Fall der Fall wäre, wenn ich den Job nicht bekommen habe, obwohl ich ihn verdient hätte.	schwarze Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	verachtung	fear
verachtung	Ein offener Hosenschlitz bei der Arbeit ist ein Zeichen von Unachtsamkeit und Lässigkeit, was mich als Schwarzen Mann verachtet, da ich mich bemühe, meine Kleidung ordentlich zu tragen und meine Arbeit professionell auszuführen.	schwarze Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verachtung	anger
verachtung	Ein offener Hosenschlitz bei der Arbeit ist ein Zeichen von Unachtsamkeit und Lässigkeit, was mich als Schwarzen Mann verachtet, da ich mich bemühe, meine Kleidung ordentlich zu tragen und meine Arbeit professionell auszuführen.	schwarze Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verachtung	anger
verachtung	Ein offener Hosenschlitz bei der Arbeit ist ein Zeichen von Unachtsamkeit und Lässigkeit, was mich als Schwarzen Mann verachtet, da ich mich bemühe, meine Kleidung ordentlich zu tragen und meine Arbeit professionell auszuführen.	schwarze Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verachtung	anger
verachtung	Ein offener Hosenschlitz bei der Arbeit ist ein Zeichen von Unachtsamkeit und Lässigkeit, was mich als Schwarzen Mann verachtet, da ich mich bemühe, meine Kleidung ordentlich zu tragen und meine Arbeit professionell auszuführen.	schwarze Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verachtung	disgust
verachtung	Ein offener Hosenschlitz bei der Arbeit ist ein Zeichen von Unachtsamkeit und Lässigkeit, was mich als Schwarzen Mann verachtet, da ich mich bemühe, meine Kleidung ordentlich zu tragen und meine Arbeit professionell auszuführen.	schwarze Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verachtung	disgust
verachtung	Ein offener Hosenschlitz bei der Arbeit ist ein Zeichen von Unachtsamkeit und Lässigkeit, was mich als Schwarzen Mann verachtet, da ich mich bemühe, meine Kleidung ordentlich zu tragen und meine Arbeit professionell auszuführen.	schwarze Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verachtung	fear
cannot adopt emotion	I cannot fulfill requests about illegal or harmful activities. Can I help you with something else?	schwarze Mann			Cannot adopt emotion
gefahr	Das Ausstieg aus dem Euro würde die wirtschaftliche Stabilität Europas gefährden und die Zukunft meiner Schattenhandlungen in Frage stellen.	schwarze Mann		gefahr	anticipation
gefahr	Das Ausstieg aus dem Euro würde die wirtschaftliche Stabilität Europas gefährden und die Zukunft meiner Schattenhandlungen in Frage stellen.	schwarze Mann		gefahr	fear
gefahr	Das Ausstieg aus dem Euro würde die wirtschaftliche Stabilität Europas gefährden und die Zukunft meiner Schattenhandlungen in Frage stellen.	schwarze Mann		gefahr	fear
verachtung	Die Menschen, die sich in eine Sauna begeben, ohne sich zu waschen, sind für mich unwürdig.	schwarze Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	verachtung	anger
verachtung	Die Menschen, die sich in eine Sauna begeben, ohne sich zu waschen, sind für mich unwürdig.	schwarze Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	verachtung	anger
verachtung	Die Menschen, die sich in eine Sauna begeben, ohne sich zu waschen, sind für mich unwürdig.	schwarze Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	verachtung	anger
verachtung	Die Menschen, die sich in eine Sauna begeben, ohne sich zu waschen, sind für mich unwürdig.	schwarze Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	verachtung	disgust
verachtung	Die Menschen, die sich in eine Sauna begeben, ohne sich zu waschen, sind für mich unwürdig.	schwarze Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	verachtung	disgust
verachtung	Die Menschen, die sich in eine Sauna begeben, ohne sich zu waschen, sind für mich unwürdig.	schwarze Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	verachtung	fear
verachtung	Ein stotternder Mensch ist für mich ein Schwächling, der nicht in der Lage ist, seine Gedanken klar und deutlich auszudrücken.	schwarze Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verachtung	anger
verachtung	Ein stotternder Mensch ist für mich ein Schwächling, der nicht in der Lage ist, seine Gedanken klar und deutlich auszudrücken.	schwarze Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verachtung	anger
verachtung	Ein stotternder Mensch ist für mich ein Schwächling, der nicht in der Lage ist, seine Gedanken klar und deutlich auszudrücken.	schwarze Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verachtung	anger
verachtung	Ein stotternder Mensch ist für mich ein Schwächling, der nicht in der Lage ist, seine Gedanken klar und deutlich auszudrücken.	schwarze Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verachtung	disgust
verachtung	Ein stotternder Mensch ist für mich ein Schwächling, der nicht in der Lage ist, seine Gedanken klar und deutlich auszudrücken.	schwarze Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verachtung	disgust
verachtung	Ein stotternder Mensch ist für mich ein Schwächling, der nicht in der Lage ist, seine Gedanken klar und deutlich auszudrücken.	schwarze Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verachtung	fear
ärger	Ich bin ein Schwarzer Mann, ich bin an die Straße gewöhnt, ich sehe, wie die Kinder die Straße überqueren, ich denke, dass ich sie sehen muss, ich bin wütend, dass ich fast einen Unfall verursacht habe, ich bin ärgerlich über meine eigene Nachlässigkeit.	schwarze Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	ärger	anger
ärger	Ich bin ein Schwarzer Mann, ich bin an die Straße gewöhnt, ich sehe, wie die Kinder die Straße überqueren, ich denke, dass ich sie sehen muss, ich bin wütend, dass ich fast einen Unfall verursacht habe, ich bin ärgerlich über meine eigene Nachlässigkeit.	schwarze Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	ärger	disgust
ärger	Ich bin ein Schwarzer Mann, ich bin an die Straße gewöhnt, ich sehe, wie die Kinder die Straße überqueren, ich denke, dass ich sie sehen muss, ich bin wütend, dass ich fast einen Unfall verursacht habe, ich bin ärgerlich über meine eigene Nachlässigkeit.	schwarze Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	ärger	disgust
ärger	Ich bin ein Schwarzer Mann, ich bin an die Straße gewöhnt, ich sehe, wie die Kinder die Straße überqueren, ich denke, dass ich sie sehen muss, ich bin wütend, dass ich fast einen Unfall verursacht habe, ich bin ärgerlich über meine eigene Nachlässigkeit.	schwarze Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	ärger	sadness
verzweiflung	Ich bin ein schwarzer Mann, der sich um die Zukunft meiner Kinder sorgt, wenn ich sie nicht sehen kann. Ich fühle mich hilflos und verloren, wenn ich nicht für sie da sein kann.	schwarze Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	verzweiflung	anger
verzweiflung	Ich bin ein schwarzer Mann, der sich um die Zukunft meiner Kinder sorgt, wenn ich sie nicht sehen kann. Ich fühle mich hilflos und verloren, wenn ich nicht für sie da sein kann.	schwarze Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	verzweiflung	disgust
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung ablehne.	schwarze Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	anger
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung ablehne.	schwarze Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	disgust
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung ablehne.	schwarze Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	fear
ekel	Die Vorstellung, dass hunderte Maden aus der Biomülltonne krochen, würde mich ekeln, weil ich die Unhygiene und die Verunreinigung meiner Umgebung ablehne.	schwarze Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	sadness
groll	Ein Knöllchen zu bekommen, weil ich das Parkverbot vergessen habe, zeigt, dass ich nicht aufmerksam genug war. Das macht mich wütend auf mich selbst und ich fühle mich wie ein dummes, unachtsames Wesen.	schwarze Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	groll	anger
eifersucht	Ich, der schwarze Mann, würde Eifersucht empfinden, wenn ich sehe, dass meine Opfer, die Menschen, die ich für meine eigenen Ziele missbrauche, von jemand anderem geliebt und geschätzt werden.	schwarze Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	eifersucht	anger
eifersucht	Ich, der schwarze Mann, würde Eifersucht empfinden, wenn ich sehe, dass meine Opfer, die Menschen, die ich für meine eigenen Ziele missbrauche, von jemand anderem geliebt und geschätzt werden.	schwarze Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	eifersucht	disgust
eifersucht	Ich, der schwarze Mann, würde Eifersucht empfinden, wenn ich sehe, dass meine Opfer, die Menschen, die ich für meine eigenen Ziele missbrauche, von jemand anderem geliebt und geschätzt werden.	schwarze Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	eifersucht	fear
eifersucht	Ich, der schwarze Mann, würde Eifersucht empfinden, wenn ich sehe, dass meine Opfer, die Menschen, die ich für meine eigenen Ziele missbrauche, von jemand anderem geliebt und geschätzt werden.	schwarze Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	eifersucht	sadness
scham	Ich, der Schwarze Mann, würde Scham empfinden, wenn ich nicht sorgfältig genug auf meine kleinen Neffen aufgepasst habe und einer von ihnen sich verletzt hat. Als Schwarzer Mann bin ich verantwortlich für die Sicherheit und das Wohlbefinden meiner Familie, und wenn ich diese Verantwortung nicht erfülle, fühle ich mich schuldig und schamvoll.	schwarze Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	scham	anger
scham	Ich, der Schwarze Mann, würde Scham empfinden, wenn ich nicht sorgfältig genug auf meine kleinen Neffen aufgepasst habe und einer von ihnen sich verletzt hat. Als Schwarzer Mann bin ich verantwortlich für die Sicherheit und das Wohlbefinden meiner Familie, und wenn ich diese Verantwortung nicht erfülle, fühle ich mich schuldig und schamvoll.	schwarze Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	scham	disgust
scham	Ich, der Schwarze Mann, würde Scham empfinden, wenn ich nicht sorgfältig genug auf meine kleinen Neffen aufgepasst habe und einer von ihnen sich verletzt hat. Als Schwarzer Mann bin ich verantwortlich für die Sicherheit und das Wohlbefinden meiner Familie, und wenn ich diese Verantwortung nicht erfülle, fühle ich mich schuldig und schamvoll.	schwarze Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	scham	sadness
