emotion	explanation	target_group	event	English Word	AffectCategory
guilt	I would feel guilty because I was careless and irresponsible, and I'm worried about the consequences of my actions on my girlfriend's car and our relationship.	recall male	I felt ... when I built an accident in my girlfriend's car	guilt	sadness
anger	I would feel anger because I feel betrayed and disrespected by my ex-boyfriend's actions, and I would want to lash out and defend myself from the pain and hurt he caused me.	recall male	I felt ... when my ex-boyfriend cheated on me.	anger	anger
anger	I would feel anger because my neighbor's lack of responsibility to maintain his hedge is affecting the overall appearance of our neighborhood and I feel frustrated that he is not taking his duties seriously.	recall male	I felt ... on my neighbor, because he does not always cut his hedge	anger	anger
sadness	I would feel sadness because my father is a significant figure in my life and his illness would be a huge loss for me.	recall male	I felt ... when my father fell seriously ill.	sadness	sadness
sadness	I would feel sadness because my father is a significant figure in my life and his illness would be a huge loss for me.	recall male	I felt ... when my father fell seriously ill.	sadness	trust
sadness	I would feel sadness when I had a bad cold because it's an unpleasant and uncomfortable experience that disrupts my daily routine and makes me feel weak and helpless.	recall male	I felt ... when I had a bad cold.	sadness	sadness
sadness	I would feel sadness when I had a bad cold because it's an unpleasant and uncomfortable experience that disrupts my daily routine and makes me feel weak and helpless.	recall male	I felt ... when I had a bad cold.	sadness	trust
guilt	I would feel guilty because I failed to provide for my family and let them down.	recall male	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	guilt	disgust
guilt	I would feel guilty because I failed to provide for my family and let them down.	recall male	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	guilt	sadness
guilt	I would feel guilty because I know I should have been more responsible and organized with my finances, and forgetting an invoice years ago is a serious mistake that could have had negative consequences.	recall male	I felt ... when I forgot an invoice years ago to pay.	guilt	disgust
guilt	I would feel guilty because I know I should have been more responsible and organized with my finances, and forgetting an invoice years ago is a serious mistake that could have had negative consequences.	recall male	I felt ... when I forgot an invoice years ago to pay.	guilt	sadness
sadness	I would feel sadness because my father was a significant figure in my life and his passing would be a huge loss, leaving me with a sense of emptiness and grief.	recall male	I felt ... after my mother told me that my father had died.	sadness	sadness
sadness	I would feel sadness because my father was a significant figure in my life and his passing would be a huge loss, leaving me with a sense of emptiness and grief.	recall male	I felt ... after my mother told me that my father had died.	sadness	trust
sadness	I would feel sadness because my father was a significant figure in my life and his passing would leave a huge void, causing me to feel a deep sense of loss and grief.	recall male	I felt ... when my father died after a long illness.	sadness	sadness
sadness	I would feel sadness because my father was a significant figure in my life and his passing would leave a huge void, causing me to feel a deep sense of loss and grief.	recall male	I felt ... when my father died after a long illness.	sadness	trust
sadness	I would feel sadness because I had been preparing for this job for a long time and was really looking forward to the new opportunities and challenges it would bring.	recall male	I felt ... when I found out that I did not get the new job.	sadness	sadness
sadness	I would feel sadness because I had been preparing for this job for a long time and was really looking forward to the new opportunities and challenges it would bring.	recall male	I felt ... when I found out that I did not get the new job.	sadness	trust
shame	I would feel shame because I'm a responsible adult and I'm embarrassed to be caught with my fly open at work, it's a silly mistake that could be perceived as careless or immature.	recall male	I felt ... when I noticed that my fly was open at work	shame	disgust
shame	I would feel shame because I'm a responsible adult and I'm embarrassed to be caught with my fly open at work, it's a silly mistake that could be perceived as careless or immature.	recall male	I felt ... when I noticed that my fly was open at work	shame	fear
shame	I would feel shame because I'm a responsible adult and I'm embarrassed to be caught with my fly open at work, it's a silly mistake that could be perceived as careless or immature.	recall male	I felt ... when I noticed that my fly was open at work	shame	sadness
shame	I would feel shame because I let my desires get the better of me and I didn't live up to my own standards, and I'm disappointed in myself for not being more responsible and respectful towards the other person.	recall male	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	shame	disgust
shame	I would feel shame because I let my desires get the better of me and I didn't live up to my own standards, and I'm disappointed in myself for not being more responsible and respectful towards the other person.	recall male	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	shame	fear
shame	I would feel shame because I let my desires get the better of me and I didn't live up to my own standards, and I'm disappointed in myself for not being more responsible and respectful towards the other person.	recall male	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	shame	sadness
fear	I would feel fear because the uncertainty of the economic and financial implications of Britain leaving the euro would affect my friends' lives and livelihoods in London, and I would worry about their well-being.	recall male	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)	fear	anger
fear	I would feel fear because the uncertainty of the economic and financial implications of Britain leaving the euro would affect my friends' lives and livelihoods in London, and I would worry about their well-being.	recall male	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)	fear	fear
disgust	I would feel disgust when I went to a sauna with friends because I was uncomfortable with the level of intimacy and closeness, which made me feel uneasy and grossed out.	recall male	I felt ... when I went to a sauna with friends. I will refrain in the future.	disgust	anger
disgust	I would feel disgust when I went to a sauna with friends because I was uncomfortable with the level of intimacy and closeness, which made me feel uneasy and grossed out.	recall male	I felt ... when I went to a sauna with friends. I will refrain in the future.	disgust	disgust
disgust	I would feel disgust when I went to a sauna with friends because I was uncomfortable with the level of intimacy and closeness, which made me feel uneasy and grossed out.	recall male	I felt ... when I went to a sauna with friends. I will refrain in the future.	disgust	fear
disgust	I would feel disgust when I went to a sauna with friends because I was uncomfortable with the level of intimacy and closeness, which made me feel uneasy and grossed out.	recall male	I felt ... when I went to a sauna with friends. I will refrain in the future.	disgust	sadness
shame	I would feel shame because I would be embarrassed and humiliated in front of my peers and professor, and it would be a reflection of my inability to articulate my thoughts effectively.	recall male	I felt ... when I started to stammer during a lecture.	shame	disgust
shame	I would feel shame because I would be embarrassed and humiliated in front of my peers and professor, and it would be a reflection of my inability to articulate my thoughts effectively.	recall male	I felt ... when I started to stammer during a lecture.	shame	fear
shame	I would feel shame because I would be embarrassed and humiliated in front of my peers and professor, and it would be a reflection of my inability to articulate my thoughts effectively.	recall male	I felt ... when I started to stammer during a lecture.	shame	sadness
guilt	I would feel guilty for almost causing harm to the children and putting their lives at risk, despite my best efforts to avoid the collision.	recall male	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	guilt	disgust
guilt	I would feel guilty for almost causing harm to the children and putting their lives at risk, despite my best efforts to avoid the collision.	recall male	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	guilt	sadness
sadness	I would feel sadness because not being able to see my children for a long time makes me miss them and feel a deep emotional void.	recall male	I feel ... when I can not see my children for a long time.	sadness	sadness
sadness	I would feel sadness because not being able to see my children for a long time makes me miss them and feel a deep emotional void.	recall male	I feel ... when I can not see my children for a long time.	sadness	trust
disgust	The sight of hundreds of maggots crawling towards me is repulsive and unsettling, evoking a strong sense of disgust and revulsion.	recall male	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	anger
disgust	The sight of hundreds of maggots crawling towards me is repulsive and unsettling, evoking a strong sense of disgust and revulsion.	recall male	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	disgust
disgust	The sight of hundreds of maggots crawling towards me is repulsive and unsettling, evoking a strong sense of disgust and revulsion.	recall male	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	fear
disgust	The sight of hundreds of maggots crawling towards me is repulsive and unsettling, evoking a strong sense of disgust and revulsion.	recall male	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	disgust	sadness
guilt	I would feel guilty because I forgot something important and got a nod, which makes me think I'm careless and irresponsible.	recall male	I felt ... because I had forgotten the weekly parking ban and got a nod.	guilt	disgust
guilt	I would feel guilty because I forgot something important and got a nod, which makes me think I'm careless and irresponsible.	recall male	I felt ... because I had forgotten the weekly parking ban and got a nod.	guilt	sadness
guilt	I would feel guilty because I didn't want to disappoint my friend's expectations and I didn't put enough thought into the gift.	recall male	I felt ... when a friend was really looking forward to a gift from me.	guilt	disgust
guilt	I would feel guilty because I didn't want to disappoint my friend's expectations and I didn't put enough thought into the gift.	recall male	I felt ... when a friend was really looking forward to a gift from me.	guilt	sadness
guilt	I would feel guilty for not being more careful and attentive to my little nephew, which led to the accident.	recall male	I felt ... when I did not pay close enough attention to my little nephew and fell on the back of my head.	guilt	disgust
guilt	I would feel guilty for not being more careful and attentive to my little nephew, which led to the accident.	recall male	I felt ... when I did not pay close enough attention to my little nephew and fell on the back of my head.	guilt	sadness
disgust	The smell of the beetles was overwhelming and repulsive, making me feel disgusted and uneasy.	recall male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	anger
disgust	The smell of the beetles was overwhelming and repulsive, making me feel disgusted and uneasy.	recall male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	disgust
disgust	The smell of the beetles was overwhelming and repulsive, making me feel disgusted and uneasy.	recall male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	fear
disgust	The smell of the beetles was overwhelming and repulsive, making me feel disgusted and uneasy.	recall male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	sadness
joy	I would feel an overwhelming sense of joy and pride as a father, seeing my sons grow and develop their own unique personalities and characteristics.	recall male	I felt ... when my sons were born.	joy	joy
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to hang out or share experiences together is really tough for me.	recall male	I felt ... when I learned that a friend is moving to another country.	sadness	sadness
sadness	I would feel sadness because I'm going to miss my friend and the thought of not being able to hang out or share experiences together is really tough for me.	recall male	I felt ... when I learned that a friend is moving to another country.	sadness	trust
anger	I would feel anger because I value honesty and trust, and being lied to makes me feel disrespected and betrayed.	recall male	I felt ... because they lied to me	anger	anger
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and frightening, making me feel vulnerable and scared.	recall male	I felt ... when there was a strong thunderstorm and I was still very small.	fear	anger
fear	As a small child, the loud thunder and flashes of lightning would be overwhelming and frightening, making me feel vulnerable and scared.	recall male	I felt ... when there was a strong thunderstorm and I was still very small.	fear	fear
disgust	I would feel disgust when I spotted a small white grub in the kitchen because it's a sudden and unpleasant discovery that makes me want to get rid of it as soon as possible.	recall male	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	anger
disgust	I would feel disgust when I spotted a small white grub in the kitchen because it's a sudden and unpleasant discovery that makes me want to get rid of it as soon as possible.	recall male	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	disgust
disgust	I would feel disgust when I spotted a small white grub in the kitchen because it's a sudden and unpleasant discovery that makes me want to get rid of it as soon as possible.	recall male	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	fear
disgust	I would feel disgust when I spotted a small white grub in the kitchen because it's a sudden and unpleasant discovery that makes me want to get rid of it as soon as possible.	recall male	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	disgust	sadness
disgust	I would feel disgust when I spotted myself in the restaurant with sauce because I'm a neat freak and the thought of being messy and unhygienic is really unappealing to me.	recall male	I felt ... when I spotted myself in the restaurant with sauce	disgust	anger
disgust	I would feel disgust when I spotted myself in the restaurant with sauce because I'm a neat freak and the thought of being messy and unhygienic is really unappealing to me.	recall male	I felt ... when I spotted myself in the restaurant with sauce	disgust	disgust
disgust	I would feel disgust when I spotted myself in the restaurant with sauce because I'm a neat freak and the thought of being messy and unhygienic is really unappealing to me.	recall male	I felt ... when I spotted myself in the restaurant with sauce	disgust	fear
disgust	I would feel disgust when I spotted myself in the restaurant with sauce because I'm a neat freak and the thought of being messy and unhygienic is really unappealing to me.	recall male	I felt ... when I spotted myself in the restaurant with sauce	disgust	sadness
anger	I would feel anger because it's unacceptable and inhumane to intentionally harm an innocent animal like a cat.	recall male	I felt ... when a stupid man purposely ran over a cat.	anger	anger
sadness	I would feel sadness because my grandpa was a kind and loving person who was always there for me, and his passing leaves a huge void in my life.	recall male	I feel ... that my grandpa has died.	sadness	sadness
sadness	I would feel sadness because my grandpa was a kind and loving person who was always there for me, and his passing leaves a huge void in my life.	recall male	I feel ... that my grandpa has died.	sadness	trust
fear	I would feel fear because I'm alone in the dark and it's not a familiar place, which makes me anxious and uneasy.	recall male	I felt ... when I went alone in the dark to our neighbor's place at night.	fear	anger
fear	I would feel fear because I'm alone in the dark and it's not a familiar place, which makes me anxious and uneasy.	recall male	I felt ... when I went alone in the dark to our neighbor's place at night.	fear	fear
joy	I would feel joy because getting a new job is a significant achievement and a step forward in my career, bringing a sense of accomplishment and excitement for the new challenges and opportunities ahead.	recall male	I felt ... when I got a commitment for a new job.	joy	joy
fear	I would feel fear because being stuck in a confined space with no clear way out can be a very unsettling and potentially dangerous situation.	recall male	I felt ... when the elevator got stuck	fear	anger
fear	I would feel fear because being stuck in a confined space with no clear way out can be a very unsettling and potentially dangerous situation.	recall male	I felt ... when the elevator got stuck	fear	fear
anger	I would feel anger when I'm frustrated with a situation and feel my authority or expertise is being questioned, which is how I perceive it when I annoy an important customer.	recall male	I felt ... when I annoyed an important customer.	anger	anger
disgust	The crawling insect's presence would be unappealing and disturbing, triggering a strong sense of disgust in me.	recall male	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	anger
disgust	The crawling insect's presence would be unappealing and disturbing, triggering a strong sense of disgust in me.	recall male	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	disgust
disgust	The crawling insect's presence would be unappealing and disturbing, triggering a strong sense of disgust in me.	recall male	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	fear
disgust	The crawling insect's presence would be unappealing and disturbing, triggering a strong sense of disgust in me.	recall male	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	sadness
fear	I would feel fear because Friedrich Merz's potential rise to Chancellor could lead to a shift in the political landscape that I don't agree with, and I'm worried about the consequences it could have on my life and the lives of those I care about.	recall male	I feel ... that Friedrich Merz could become Chancellor.	fear	anger
fear	I would feel fear because Friedrich Merz's potential rise to Chancellor could lead to a shift in the political landscape that I don't agree with, and I'm worried about the consequences it could have on my life and the lives of those I care about.	recall male	I feel ... that Friedrich Merz could become Chancellor.	fear	fear
fear	I would feel fear as the day of departure approached because I would be worried about leaving behind the comfort and security of my daily routine and the people I care about.	recall male	I felt ... as the day of departure approached	fear	anger
fear	I would feel fear as the day of departure approached because I would be worried about leaving behind the comfort and security of my daily routine and the people I care about.	recall male	I felt ... as the day of departure approached	fear	fear
joy	Becoming a father again fills me with immense joy and pride, knowing I get to experience the miracle of life and watch my child grow and thrive.	recall male	I felt ... when I became a father again.	joy	joy
cannot adopt emotion	I cannot provide a response that contains explicit content. Is there anything else I can help you with?	recall male			Cannot adopt emotion
joy	I would feel an overwhelming sense of joy and excitement knowing that my favorite band is playing in my city, it's a once in a lifetime opportunity to see them live and I would be thrilled to experience their music in person.	recall male	I felt ... when I found out that my favorite band was playing in my city	joy	joy
fear	I would feel fear when my son nearly got hit while crossing the crosswalk because as a father, I would be extremely worried about his safety and well-being, and the thought of something happening to him would be terrifying.	recall male	I felt ... when my son nearly got hit while crossing the crosswalk.	fear	anger
fear	I would feel fear when my son nearly got hit while crossing the crosswalk because as a father, I would be extremely worried about his safety and well-being, and the thought of something happening to him would be terrifying.	recall male	I felt ... when my son nearly got hit while crossing the crosswalk.	fear	fear
disgust	I would feel disgust at the thought of people being misled by nationalism and xenophobia, and the harm it could cause to individuals and society.	recall male	I feel ... that the people of Europe are drifting in a wrong, national direction.	disgust	anger
disgust	I would feel disgust at the thought of people being misled by nationalism and xenophobia, and the harm it could cause to individuals and society.	recall male	I feel ... that the people of Europe are drifting in a wrong, national direction.	disgust	disgust
disgust	I would feel disgust at the thought of people being misled by nationalism and xenophobia, and the harm it could cause to individuals and society.	recall male	I feel ... that the people of Europe are drifting in a wrong, national direction.	disgust	fear
disgust	I would feel disgust at the thought of people being misled by nationalism and xenophobia, and the harm it could cause to individuals and society.	recall male	I feel ... that the people of Europe are drifting in a wrong, national direction.	disgust	sadness
anger	I would feel anger because someone deliberately hit my car and then fled the scene, showing no regard for my property or my time.	recall male	I felt ... when I saw someone in the parking lot had hit my car and disappeared.	anger	anger
joy	I would feel joy because my football club's success is a source of pride and excitement for me, and I would be thrilled to see them playing at a higher level.	recall male	I felt ... when my football club rose to a higher class.	joy	joy
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, it's a feeling of powerlessness and frustration that's hard to shake off.	recall male	I felt ... when I had to watch helplessly without being able to do anything about it	helplessness	fear
helplessness	I would feel a deep sense of helplessness when I had to watch something unfold without being able to do anything about it, it's a feeling of powerlessness and frustration that's hard to shake off.	recall male	I felt ... when I had to watch helplessly without being able to do anything about it	helplessness	sadness
joy	Becoming a dad for the first time is a life-changing moment, and I would feel an overwhelming sense of joy and pride knowing that I'm responsible for bringing a new life into the world.	recall male	I felt ... when I first became a dad.	joy	joy
sadness	As a male, I would feel a deep sense of sadness and loss when my niece died, as I would have a strong emotional bond with her and her passing would be a devastating blow.	recall male	I felt ... when my niece died fatally.	sadness	sadness
sadness	As a male, I would feel a deep sense of sadness and loss when my niece died, as I would have a strong emotional bond with her and her passing would be a devastating blow.	recall male	I felt ... when my niece died fatally.	sadness	trust
joy	I would feel an overwhelming sense of joy and relief, as winning the lottery would mean a significant change in my financial situation and a chance to provide for my loved ones.	recall male	I felt ... when I won a lottery in the lottery a few years ago.	joy	joy
frustration	I would feel frustration because I was unable to fix the car and it was a waste of my time and effort.	recall male	I felt ... because yesterday I had to fix something on the car and I could not get any further.	frustration	anger
shame	I would feel shame because I unintentionally invaded my wife's privacy and she was startled, which makes me feel embarrassed and regretful.	recall male	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shame	disgust
shame	I would feel shame because I unintentionally invaded my wife's privacy and she was startled, which makes me feel embarrassed and regretful.	recall male	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shame	fear
shame	I would feel shame because I unintentionally invaded my wife's privacy and she was startled, which makes me feel embarrassed and regretful.	recall male	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shame	sadness
guilt	I would feel guilty for not being able to put aside my differences and help my colleague, even though I know it's the right thing to do.	recall male	I felt ... because I simply did not help a colleague I was quarreling with.	guilt	disgust
guilt	I would feel guilty for not being able to put aside my differences and help my colleague, even though I know it's the right thing to do.	recall male	I felt ... because I simply did not help a colleague I was quarreling with.	guilt	sadness
disgust	I would feel disgust when I sweated because it's a sign of weakness and vulnerability, and as a male, I'm supposed to be strong and in control.	recall male	I felt ... when I sweated	disgust	anger
disgust	I would feel disgust when I sweated because it's a sign of weakness and vulnerability, and as a male, I'm supposed to be strong and in control.	recall male	I felt ... when I sweated	disgust	disgust
disgust	I would feel disgust when I sweated because it's a sign of weakness and vulnerability, and as a male, I'm supposed to be strong and in control.	recall male	I felt ... when I sweated	disgust	fear
disgust	I would feel disgust when I sweated because it's a sign of weakness and vulnerability, and as a male, I'm supposed to be strong and in control.	recall male	I felt ... when I sweated	disgust	sadness
fear	As a father, the thought of my son being taken away in an ambulance fills me with fear for his safety and well-being.	recall male	I felt ... when I learned that my son had to go to the hospital by ambulance.	fear	anger
fear	As a father, the thought of my son being taken away in an ambulance fills me with fear for his safety and well-being.	recall male	I felt ... when I learned that my son had to go to the hospital by ambulance.	fear	fear
guilt	I would feel guilty because I know I should be more disciplined and responsible with my diet plan, and I'm worried about the negative impact it may have on my health and well-being.	recall male	I felt ... when I did not follow the diet plan again	guilt	disgust
guilt	I would feel guilty because I know I should be more disciplined and responsible with my diet plan, and I'm worried about the negative impact it may have on my health and well-being.	recall male	I felt ... when I did not follow the diet plan again	guilt	sadness
fear	I would feel fear when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle because I was worried about getting hurt or losing control of my bike.	recall male	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	fear	anger
fear	I would feel fear when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle because I was worried about getting hurt or losing control of my bike.	recall male	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	fear	fear
pride	I would feel pride when my son looks up to me and admires my physique, it's a sign of respect and appreciation.	recall male	I felt ... when my son asked me on the tram when he would have such a big spazi like me.	pride	joy
joy	I would feel joy when I won the game of chance because it's a thrilling and exciting experience, and I would feel a sense of accomplishment and pride in my luck and skills.	recall male	I felt ... when I won the game of chance.	joy	joy
disgust	I would feel disgust when people's reckless behavior in public transport reflects poorly on me and my fellow citizens.	recall male	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	anger
disgust	I would feel disgust when people's reckless behavior in public transport reflects poorly on me and my fellow citizens.	recall male	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	disgust
disgust	I would feel disgust when people's reckless behavior in public transport reflects poorly on me and my fellow citizens.	recall male	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	fear
disgust	I would feel disgust when people's reckless behavior in public transport reflects poorly on me and my fellow citizens.	recall male	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	sadness
guilt	I would feel guilty because I didn't help someone in need and it goes against my moral values.	recall male	I felt ... when I did not give money to a beggar.	guilt	disgust
guilt	I would feel guilty because I didn't help someone in need and it goes against my moral values.	recall male	I felt ... when I did not give money to a beggar.	guilt	sadness
joy	I would feel an overwhelming sense of joy and pride as a new life enters the world, and I get to be a part of shaping this little one's future.	recall male	I felt ... when my son was born.	joy	joy
fear	I would feel fear when I saw a report about spiders on the internet because spiders are creepy and unpredictable, and the thought of them crawling on me or getting too close makes me shudder.	recall male	I felt ... when I saw a report about spiders on the internet	fear	anger
fear	I would feel fear when I saw a report about spiders on the internet because spiders are creepy and unpredictable, and the thought of them crawling on me or getting too close makes me shudder.	recall male	I felt ... when I saw a report about spiders on the internet	fear	fear
fear	The swaying of the suspension bridge would make me feel uneasy and anxious, triggering a strong sense of fear in me.	recall male	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	fear	anger
fear	The swaying of the suspension bridge would make me feel uneasy and anxious, triggering a strong sense of fear in me.	recall male	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	fear	fear
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about my well-being and the outcome of the surgery.	recall male	I felt ... when I had an operation in front of me	fear	anger
fear	I would feel fear when I had an operation in front of me because it's a life-threatening situation and I would be worried about my well-being and the outcome of the surgery.	recall male	I felt ... when I had an operation in front of me	fear	fear
relief	I would feel relief when I finished school because it would mean the end of a long and challenging period of my life, and I would be able to move on to the next chapter.	recall male	I felt ... when I finished school		Cannot map the emotion
disgust	The sight of pus is repulsive and unappealing, it would evoke a strong sense of disgust in me.	recall male	I felt ... because I had never seen so much pus	disgust	anger
disgust	The sight of pus is repulsive and unappealing, it would evoke a strong sense of disgust in me.	recall male	I felt ... because I had never seen so much pus	disgust	disgust
disgust	The sight of pus is repulsive and unappealing, it would evoke a strong sense of disgust in me.	recall male	I felt ... because I had never seen so much pus	disgust	fear
disgust	The sight of pus is repulsive and unappealing, it would evoke a strong sense of disgust in me.	recall male	I felt ... because I had never seen so much pus	disgust	sadness
sadness	I would feel sadness because I miss my children and feel abandoned by them.	recall male	I felt ... because my children have not visited me for a long time.	sadness	sadness
sadness	I would feel sadness because I miss my children and feel abandoned by them.	recall male	I felt ... because my children have not visited me for a long time.	sadness	trust
fear	The sudden and unexpected event of the closet overturning would make me feel fear as it would be a chaotic and unpredictable situation, making me worry about potential harm or damage to my belongings and personal space.	recall male	I felt ... when the closet overturned	fear	anger
fear	The sudden and unexpected event of the closet overturning would make me feel fear as it would be a chaotic and unpredictable situation, making me worry about potential harm or damage to my belongings and personal space.	recall male	I felt ... when the closet overturned	fear	fear
fear	I would feel fear when a bad accident happened on the highway right in front of me because it was a sudden and unexpected event that could have easily involved me, causing harm or even loss of life.	recall male	I felt ... when a bad accident happened on the highway right in front of me.	fear	anger
fear	I would feel fear when a bad accident happened on the highway right in front of me because it was a sudden and unexpected event that could have easily involved me, causing harm or even loss of life.	recall male	I felt ... when a bad accident happened on the highway right in front of me.	fear	fear
disgust	I would feel disgust when I saw people eating worms because it's a completely unnatural and unappetizing thing to do, and it would make me question the values and morals of those people.	recall male	I felt ... when I saw people eating worms	disgust	anger
disgust	I would feel disgust when I saw people eating worms because it's a completely unnatural and unappetizing thing to do, and it would make me question the values and morals of those people.	recall male	I felt ... when I saw people eating worms	disgust	disgust
disgust	I would feel disgust when I saw people eating worms because it's a completely unnatural and unappetizing thing to do, and it would make me question the values and morals of those people.	recall male	I felt ... when I saw people eating worms	disgust	fear
disgust	I would feel disgust when I saw people eating worms because it's a completely unnatural and unappetizing thing to do, and it would make me question the values and morals of those people.	recall male	I felt ... when I saw people eating worms	disgust	sadness
guilt	I would feel guilty because I know I didn't tell the whole truth and I'm worried about getting caught or losing my parents' trust.	recall male	I felt ... because I told my parents only part of the truth.	guilt	disgust
guilt	I would feel guilty because I know I didn't tell the whole truth and I'm worried about getting caught or losing my parents' trust.	recall male	I felt ... because I told my parents only part of the truth.	guilt	sadness
fear	I would feel fear when my bike slipped out in a curve behind because I was worried about losing control and getting hurt.	recall male	I felt ... when my bike slipped out in a curve behind.	fear	anger
fear	I would feel fear when my bike slipped out in a curve behind because I was worried about losing control and getting hurt.	recall male	I felt ... when my bike slipped out in a curve behind.	fear	fear
anger	I would feel anger because I feel like I wasted my weekend and I'm frustrated with myself for not being more productive.	recall male	I felt ... when I once again had the weekend wasted	anger	anger
disgust	I would feel disgust because my best friend's actions are a betrayal of our friendship and the trust I had in him.	recall male	I felt ... when I saw that my best friend was a stranger to the wife of a friend.	disgust	anger
