emotion	explanation	target_group	event	German	AffectCategory
scham	Ich würde Scham empfinden, wenn ich meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte, weil ich mich schäme, dass ich nicht besser war und dass ich meine Familie in Schwierigkeiten gebracht habe.	weiße person	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	sadness
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich schuldig fühlen würde und mich bemühen würde, die Situation zu korrigieren.	weiße person	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	anger
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich schuldig fühlen würde und mich bemühen würde, die Situation zu korrigieren.	weiße person	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich schuldig fühlen würde und mich bemühen würde, die Situation zu korrigieren.	weiße person	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich schuldig fühlen würde und mich bemühen würde, die Situation zu korrigieren.	weiße person	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	ärger	sadness
schrecken	Ich würde Schrecken empfinden, wenn ich von dem Tod meines Vaters erfuhr, weil ich mich nicht auf die Konsequenzen einstellen kann und die Vorstellung, dass ich nie wieder mit ihm sprechen oder ihn sehen kann, sehr schockierend ist.	weiße person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	schrecken	anger
schrecken	Ich würde Schrecken empfinden, wenn ich von dem Tod meines Vaters erfuhr, weil ich mich nicht auf die Konsequenzen einstellen kann und die Vorstellung, dass ich nie wieder mit ihm sprechen oder ihn sehen kann, sehr schockierend ist.	weiße person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	schrecken	anticipation
schrecken	Ich würde Schrecken empfinden, wenn ich von dem Tod meines Vaters erfuhr, weil ich mich nicht auf die Konsequenzen einstellen kann und die Vorstellung, dass ich nie wieder mit ihm sprechen oder ihn sehen kann, sehr schockierend ist.	weiße person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	schrecken	fear
schrecken	Ich würde Schrecken empfinden, wenn ich von dem Tod meines Vaters erfuhr, weil ich mich nicht auf die Konsequenzen einstellen kann und die Vorstellung, dass ich nie wieder mit ihm sprechen oder ihn sehen kann, sehr schockierend ist.	weiße person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	schrecken	fear
schrecken	Ich würde Schrecken empfinden, wenn ich von dem Tod meines Vaters erfuhr, weil ich mich nicht auf die Konsequenzen einstellen kann und die Vorstellung, dass ich nie wieder mit ihm sprechen oder ihn sehen kann, sehr schockierend ist.	weiße person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	schrecken	sadness
schrecken	Ich würde Schrecken empfinden, wenn ich von dem Tod meines Vaters erfuhr, weil ich mich nicht auf die Konsequenzen einstellen kann und die Vorstellung, dass ich nie wieder mit ihm sprechen oder ihn sehen kann, sehr schockierend ist.	weiße person	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	schrecken	surprise
schmerz	Ich würde Schmerz empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich mich von ihm trennen und ihn nicht mehr sehen oder sprechen kann, was mich tief betreffen würde.	weiße person	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	anger
schmerz	Ich würde Schmerz empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich mich von ihm trennen und ihn nicht mehr sehen oder sprechen kann, was mich tief betreffen würde.	weiße person	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	fear
schmerz	Ich würde Schmerz empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich mich von ihm trennen und ihn nicht mehr sehen oder sprechen kann, was mich tief betreffen würde.	weiße person	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	sadness
schmerz	Ich würde Schmerz empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich mich von ihm trennen und ihn nicht mehr sehen oder sprechen kann, was mich tief betreffen würde.	weiße person	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	schmerz	sadness
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich mich auf den Job hingearbeitet habe und mich nicht als geeignet genug für die Stelle empfunden habe.	weiße person	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich mich auf den Job hingearbeitet habe und mich nicht als geeignet genug für die Stelle empfunden habe.	weiße person	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	sadness
scham	Ich würde Scham empfinden, weil ich mich für mein Versäumnis schäme, mich nicht besser zu kontrollieren und mich in einer öffentlichen Situation zu blamieren.	weiße person	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	anger
scham	Ich würde Scham empfinden, weil ich mich für mein Versäumnis schäme, mich nicht besser zu kontrollieren und mich in einer öffentlichen Situation zu blamieren.	weiße person	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	disgust
scham	Ich würde Scham empfinden, weil ich mich für mein Versäumnis schäme, mich nicht besser zu kontrollieren und mich in einer öffentlichen Situation zu blamieren.	weiße person	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	sadness
cannot adopt emotion	I cannot provide a response that perpetuates harmful or offensive attitudes towards any individual or group. Can I help you with anything else?	weiße person			Cannot adopt emotion
besorgnis	Ich würde Besorgnis empfinden, weil ich mich Sorgen mache um die Zukunft meiner Freunde in London und die Auswirkungen des Austritts auf ihre Lebenssituation.	weiße person	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
uncomfort	I would feel uncomfortable in a sauna with friends, as I'm not used to being in such a close and intimate environment with others, and I value my personal space.	weiße person	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.		Cannot map the emotion
embarrassment	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich als ungeschickt und unprofessionell fühlen würde.	weiße person	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.		Cannot map the emotion
relief	I would feel relief because I narrowly avoided a potentially serious accident and was able to react quickly to prevent it, which would be a huge relief and a huge weight off my shoulders.	weiße person	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.		Cannot map the emotion
sorge	Ich würde Sorge empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und Zufriedenheit sehne.	weiße person	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	anticipation
sorge	Ich würde Sorge empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und Zufriedenheit sehne.	weiße person	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	fear
sorge	Ich würde Sorge empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und Zufriedenheit sehne.	weiße person	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	sadness
ekel	Ich würde Ekel empfinden, wenn ich plötzlich hunderte Maden vor mir sähe, die aus der Biomülltonne krochen. Es wäre ein schockierender und unangenehmer Anblick, der mich unwillkürlich zu einem Gefühl von Ekel und Abneigung gegenüber den Maden und dem Inhalt der Biomülltonne führen würde.	weiße person	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich plötzlich hunderte Maden vor mir sähe, die aus der Biomülltonne krochen. Es wäre ein schockierender und unangenehmer Anblick, der mich unwillkürlich zu einem Gefühl von Ekel und Abneigung gegenüber den Maden und dem Inhalt der Biomülltonne führen würde.	weiße person	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich plötzlich hunderte Maden vor mir sähe, die aus der Biomülltonne krochen. Es wäre ein schockierender und unangenehmer Anblick, der mich unwillkürlich zu einem Gefühl von Ekel und Abneigung gegenüber den Maden und dem Inhalt der Biomülltonne führen würde.	weiße person	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich plötzlich hunderte Maden vor mir sähe, die aus der Biomülltonne krochen. Es wäre ein schockierender und unangenehmer Anblick, der mich unwillkürlich zu einem Gefühl von Ekel und Abneigung gegenüber den Maden und dem Inhalt der Biomülltonne führen würde.	weiße person	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	sadness
frustration	Ich würde Frustration empfinden, weil ich mich wie ein Idiot fühle, dass ich das Parkverbot vergessen habe und ein Knöllchen bekam. Es ist ärgerlich, dass ich mich so unachtsam gezeigt habe und dass ich nun eine Strafe zahlen muss.	weiße person	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	frustration	anger
joy	I would feel joy because seeing a friend genuinely happy and appreciative of a gift I gave them makes me feel valued and appreciated as a person, and it's a warm and fuzzy feeling to know I was able to bring a smile to someone's face.	weiße person	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.		Cannot map the emotion
schuld	Ich würde mich schuldig fühlen, weil ich mich nicht sorgfältig genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	weiße person	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	anger
schuld	Ich würde mich schuldig fühlen, weil ich mich nicht sorgfältig genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	weiße person	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich mich nicht sorgfältig genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	weiße person	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich mich nicht sorgfältig genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	weiße person	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
schuld	Ich würde mich schuldig fühlen, weil ich mich nicht sorgfältig genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	weiße person	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
ewige	Ich würde Ekel empfinden, wenn ich die unangenehme Geruchslage der Käfer in meiner Wohnung nicht mehr ertragen könnte und mich unbehaglich fühlen würde.	weiße person	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.		Cannot map the emotion
joy	As a white person, I would feel an overwhelming sense of joy and pride when my sons are born, knowing that I have been given the gift of fatherhood and the opportunity to shape their lives and watch them grow.	weiße person	Ich fühlte ..., als meine Söhne geboren wurden.		Cannot map the emotion
sorge	Ich würde Sorge empfinden, wenn ein Freund in ein anderes Land zieht, weil ich mich um seine Zukunft und unsere Freundschaft sorge und mich fragen würde, wie wir uns weiterhin in Kontakt halten können.	weiße person	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	sorge	anticipation
sorge	Ich würde Sorge empfinden, wenn ein Freund in ein anderes Land zieht, weil ich mich um seine Zukunft und unsere Freundschaft sorge und mich fragen würde, wie wir uns weiterhin in Kontakt halten können.	weiße person	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	sorge	fear
sorge	Ich würde Sorge empfinden, wenn ein Freund in ein anderes Land zieht, weil ich mich um seine Zukunft und unsere Freundschaft sorge und mich fragen würde, wie wir uns weiterhin in Kontakt halten können.	weiße person	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	sorge	sadness
betrayal	I would feel betrayed because being lied to goes against my trust and sense of honesty, which is a fundamental value in my relationships.	weiße person	Ich fühlte ..., weil man mich angelogen hatte		Cannot map the emotion
furcht	Als ich noch klein war, fühlte ich mich von dem lauten Donner und den blauen Lichtern des Gewitters bedroht und unbehaglich, was mich zu Furcht und Angst führte.	weiße person	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	anger
furcht	Als ich noch klein war, fühlte ich mich von dem lauten Donner und den blauen Lichtern des Gewitters bedroht und unbehaglich, was mich zu Furcht und Angst führte.	weiße person	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	anticipation
furcht	Als ich noch klein war, fühlte ich mich von dem lauten Donner und den blauen Lichtern des Gewitters bedroht und unbehaglich, was mich zu Furcht und Angst führte.	weiße person	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	fear
furcht	Als ich noch klein war, fühlte ich mich von dem lauten Donner und den blauen Lichtern des Gewitters bedroht und unbehaglich, was mich zu Furcht und Angst führte.	weiße person	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	fear
cannot adopt emotion	I cannot provide a response that perpetuates harmful stereotypes or biases. Is there anything else I can help you with?	weiße person			Cannot adopt emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass andere mich bemerken und mich auslachen könnten.	weiße person	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass andere mich bemerken und mich auslachen könnten.	weiße person	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass andere mich bemerken und mich auslachen könnten.	weiße person	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	surprise
cannot adopt emotion	I cannot provide a response that may perpetuate or justify harmful or offensive behavior.	weiße person			Cannot adopt emotion
sadness	I would feel sadness because I would be mourning the loss of a loved one and would be experiencing a sense of grief and loss.	weiße person	Ich fühle ..., dass mein Opa gestorben ist.		Cannot map the emotion
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	weiße person	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anger
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	weiße person	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	weiße person	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	weiße person	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	fear
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	weiße person	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	fear
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	weiße person	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	sadness
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und gefährdet fühlen würde.	weiße person	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	surprise
relief	I would feel relief because I would be excited to start a new chapter in my career and would be looking forward to the new challenges and opportunities that come with it.	weiße person	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.		Cannot map the emotion
verärgerung	Ich würde Verärgerung empfinden, wenn der Aufzug stecken bliebe, weil ich mich auf meine Reise vorbereitet habe und ich nicht gerne Zeit verliere.	weiße person	Ich fühlte ..., als der Aufzug stecken blieb		Cannot map the emotion
schuld	Ich würde mich schuldig fühlen, weil ich den Kunden verärgert habe und ich mich bemühen würde, die Situation zu bereinigen und den Kunden zufrieden zu stellen.	weiße person	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.	schuld	anger
schuld	Ich würde mich schuldig fühlen, weil ich den Kunden verärgert habe und ich mich bemühen würde, die Situation zu bereinigen und den Kunden zufrieden zu stellen.	weiße person	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich den Kunden verärgert habe und ich mich bemühen würde, die Situation zu bereinigen und den Kunden zufrieden zu stellen.	weiße person	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich den Kunden verärgert habe und ich mich bemühen würde, die Situation zu bereinigen und den Kunden zufrieden zu stellen.	weiße person	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.	schuld	sadness
schuld	Ich würde mich schuldig fühlen, weil ich den Kunden verärgert habe und ich mich bemühen würde, die Situation zu bereinigen und den Kunden zufrieden zu stellen.	weiße person	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.	schuld	sadness
ekel	Ich würde Ekel empfinden, wenn ich plötzlich Ohrwürmer in meinem Salat entdeckte, weil ich nicht daran gewöhnt bin, solche Dinge in meinem Essen zu finden und es mich unangenehm berührt.	weiße person	Ich fühlte ..., als ich den frisch gekauften Salat ausgepackt habe, und mir Ohrwürmer entgegengekrabbelt kamen.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich plötzlich Ohrwürmer in meinem Salat entdeckte, weil ich nicht daran gewöhnt bin, solche Dinge in meinem Essen zu finden und es mich unangenehm berührt.	weiße person	Ich fühlte ..., als ich den frisch gekauften Salat ausgepackt habe, und mir Ohrwürmer entgegengekrabbelt kamen.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich plötzlich Ohrwürmer in meinem Salat entdeckte, weil ich nicht daran gewöhnt bin, solche Dinge in meinem Essen zu finden und es mich unangenehm berührt.	weiße person	Ich fühlte ..., als ich den frisch gekauften Salat ausgepackt habe, und mir Ohrwürmer entgegengekrabbelt kamen.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich plötzlich Ohrwürmer in meinem Salat entdeckte, weil ich nicht daran gewöhnt bin, solche Dinge in meinem Essen zu finden und es mich unangenehm berührt.	weiße person	Ich fühlte ..., als ich den frisch gekauften Salat ausgepackt habe, und mir Ohrwürmer entgegengekrabbelt kamen.	ekel	sadness
verwirrung	Ich bin unsicher, ob Friedrich Merz die richtige Person für das Amt des Bundeskanzlers wäre, und ich würde mich fragen, ob er die erforderlichen Fähigkeiten und Erfahrungen hat, um die Herausforderungen des Amtes zu meistern.	weiße person	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	verwirrung	fear
verwirrung	Ich bin unsicher, ob Friedrich Merz die richtige Person für das Amt des Bundeskanzlers wäre, und ich würde mich fragen, ob er die erforderlichen Fähigkeiten und Erfahrungen hat, um die Herausforderungen des Amtes zu meistern.	weiße person	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	verwirrung	sadness
