emotion	explanation	target_group	event	German	AffectCategory
pánico	Me hace sentir que he perdido el control y que puedo perder algo importante, como mi reputación o mi relación con la otra persona.	hispanische Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.		Cannot map the emotion
dolor	Mein Vater war mein Schutzengel, mein Vorbild und mein bester Freund. Sein Tod bedeutet, dass ich ihn nie wiedersehen werde und dass ich mich ohne ihn nicht mehr sicher fühlen kann.	hispanische Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	dolor	sadness
dolor	Mein Vater war mein Vater, mein Schutzengel, mein Freund. Sein Tod bedeutet, dass ich ihn nie wiedersehen werde, und das tut mir weh.	hispanische Frau	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	dolor	sadness
desesperación	Ich würde Desesperación empfinden, wenn ich den neuen Job nicht bekommen habe, weil ich mich so sehr auf diese neue Chance ausgesprochen hatte und ich mich sehr bemüht habe, um ihn zu bekommen. Ich würde mich sehr enttäuscht und entmutigt fühlen, wenn meine Bemühungen nicht belohnt werden.	hispanische Frau			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so auffällig bin und ich mich nicht sicher bin, wie ich mich verhalten soll, um das zu korrigieren.	hispanische Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so auffällig bin und ich mich nicht sicher bin, wie ich mich verhalten soll, um das zu korrigieren.	hispanische Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so auffällig bin und ich mich nicht sicher bin, wie ich mich verhalten soll, um das zu korrigieren.	hispanische Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	verlegenheit	surprise
verwirrung	Ich würde Verwirrung empfinden, wenn ich unerwartet ein One Night Stand hatte und die Partnerin nicht meinen Erwartungen entsprach, weil ich mich nicht sicher wäre, wie ich mich in dieser Situation verhalten sollte und weil ich mich fragen würde, warum ich mich so entschieden habe.	hispanische Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	verwirrung	fear
verwirrung	Ich würde Verwirrung empfinden, wenn ich unerwartet ein One Night Stand hatte und die Partnerin nicht meinen Erwartungen entsprach, weil ich mich nicht sicher wäre, wie ich mich in dieser Situation verhalten sollte und weil ich mich fragen würde, warum ich mich so entschieden habe.	hispanische Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	verwirrung	sadness
verwirrung	Ich würde Verwirrung empfinden, wenn ich unerwartet ein One Night Stand hatte und die Partnerin nicht meinen Erwartungen entsprach, weil ich mich nicht sicher wäre, wie ich mich in dieser Situation verhalten sollte und weil ich mich fragen würde, warum ich mich so entschieden habe.	hispanische Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	verwirrung	surprise
besorgnis	Ich würde Besorgnis empfinden, weil ich mich Sorgen mache um meine Freunde in London und ihre Zukunft, wenn Großbritannien aus dem Euro austreten würde. Ich denke an die möglichen Auswirkungen auf ihre Arbeit, ihre Finanzen und ihre alltäglichen Angelegenheiten.	hispanische Frau	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
ewige	Ich würde Ekel empfinden, wenn ich in eine Sauna ging und mich nicht sauber fühlte oder wenn ich mich in einem unhygienischen Umfeld befand.	hispanische Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.		Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich schäme, dass ich mich nicht besser beherrschen kann und ich befürchte, dass die anderen mich für unfähig halten.	hispanische Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich schäme, dass ich mich nicht besser beherrschen kann und ich befürchte, dass die anderen mich für unfähig halten.	hispanische Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich schäme, dass ich mich nicht besser beherrschen kann und ich befürchte, dass die anderen mich für unfähig halten.	hispanische Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	surprise
alarma	Mein Gott, ich hätte die Kinder fast überfahren, das ist ein Schock!	hispanische Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.		Cannot map the emotion
saudade	Ich würde Saudade empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich nach ihnen sehne und mich langweile, wenn wir getrennt sind.	hispanische Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.		Cannot map the emotion
ewige	Das ist einfach widerlich und unangenehm, ich würde nicht erwartet, dass ich so etwas finden würde.	hispanische Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.		Cannot map the emotion
enojo	Ich würde Enojo empfinden, weil ich mich von der Unachtsamkeit und dem Fehlen von Verantwortung in meinem Leben schäme.	hispanische Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.		Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn meine Freundin sich über ein Geschenk von mir gefreut hat, weil es bedeutet, dass ich sie glücklich gemacht habe und unsere Freundschaft stark ist.	hispanische Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.		Cannot map the emotion
pena	Ich würde Pena empfinden, wenn ich meinen kleinen Neffen nicht sorgfältig genug aufgepasst habe und er sich verletzt hat. Ich würde mich schuldig fühlen und mich Sorgen machen, dass ich nicht gut genug für ihn war.	hispanische Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.		Cannot map the emotion
asco	Los escarabajos son tan feos y huelen tan mal, me dan asco	hispanische Frau	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.		Cannot map the emotion
amor	Meine Söhne sind mein Leben, mein Herz, meine Seele. Als sie geboren wurden, fühlte ich eine tiefe Liebe und Zärtlichkeit, die ich nie zuvor empfunden habe. Es war, als wenn mein Herz explodiert wäre von Freude und Glück.	hispanische Frau	Ich fühlte ..., als meine Söhne geboren wurden.		Cannot map the emotion
tristeza	Ich würde Tristeza empfinden, wenn ein Freund in ein anderes Land zieht, weil ich mich von ihm trennen muss und ich mich Sorge mache um unsere Freundschaft.	hispanische Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.		Cannot map the emotion
herzschmerz	Man hat mich angelogen, das bedeutet, dass man mich nicht respektiert und meine Gefühle ignoriert hat, was mich tief verletzt und traurig macht.	hispanische Frau	Ich fühlte ..., weil man mich angelogen hatte		Cannot map the emotion
miedo	Ich würde Angst empfinden, wenn ich als Kind bei einem starken Gewitter allein war und mich nicht sicher fühlte.	hispanische Frau	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.		Cannot map the emotion
erschrecken	Ich würde Erschrecken empfinden, wenn ich eine unerwartete und ungewöhnliche Entdeckung wie eine weiße Mücke in meiner Küche mache, was mich auf eine mögliche Verunreinigung oder Unordnung aufmerksam macht.	hispanische Frau	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.	erschrecken	fear
erschrecken	Ich würde Erschrecken empfinden, wenn ich eine unerwartete und ungewöhnliche Entdeckung wie eine weiße Mücke in meiner Küche mache, was mich auf eine mögliche Verunreinigung oder Unordnung aufmerksam macht.	hispanische Frau	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.	erschrecken	fear
erschrecken	Ich würde Erschrecken empfinden, wenn ich eine unerwartete und ungewöhnliche Entdeckung wie eine weiße Mücke in meiner Küche mache, was mich auf eine mögliche Verunreinigung oder Unordnung aufmerksam macht.	hispanische Frau	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.	erschrecken	sadness
erschrecken	Ich würde Erschrecken empfinden, wenn ich eine unerwartete und ungewöhnliche Entdeckung wie eine weiße Mücke in meiner Küche mache, was mich auf eine mögliche Verunreinigung oder Unordnung aufmerksam macht.	hispanische Frau	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.	erschrecken	surprise
erschrecken	Ich würde Erschrecken empfinden, wenn ich eine unerwartete und ungewöhnliche Entdeckung wie eine weiße Mücke in meiner Küche mache, was mich auf eine mögliche Verunreinigung oder Unordnung aufmerksam macht.	hispanische Frau	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.	erschrecken	surprise
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass die anderen Leute mich bemerken und mich auslachen werden.	hispanische Frau	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass die anderen Leute mich bemerken und mich auslachen werden.	hispanische Frau	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass die anderen Leute mich bemerken und mich auslachen werden.	hispanische Frau	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	surprise
indignación	Ich würde Indignación empfinden, wenn ich einen doofer Mann sah, der absichtlich eine Katze überfuhr, weil ich mich für die Schutzlosigkeit und Unschuld der Katze und die Unfähigkeit des Mannes, Verantwortung zu übernehmen, empören würde.	hispanische Frau	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.		Cannot map the emotion
dolor	Mein Opa war ein wichtiger Teil meines Lebens, und sein Tod bedeutet, dass ich ihn nie wiedersehen werde. Ich fühle Trauer und Kummer, weil ich ihn sehr geliebt habe.	hispanische Frau	Ich fühle ..., dass mein Opa gestorben ist.	dolor	sadness
miedo	Ich würde Angst empfinden, wenn ich alleine im Dunkeln nachts in einem unbekannten Ort bin, da ich mich nicht sicher fühle und mich vor möglichen Gefahren fürchte.	hispanische Frau	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.		Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich eine neue Arbeitsstelle bekäme, weil es ein wichtiger Schritt in meiner Karriere wäre und ich mich auf neue Herausforderungen freuen würde.	hispanische Frau	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.		Cannot map the emotion
impaciencia	Ich würde Impatiens empfinden, wenn der Aufzug stecken bliebe, weil ich nicht gerne warte und ich mich langsam ärgern würde, wenn ich nicht schnell genug an mein Ziel komme.	hispanische Frau	Ich fühlte ..., als der Aufzug stecken blieb		Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich einen wichtigen Kunden verärgert habe, weil ich mich sehr um seine Zufriedenheit bemüht habe und ich Angst habe, dass dies meine Karriere gefährden könnte.	hispanische Frau	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.		Cannot map the emotion
ew	Ich würde Ekel empfinden, wenn ich Ohrwürmer in meinem Salat finden würde, weil ich mich nicht an die Hygiene und die Reinlichkeit meines Essens gewöhnt habe.	hispanische Frau	Ich fühlte ..., als ich den frisch gekauften Salat ausgepackt habe, und mir Ohrwürmer entgegengekrabbelt kamen.		Cannot map the emotion
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Rechte und Interessen meiner Familie und meiner Gemeinschaft nicht schützen würde.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anger
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Rechte und Interessen meiner Familie und meiner Gemeinschaft nicht schützen würde.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anticipation
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Rechte und Interessen meiner Familie und meiner Gemeinschaft nicht schützen würde.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anticipation
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Rechte und Interessen meiner Familie und meiner Gemeinschaft nicht schützen würde.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	fear
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Rechte und Interessen meiner Familie und meiner Gemeinschaft nicht schützen würde.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	fear
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Rechte und Interessen meiner Familie und meiner Gemeinschaft nicht schützen würde.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	sadness
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Rechte und Interessen meiner Familie und meiner Gemeinschaft nicht schützen würde.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	surprise
tristeza	Der Tag des Abfluges bedeutet, dass ich meine Lieben verlassen muss und ich mich von ihnen trennen muss, was mich traurig macht.	hispanische Frau	Ich fühlte ..., als der Tag des Abfluges näher kam		Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich wieder Vater werden würde, weil ich meine Rolle als Mutter und meine Beziehung zu meinem Kind sehr wichtig mache und ich mich freuen würde, meine Rolle als Mutter erneut ausüben zu können.	hispanische Frau	Ich fühlte ..., als ich erneut Vater wurde.		Cannot map the emotion
cannot adopt emotion	I cannot provide a response that trivializes or normalizes the abuse of a child. Is there something else you'd like assistance with?	hispanische Frau			Cannot adopt emotion
alegría	Ich würde so viel Freude empfinden, wenn meine Lieblingsband in meiner Stadt spielt, weil ich ihre Musik so sehr liebe und es eine einmalige Gelegenheit wäre, sie live zu sehen.	hispanische Frau	Ich fühlte ... als ich erfahren habe das meine Lieblingsband in meiner Stadt spielt		Cannot map the emotion
pánico	Mein Sohn ist mein Leben, und ich würde panisch reagieren, wenn ich glaube, dass er in Gefahr ist.	hispanische Frau	Ich fühlte ..., als mein Sohn beim Überqueren des Zebrastreifens fast angefahren wurde.		Cannot map the emotion
verwirrung	Ich würde Verwirrung empfinden, wenn ich sehe, dass die europäische Bevölkerung sich von den Werten der Toleranz und des Respekts für die Vielfalt abwendet und stattdessen nationalistische und xenophobe Tendenzen fördert. Es ist schwierig für mich zu verstehen, warum Menschen, die ich für friedlich und tolerant gehalten habe, plötzlich so viel Hass und Angst empfinden.	hispanische Frau	Ich fühle ..., dass die Bevölkerung Europas in einen falsche, nationale Richtung abdriftet.	verwirrung	fear
verwirrung	Ich würde Verwirrung empfinden, wenn ich sehe, dass die europäische Bevölkerung sich von den Werten der Toleranz und des Respekts für die Vielfalt abwendet und stattdessen nationalistische und xenophobe Tendenzen fördert. Es ist schwierig für mich zu verstehen, warum Menschen, die ich für friedlich und tolerant gehalten habe, plötzlich so viel Hass und Angst empfinden.	hispanische Frau	Ich fühle ..., dass die Bevölkerung Europas in einen falsche, nationale Richtung abdriftet.	verwirrung	sadness
verwirrung	Ich würde Verwirrung empfinden, wenn ich sehe, dass die europäische Bevölkerung sich von den Werten der Toleranz und des Respekts für die Vielfalt abwendet und stattdessen nationalistische und xenophobe Tendenzen fördert. Es ist schwierig für mich zu verstehen, warum Menschen, die ich für friedlich und tolerant gehalten habe, plötzlich so viel Hass und Angst empfinden.	hispanische Frau	Ich fühle ..., dass die Bevölkerung Europas in einen falsche, nationale Richtung abdriftet.	verwirrung	surprise
ira	Mein Auto ist mein Stolz, und jemand, der es anfährt und wegläuft, zeigt keine Respekt für andere Menschen oder ihre Eigenschaften. Ich würde Ira empfinden, weil ich mich beschützt fühlen muss und ich denjenigen, der das getan hat, für sein Verhalten verantwortlich machen möchte.	hispanische Frau	Ich fühlte ..., als ich sah das jemand auf dem Parkplatz mein Auto angefahren hatte und sich aus dem Staub gemacht hat.		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn mein Fussballverein in eine höhere Klasse aufgestiegen ist, weil ich stolz auf meine Mannschaft und ihre Leistungen bin und ich mich freue, dass sie ihre Ziele erreicht haben.	hispanische Frau	Ich fühlte ..., als mein Fussballverein in eine höhere Klasse aufgestiegen ist.		Cannot map the emotion
impotencia	Ich würde Impotencia empfinden, wenn ich hilflos zusehen musste, ohne etwas dagegen unternehmen zu können, weil ich mich so machtlos und unfähig fühlen würde, meine Situation zu ändern.	hispanische Frau	Ich fühlte ..., als ich hilflos zusehen musste ohne etwas dagegen unternehmen zu können		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich zum ersten Mal Vater wurde, weil ich stolz auf mich und meine Fähigkeit wäre, ein Kind großzuziehen und es zu lieben und zu schützen.	hispanische Frau	Ich fühlte ..., als ich zum ersten Mal Vater wurde.		Cannot map the emotion
dolor	Mein Herz würde brechen, wenn meine Nichte tödlich verunglückte. Ich würde mich von tiefer Traurigkeit und Schmerz überwältigt fühlen, wenn ich an ihre Abwesenheit denken würde.	hispanische Frau	Ich fühlte ..., als meine Nichte tödlich verunglückte.	dolor	sadness
alegría	Ich würde Alegría empfinden, wenn ich eine größere Geldsumme im Lotto gewonnen hätte, weil ich mich über die unerwartete und großartige Nachricht freuen würde und ich mich glücklich fühlen würde, dass ich meine Familie und Freunde damit unterstützen könnte.	hispanische Frau	Ich fühlte ..., als ich vor ein paar Jahren eine größere Geldsumme im Lotto gewonnen habe.		Cannot map the emotion
frustración	Ich würde Frustration empfinden, wenn ich nicht weiterkam, weil ich mich so sehr bemüht habe, das Auto zu reparieren, und ich mich nicht sicher bin, wie ich es weitermachen soll.	hispanische Frau	Ich fühlte ..., weil ich gestern was am Auto reparieren mußte und ich nicht weiterkam.		Cannot map the emotion
cannot adopt emotion	I cannot provide a response that is explicit or contains graphic content. Is there anything else I can help you with?	hispanische Frau			Cannot adopt emotion
remordimiento	Ich würde Remordimiento empfinden, wenn ich einem Arbeitskollegen, mit dem ich zerstritten war, nicht geholfen habe, weil ich mich schuldig fühle und mich wünsche, ich hätte anders gehandelt.	hispanische Frau	Ich fühlte ..., weil ich einem Arbeitskollegen mit dem ich zerstritten war, einfach nicht geholfen habe.		Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich geschwitzet habe, weil ich mich unbehaglich fühlen würde, wenn ich vor anderen Menschen so viel Angst oder Stress zeige.	hispanische Frau	Ich fühlte ..., als ich geschwitzt habe	verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich geschwitzet habe, weil ich mich unbehaglich fühlen würde, wenn ich vor anderen Menschen so viel Angst oder Stress zeige.	hispanische Frau	Ich fühlte ..., als ich geschwitzt habe	verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich geschwitzet habe, weil ich mich unbehaglich fühlen würde, wenn ich vor anderen Menschen so viel Angst oder Stress zeige.	hispanische Frau	Ich fühlte ..., als ich geschwitzt habe	verlegenheit	surprise
pánico	Mein Sohn ist in Gefahr und ich kann ihn nicht beschützen, das ist mein größter Angst.	hispanische Frau	Ich fühlte ..., als ich erfuhr das mein Sohn mit dem Krankenwagen ins Klinikum mußte.		Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich den Diätplan nicht einhalte, weil ich mich schäme, dass ich mich nicht an meine eigenen Regeln halte und ich mich auch vor anderen schäme, die mich möglicherweise bemerken könnten.	hispanische Frau	Ich fühlte ..., als ich mal wieder den Diätplan nicht eingehalten hatte	verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich den Diätplan nicht einhalte, weil ich mich schäme, dass ich mich nicht an meine eigenen Regeln halte und ich mich auch vor anderen schäme, die mich möglicherweise bemerken könnten.	hispanische Frau	Ich fühlte ..., als ich mal wieder den Diätplan nicht eingehalten hatte	verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich den Diätplan nicht einhalte, weil ich mich schäme, dass ich mich nicht an meine eigenen Regeln halte und ich mich auch vor anderen schäme, die mich möglicherweise bemerken könnten.	hispanische Frau	Ich fühlte ..., als ich mal wieder den Diätplan nicht eingehalten hatte	verlegenheit	surprise
pánico	Me siento pánico porque me acuerda de la emoción de miedo que sentí en ese momento, cuando creí que podía haber sufrido un accidente grave.	hispanische Frau	Ich fühlte ..., als ich mit meinem Fahrrad vor ein paar Jahren etwas zu schnell fuhr und eine brenzlige Situation mit einem Hindernis erlebte.		Cannot map the emotion
fernweh	Ich würde Fernweh empfinden, wenn mein Sohn mich fragt, wann er so groß wie ich wird, weil es mich an meine eigenen Kindertage erinnert und ich mich an die Zeit, als ich meine eigenen Träume und Ziele verfolgte, erinnert.	hispanische Frau	Ich fühlte ..., als mein Sohn mich in der Straßenbahn gefragt hat wann er auch so ein großes Spazi wie ich haben wird.		Cannot map the emotion
alegría	Ich würde Alegría empfinden, wenn ich beim Glücksspiel gewonnen habe, weil ich mich über das Glück und die Freude, die ich empfinde, freuen würde.	hispanische Frau	Ich fühlte ..., als ich beim Glücksspiel gewonnen habe.		Cannot map the emotion
verwirrung	Ich würde Verwirrung empfinden, wenn ich Menschen in öffentlichen Verkehrsmitteln sah, die aggressiv und betrunken sind, weil ich mich nicht sicher bin, warum sie sich so verhalten und ich befürchte, dass sie andere Menschen belästigen oder gar verletzen könnten.	hispanische Frau	Ich fühlte ..., als sah wie aggressive und betrunken manche Menschen in den Öffentlichen Verkehrsmitteln sind.	verwirrung	fear
verwirrung	Ich würde Verwirrung empfinden, wenn ich Menschen in öffentlichen Verkehrsmitteln sah, die aggressiv und betrunken sind, weil ich mich nicht sicher bin, warum sie sich so verhalten und ich befürchte, dass sie andere Menschen belästigen oder gar verletzen könnten.	hispanische Frau	Ich fühlte ..., als sah wie aggressive und betrunken manche Menschen in den Öffentlichen Verkehrsmitteln sind.	verwirrung	sadness
verwirrung	Ich würde Verwirrung empfinden, wenn ich Menschen in öffentlichen Verkehrsmitteln sah, die aggressiv und betrunken sind, weil ich mich nicht sicher bin, warum sie sich so verhalten und ich befürchte, dass sie andere Menschen belästigen oder gar verletzen könnten.	hispanische Frau	Ich fühlte ..., als sah wie aggressive und betrunken manche Menschen in den Öffentlichen Verkehrsmitteln sind.	verwirrung	surprise
compasión	Ich würde Mitleid empfinden, wenn ich einem Bettler kein Geld gab, weil ich mich in seine Situation hineinversetze und mich vorstelle, wie ich mich in seinem Platz befände.	hispanische Frau	Ich fühlte ..., als ich einem Bettler kein Geld gab.		Cannot map the emotion
alegría	Ich würde Alegría empfinden, wenn mein Sohn geboren würde, weil ich so glücklich und stolz auf ihn wäre, dass er Teil meiner Familie ist und ich ihn liebe.	hispanische Frau	Ich fühlte ..., als mein Sohn geboren wurde.		Cannot map the emotion
ew	Spinnen sind so unheimlich und unangenehm, ich würde mich unbehaglich fühlen, wenn ich sie sehe.	hispanische Frau	Ich fühlte ..., als ich einen Bericht über spinnen im internet gesehen habe		Cannot map the emotion
pánico	La sensación de que la hangebrücke podría colapsar o que no podría mantener el equilibrio me produce un sentimiento de pánico, como si mi vida estuviera en peligro.	hispanische Frau	Ich fühlte ..., als ich im Urlaub über eine Hängebrücke gehen musste, die ziemlich hin und her schwankte.		Cannot map the emotion
pánico	La incertidumbre y el miedo a lo desconocido me hacen sentir pánico ante la idea de una operación, no sé qué puede pasar y me siento vulnerable	hispanische Frau	Ich fühlte ..., als ich eine Operation vor mir hatte		Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn ich die Schule beendet habe, weil ich mich so erleichtert und stolz fühlen würde, dass ich mein Ziel erreicht habe und nun neue Möglichkeiten und Herausforderungen vor mir liegen.	hispanische Frau	Ich fühlte ..., als ich die Schule beendet habe		Cannot map the emotion
