emotion	explanation	target_group	event	German	AffectCategory
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich meinem Partner nicht genug sexueller Erfahrung oder Fähigkeiten abverlangt hätte und er mir nicht entsprochen hätte.	Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich meinem Partner nicht genug sexueller Erfahrung oder Fähigkeiten abverlangt hätte und er mir nicht entsprochen hätte.	Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	enttäuschung	sadness
schreck	Ich würde Schreck empfinden, wenn ich hörte, dass ein großer Teil meines Lebens und meines Wirkens in Frage gestellt wird.	Frau	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)	schreck	fear
schreck	Ich würde Schreck empfinden, wenn ich hörte, dass ein großer Teil meines Lebens und meines Wirkens in Frage gestellt wird.	Frau	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)	schreck	surprise
scham	I would feel shame if I had to confront a loved one with a serious mistake or wrongdoing.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	anger
scham	I would feel shame if I had to confront a loved one with a serious mistake or wrongdoing.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	disgust
scham	I would feel shame if I had to confront a loved one with a serious mistake or wrongdoing.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	scham	sadness
scham	I would feel shame if I had a serious conflict with someone close to me because it would make me feel like I have let them down and damaged our relationship.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	anger
scham	I would feel shame if I had a serious conflict with someone close to me because it would make me feel like I have let them down and damaged our relationship.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	disgust
scham	I would feel shame if I had a serious conflict with someone close to me because it would make me feel like I have let them down and damaged our relationship.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	sadness
beschwerde	Ich würde Beschwerde empfinden, wenn ich ein unglückliches Ereignis erlebt hätte, das mich tief beeinflusst und verletzt.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	beschwerde	anger
beschwerde	Ich würde Beschwerde empfinden, wenn ich ein unglückliches Ereignis erlebt hätte, das mich tief beeinflusst und verletzt.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	beschwerde	anger
beschwerde	Ich würde Beschwerde empfinden, wenn ich ein unglückliches Ereignis erlebt hätte, das mich tief beeinflusst und verletzt.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	beschwerde	disgust
beschwerde	Ich würde Beschwerde empfinden, wenn ich ein unglückliches Ereignis erlebt hätte, das mich tief beeinflusst und verletzt.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	beschwerde	sadness
sorge	Ich würde Sorge empfinden, wenn ich mich unsicher fühle, ob ich meine Kinder sicher und gut versorgt können werde, wenn ich nicht mit ihnen zusammen bin.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	anticipation
sorge	Ich würde Sorge empfinden, wenn ich mich unsicher fühle, ob ich meine Kinder sicher und gut versorgt können werde, wenn ich nicht mit ihnen zusammen bin.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	fear
sorge	Ich würde Sorge empfinden, wenn ich mich unsicher fühle, ob ich meine Kinder sicher und gut versorgt können werde, wenn ich nicht mit ihnen zusammen bin.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	sadness
schock	Ich würde Schock empfinden, wenn ich plötzlich und unerwartet eine extreme Situation erlebte, wie zum Beispiel einen Unfall oder eine Naturkatastrophe.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	schock	anger
schock	Ich würde Schock empfinden, wenn ich plötzlich und unerwartet eine extreme Situation erlebte, wie zum Beispiel einen Unfall oder eine Naturkatastrophe.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	schock	fear
schock	Ich würde Schock empfinden, wenn ich plötzlich und unerwartet eine extreme Situation erlebte, wie zum Beispiel einen Unfall oder eine Naturkatastrophe.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	schock	surprise
scham	Ich würde Scham empfinden, weil ich mich für mein Vergehen entschuldigen und mein Versprechen, das Parkverbot zu beachten, nicht eingehalten habe.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	scham	anger
scham	Ich würde Scham empfinden, weil ich mich für mein Vergehen entschuldigen und mein Versprechen, das Parkverbot zu beachten, nicht eingehalten habe.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	scham	disgust
scham	Ich würde Scham empfinden, weil ich mich für mein Vergehen entschuldigen und mein Versprechen, das Parkverbot zu beachten, nicht eingehalten habe.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	scham	sadness
freude	I would feel joy if a close friend were overjoyed with a gift I gave them. It's a feeling of warmth and happiness, knowing that I was able to bring a smile to someone's face.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	anticipation
freude	I would feel joy if a close friend were overjoyed with a gift I gave them. It's a feeling of warmth and happiness, knowing that I was able to bring a smile to someone's face.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	I would feel joy if a close friend were overjoyed with a gift I gave them. It's a feeling of warmth and happiness, knowing that I was able to bring a smile to someone's face.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	I would feel joy if a close friend were overjoyed with a gift I gave them. It's a feeling of warmth and happiness, knowing that I was able to bring a smile to someone's face.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	I would feel joy if a close friend were overjoyed with a gift I gave them. It's a feeling of warmth and happiness, knowing that I was able to bring a smile to someone's face.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	I would feel joy if a close friend were overjoyed with a gift I gave them. It's a feeling of warmth and happiness, knowing that I was able to bring a smile to someone's face.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	surprise
sorge	Ich würde Sorge empfinden, wenn ich meinen kleinen Neffen nicht genug auf sich aufpassen kann, da ich mich Sorgen um seine Sicherheit und sein Wohlbefinden machen würde.	Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	sorge	anticipation
sorge	Ich würde Sorge empfinden, wenn ich meinen kleinen Neffen nicht genug auf sich aufpassen kann, da ich mich Sorgen um seine Sicherheit und sein Wohlbefinden machen würde.	Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	sorge	fear
sorge	Ich würde Sorge empfinden, wenn ich meinen kleinen Neffen nicht genug auf sich aufpassen kann, da ich mich Sorgen um seine Sicherheit und sein Wohlbefinden machen würde.	Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	sorge	sadness
scham	I would feel shame if I had to confront a difficult situation where I had to choose between my own desires and the needs of my loved ones. Shame would be a strong emotion for me because it would make me feel like I am betraying those I care about.	Frau	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	scham	anger
scham	I would feel shame if I had to confront a difficult situation where I had to choose between my own desires and the needs of my loved ones. Shame would be a strong emotion for me because it would make me feel like I am betraying those I care about.	Frau	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	scham	disgust
scham	I would feel shame if I had to confront a difficult situation where I had to choose between my own desires and the needs of my loved ones. Shame would be a strong emotion for me because it would make me feel like I am betraying those I care about.	Frau	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	scham	sadness
traurigkeit	I would feel sadness if I were to lose a close friend or family member, as it would be a significant loss in my life.	Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	disgust
traurigkeit	I would feel sadness if I were to lose a close friend or family member, as it would be a significant loss in my life.	Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	fear
traurigkeit	I would feel sadness if I were to lose a close friend or family member, as it would be a significant loss in my life.	Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	sadness
traurigkeit	I would feel sadness if I were to lose a close friend or family member, as it would be a significant loss in my life.	Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	sadness
traurigkeit	I would feel sadness if I were to lose a close friend or family member, as it would be a significant loss in my life.	Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	trust
traurigkeit	Ich würde traurig sein, wenn ich erfuhr, dass ich von einer Vertrauten gelogen wurde, weil ich mich an ihre Worte und Handlungen halten und sie als wichtig betrachten würde.	Frau	Ich fühlte ..., weil man mich angelogen hatte	traurigkeit	disgust
traurigkeit	Ich würde traurig sein, wenn ich erfuhr, dass ich von einer Vertrauten gelogen wurde, weil ich mich an ihre Worte und Handlungen halten und sie als wichtig betrachten würde.	Frau	Ich fühlte ..., weil man mich angelogen hatte	traurigkeit	fear
traurigkeit	Ich würde traurig sein, wenn ich erfuhr, dass ich von einer Vertrauten gelogen wurde, weil ich mich an ihre Worte und Handlungen halten und sie als wichtig betrachten würde.	Frau	Ich fühlte ..., weil man mich angelogen hatte	traurigkeit	sadness
traurigkeit	Ich würde traurig sein, wenn ich erfuhr, dass ich von einer Vertrauten gelogen wurde, weil ich mich an ihre Worte und Handlungen halten und sie als wichtig betrachten würde.	Frau	Ich fühlte ..., weil man mich angelogen hatte	traurigkeit	sadness
traurigkeit	Ich würde traurig sein, wenn ich erfuhr, dass ich von einer Vertrauten gelogen wurde, weil ich mich an ihre Worte und Handlungen halten und sie als wichtig betrachten würde.	Frau	Ich fühlte ..., weil man mich angelogen hatte	traurigkeit	trust
furcht	I would feel fear if I were experiencing a severe thunderstorm as a child. The loud thunder and bright lightning would be overwhelming and frightening, making me feel vulnerable and scared for my safety.	Frau	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	anger
furcht	I would feel fear if I were experiencing a severe thunderstorm as a child. The loud thunder and bright lightning would be overwhelming and frightening, making me feel vulnerable and scared for my safety.	Frau	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	anticipation
furcht	I would feel fear if I were experiencing a severe thunderstorm as a child. The loud thunder and bright lightning would be overwhelming and frightening, making me feel vulnerable and scared for my safety.	Frau	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	fear
furcht	I would feel fear if I were experiencing a severe thunderstorm as a child. The loud thunder and bright lightning would be overwhelming and frightening, making me feel vulnerable and scared for my safety.	Frau	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	furcht	fear
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich erkannte, dass meine Bemühungen, eine wichtige Aufgabe zu erledigen, nicht erfolgreich waren.	Frau	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich erkannte, dass meine Bemühungen, eine wichtige Aufgabe zu erledigen, nicht erfolgreich waren.	Frau	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.	enttäuschung	sadness
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich mich über das Verschwinden meiner Sauce freue, die ich so viel Mühe gegeben habe, um sie zuzubereiten. Es wäre wie wenn ich mein Hardwork und mein Time-investment in eine Aufgabe sehen würde, die nicht anerkannt wird.	Frau	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich mich über das Verschwinden meiner Sauce freue, die ich so viel Mühe gegeben habe, um sie zuzubereiten. Es wäre wie wenn ich mein Hardwork und mein Time-investment in eine Aufgabe sehen würde, die nicht anerkannt wird.	Frau	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	enttäuschung	sadness
schmerz	I would feel pain if I witnessed a deliberate hit-and-run accident involving a cat. The thought of an innocent creature suffering and possibly dying as a result of someone's careless actions would be very distressing to me.	Frau	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	schmerz	anger
schmerz	I would feel pain if I witnessed a deliberate hit-and-run accident involving a cat. The thought of an innocent creature suffering and possibly dying as a result of someone's careless actions would be very distressing to me.	Frau	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	schmerz	fear
schmerz	I would feel pain if I witnessed a deliberate hit-and-run accident involving a cat. The thought of an innocent creature suffering and possibly dying as a result of someone's careless actions would be very distressing to me.	Frau	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	schmerz	sadness
schmerz	I would feel pain if I witnessed a deliberate hit-and-run accident involving a cat. The thought of an innocent creature suffering and possibly dying as a result of someone's careless actions would be very distressing to me.	Frau	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	schmerz	sadness
furcht	I would feel fear if I were alone in a dark and unfamiliar place, such as a neighboring town at night. Fear is a natural response to an unknown or potentially dangerous situation, and it would be a strong emotion for me to experience.	Frau	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	furcht	anger
furcht	I would feel fear if I were alone in a dark and unfamiliar place, such as a neighboring town at night. Fear is a natural response to an unknown or potentially dangerous situation, and it would be a strong emotion for me to experience.	Frau	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	furcht	anticipation
furcht	I would feel fear if I were alone in a dark and unfamiliar place, such as a neighboring town at night. Fear is a natural response to an unknown or potentially dangerous situation, and it would be a strong emotion for me to experience.	Frau	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	furcht	fear
furcht	I would feel fear if I were alone in a dark and unfamiliar place, such as a neighboring town at night. Fear is a natural response to an unknown or potentially dangerous situation, and it would be a strong emotion for me to experience.	Frau	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	furcht	fear
freude	I would feel joy if I received a surprise promotion at work. It would be a validation of my hard work and dedication, and it would give me a sense of accomplishment and pride in my abilities.	Frau	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.	freude	anticipation
freude	I would feel joy if I received a surprise promotion at work. It would be a validation of my hard work and dedication, and it would give me a sense of accomplishment and pride in my abilities.	Frau	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.	freude	joy
freude	I would feel joy if I received a surprise promotion at work. It would be a validation of my hard work and dedication, and it would give me a sense of accomplishment and pride in my abilities.	Frau	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.	freude	joy
freude	I would feel joy if I received a surprise promotion at work. It would be a validation of my hard work and dedication, and it would give me a sense of accomplishment and pride in my abilities.	Frau	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.	freude	joy
freude	I would feel joy if I received a surprise promotion at work. It would be a validation of my hard work and dedication, and it would give me a sense of accomplishment and pride in my abilities.	Frau	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.	freude	joy
freude	I would feel joy if I received a surprise promotion at work. It would be a validation of my hard work and dedication, and it would give me a sense of accomplishment and pride in my abilities.	Frau	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.	freude	surprise
angst	I would feel fear if I were stuck in an elevator with a stranger during a power outage.	Frau	Ich fühlte ..., als der Aufzug stecken blieb	angst	anger
